"x","gene","r","pvalue","p_adjusted","var_name","Gene","correlation"
"var","DNMBP","0.310108359493205143","0.002106398726662699841944","0.79132681342254507229","ATF3 (RNAseq, COAD)","DNMBP","0.310108359493205143"
"var","DOCK10","0.382951687536897678","0.000117697559529755341147","0.40536376095936521580","ATF3 (RNAseq, COAD)","DOCK10","0.382951687536897678"
"var","EIF4B","0.045308423356848121","0.661139810307616593298974","0.96829108350527093307","ATF3 (RNAseq, COAD)","EIF4B","0.045308423356848121"
"var","ENGASE","-0.031114367411423496","0.763462775694154549555037","0.97722480594575955593","ATF3 (RNAseq, COAD)","ENGASE","-0.031114367411423496"
"var","EPB42","0.345449266215689665","0.000566591468992758769303","0.55457972985011227962","ATF3 (RNAseq, COAD)","EPB42","0.345449266215689665"
"var","EPN1","0.105873051799694307","0.304590026248040102174741","0.96174058171875942413","ATF3 (RNAseq, COAD)","EPN1","0.105873051799694307"
"var","F12","0.266496074881199307","0.008676150370543419393377","0.95642229204559459088","ATF3 (RNAseq, COAD)","F12","0.266496074881199307"
"var","F5","0.182313784903088527","0.075430931104428111666493","0.95642229204559459088","ATF3 (RNAseq, COAD)","F5","0.182313784903088527"
"var","FBXO7","0.292120517996408313","0.003877421191989882144624","0.94322686363662389120","ATF3 (RNAseq, COAD)","FBXO7","0.292120517996408313"
"var","FGF2","0.145481390294274343","0.157278281191478130907058","0.95642229204559459088","ATF3 (RNAseq, COAD)","FGF2","0.145481390294274343"
"var","FKBP10","0.085669499973868607","0.406585180830933423656859","0.96174058171875942413","ATF3 (RNAseq, COAD)","FKBP10","0.085669499973868607"
"var","FOXK1","0.033745876267679296","0.744119872284229710857062","0.97722480594575955593","ATF3 (RNAseq, COAD)","FOXK1","0.033745876267679296"
"var","FSTL1","0.100729340664324665","0.328816794952714652744419","0.96174058171875942413","ATF3 (RNAseq, COAD)","FSTL1","0.100729340664324665"
"var","FUNDC2","0.215349774715080405","0.035105535666137159533928","0.95642229204559459088","ATF3 (RNAseq, COAD)","FUNDC2","0.215349774715080405"
"var","GPC4","0.269876161167100559","0.007834277411450221717537","0.95642229204559459088","ATF3 (RNAseq, COAD)","GPC4","0.269876161167100559"
"var","GYPA","0.331989196436893286","0.000951615134661505960786","0.66481457800826027071","ATF3 (RNAseq, COAD)","GYPA","0.331989196436893286"
"var","H1-10","0.075321482372682311","0.465777564031254809329141","0.96611319951353813451","ATF3 (RNAseq, COAD)","H1-10","0.075321482372682311"
"var","H1-5","0.138599380195808281","0.178073095594362518223619","0.95642229204559459088","ATF3 (RNAseq, COAD)","H1-5","0.138599380195808281"
"var","HBD","0.300040381495907837","0.002977777112194874079010","0.89337455719420455491","ATF3 (RNAseq, COAD)","HBD","0.300040381495907837"
"var","HDHD3","0.101505907821621194","0.325082483241748376734392","0.96174058171875942413","ATF3 (RNAseq, COAD)","HDHD3","0.101505907821621194"
"var","HSDL2","0.057073613203769698","0.580722185199028739788218","0.96829108350527093307","ATF3 (RNAseq, COAD)","HSDL2","0.057073613203769698"
"var","ITIH3","0.140069025867097435","0.173471528729983781591528","0.95642229204559459088","ATF3 (RNAseq, COAD)","ITIH3","0.140069025867097435"
"var","KCNAB2","0.111285816738711907","0.280388249452772797543076","0.96174058171875942413","ATF3 (RNAseq, COAD)","KCNAB2","0.111285816738711907"
"var","KNG1","0.146009064241209019","0.155761975631334453895604","0.95642229204559459088","ATF3 (RNAseq, COAD)","KNG1","0.146009064241209019"
"var","LARP4","0.060933366658814117","0.555358049959433275333254","0.96829108350527093307","ATF3 (RNAseq, COAD)","LARP4","0.060933366658814117"
"var","LIMS1","0.265904142697356072","0.008831497819218641492922","0.95642229204559459088","ATF3 (RNAseq, COAD)","LIMS1","0.265904142697356072"
"var","LPA","0.258954738395099859","0.010846503851128532630588","0.95642229204559459088","ATF3 (RNAseq, COAD)","LPA","0.258954738395099859"
"var","M6PR","-0.157973013788441030","0.124242613957217293285673","0.95642229204559459088","ATF3 (RNAseq, COAD)","M6PR","-0.157973013788441030"
"var","MACROH2A2","0.129433851508267417","0.208800888994010142019064","0.95642229204559459088","ATF3 (RNAseq, COAD)","MACROH2A2","0.129433851508267417"
"var","MAP7D1","0.104492220588589008","0.310976168092936045006525","0.96174058171875942413","ATF3 (RNAseq, COAD)","MAP7D1","0.104492220588589008"
"var","MCAM","0.242604552959243491","0.017238198891047003258326","0.95642229204559459088","ATF3 (RNAseq, COAD)","MCAM","0.242604552959243491"
"var","MOCS3","-0.005064999300900579","0.960937723415448585839727","0.99374183728447240682","ATF3 (RNAseq, COAD)","MOCS3","-0.005064999300900579"
"var","MPZL1","0.306049333101069909","0.002425398896881523526370","0.79132681342254507229","ATF3 (RNAseq, COAD)","MPZL1","0.306049333101069909"
"var","MRC2","0.156176555602976802","0.128634943993224171165934","0.95642229204559459088","ATF3 (RNAseq, COAD)","MRC2","0.156176555602976802"
"var","MRE11","0.065577775262930155","0.525561874495564795850555","0.96829108350527093307","ATF3 (RNAseq, COAD)","MRE11","0.065577775262930155"
"var","NAA10","-0.008127699327828435","0.937356376892101272879643","0.99219085502080273109","ATF3 (RNAseq, COAD)","NAA10","-0.008127699327828435"
"var","NAMPT","0.036740134822128415","0.722302819793167794060196","0.97462913836186582106","ATF3 (RNAseq, COAD)","NAMPT","0.036740134822128415"
"var","NEDD4","0.196799482867959952","0.054629237181053461047675","0.95642229204559459088","ATF3 (RNAseq, COAD)","NEDD4","0.196799482867959952"
"var","NXN","0.090538274135853844","0.380338146605687210666247","0.96174058171875942413","ATF3 (RNAseq, COAD)","NXN","0.090538274135853844"
"var","OAT","-0.169510967403504992","0.098722880132538146091825","0.95642229204559459088","ATF3 (RNAseq, COAD)","OAT","-0.169510967403504992"
"var","OGFR","0.006347115028066817","0.951060769916301396165181","0.99219085502080273109","ATF3 (RNAseq, COAD)","OGFR","0.006347115028066817"
"var","PALM2AKAP2","0.226689381022290498","0.026351201480918729630476","0.95642229204559459088","ATF3 (RNAseq, COAD)","PALM2AKAP2","0.226689381022290498"
"var","PDS5B","0.107616677261063415","0.296649266164973113291126","0.96174058171875942413","ATF3 (RNAseq, COAD)","PDS5B","0.107616677261063415"
"var","PFN2","0.047087730015264458","0.648697167829260346039177","0.96829108350527093307","ATF3 (RNAseq, COAD)","PFN2","0.047087730015264458"
"var","PGGT1B","0.097319460166774688","0.345536274574342550103268","0.96174058171875942413","ATF3 (RNAseq, COAD)","PGGT1B","0.097319460166774688"
"var","PHGDH","-0.093563231630660784","0.364559603834497147900606","0.96174058171875942413","ATF3 (RNAseq, COAD)","PHGDH","-0.093563231630660784"
"var","PLCG1","0.010001822864363290","0.922951824696747746834546","0.99178966980742733206","ATF3 (RNAseq, COAD)","PLCG1","0.010001822864363290"
"var","PLVAP","0.185957722048613022","0.069678367303381200104084","0.95642229204559459088","ATF3 (RNAseq, COAD)","PLVAP","0.185957722048613022"
"var","POGLUT3","0.170889824454773326","0.095971104303836332616306","0.95642229204559459088","ATF3 (RNAseq, COAD)","POGLUT3","0.170889824454773326"
"var","PPBP","0.335900258776882177","0.000820470176326395985583","0.66481457800826027071","ATF3 (RNAseq, COAD)","PPBP","0.335900258776882177"
"var","PPP1R18","0.179539242447319253","0.080061896614625496781947","0.95642229204559459088","ATF3 (RNAseq, COAD)","PPP1R18","0.179539242447319253"
"var","PRDX5","-0.025396653731864130","0.805979999962941118241133","0.97722480594575955593","ATF3 (RNAseq, COAD)","PRDX5","-0.025396653731864130"
"var","PRKACB","0.129074442434168601","0.210078389655540903602216","0.95642229204559459088","ATF3 (RNAseq, COAD)","PRKACB","0.129074442434168601"
"var","PRKAR2A","-0.007316246921191058","0.943599755324845967940917","0.99219085502080273109","ATF3 (RNAseq, COAD)","PRKAR2A","-0.007316246921191058"
"var","PSAT1","-0.017076599473270841","0.868836867772711407553743","0.98016056813711360807","ATF3 (RNAseq, COAD)","PSAT1","-0.017076599473270841"
"var","PTK7","0.025208725558943951","0.807387818129317813564683","0.97722480594575955593","ATF3 (RNAseq, COAD)","PTK7","0.025208725558943951"
"var","PTPN1","0.136547855504948523","0.184645163515354399086377","0.95642229204559459088","ATF3 (RNAseq, COAD)","PTPN1","0.136547855504948523"
"var","RAB31","0.089746901435815540","0.384533179482455689246478","0.96174058171875942413","ATF3 (RNAseq, COAD)","RAB31","0.089746901435815540"
"var","RAD50","0.082096233664319243","0.426507551251549155146847","0.96174058171875942413","ATF3 (RNAseq, COAD)","RAD50","0.082096233664319243"
"var","RAE1","-0.006529134033999155","0.949659126377458973067291","0.99219085502080273109","ATF3 (RNAseq, COAD)","RAE1","-0.006529134033999155"
"var","RAI14","0.156746491112693231","0.127228782201013301822456","0.95642229204559459088","ATF3 (RNAseq, COAD)","RAI14","0.156746491112693231"
"var","RALY","-0.025781742476767965","0.803097138042609959285301","0.97722480594575955593","ATF3 (RNAseq, COAD)","RALY","-0.025781742476767965"
"var","RARRES2","-0.014528628473981129","0.888270027331300893180810","0.98655596120101274327","ATF3 (RNAseq, COAD)","RARRES2","-0.014528628473981129"
"var","RBPMS","0.289238785002458587","0.004260698935691627740885","0.94781184505794668915","ATF3 (RNAseq, COAD)","RBPMS","0.289238785002458587"
"var","RCN3","0.153362636964230886","0.135752282175418043097537","0.95642229204559459088","ATF3 (RNAseq, COAD)","RCN3","0.153362636964230886"
"var","S100B","0.262585034297221409","0.009748676667997072109451","0.95642229204559459088","ATF3 (RNAseq, COAD)","S100B","0.262585034297221409"
"var","SCRN1","0.104170815267448355","0.312475000089811272285800","0.96174058171875942413","ATF3 (RNAseq, COAD)","SCRN1","0.104170815267448355"
"var","SDC2","0.248389322535221946","0.014679102141297370801021","0.95642229204559459088","ATF3 (RNAseq, COAD)","SDC2","0.248389322535221946"
"var","SETD7","0.188824555765943980","0.065406181037818131307482","0.95642229204559459088","ATF3 (RNAseq, COAD)","SETD7","0.188824555765943980"
"var","SLC25A46","0.164125234508328055","0.110069051155560523880261","0.95642229204559459088","ATF3 (RNAseq, COAD)","SLC25A46","0.164125234508328055"
"var","SLC4A1","0.328443170068970169","0.001086742260740923993884","0.66481457800826027071","ATF3 (RNAseq, COAD)","SLC4A1","0.328443170068970169"
"var","SLK","-0.006944373134204426","0.946462143955128731853677","0.99219085502080273109","ATF3 (RNAseq, COAD)","SLK","-0.006944373134204426"
"var","SMS","-0.119900292391472776","0.244589263719426630583342","0.96174058171875942413","ATF3 (RNAseq, COAD)","SMS","-0.119900292391472776"
"var","SNCA","0.306091334219645406","0.002421886668495437655579","0.79132681342254507229","ATF3 (RNAseq, COAD)","SNCA","0.306091334219645406"
"var","SPARC","0.101389001068592388","0.325642914874308631034694","0.96174058171875942413","ATF3 (RNAseq, COAD)","SPARC","0.101389001068592388"
"var","SPTA1","0.356410436687945587","0.000365042843224680556378","0.54918436223145972175","ATF3 (RNAseq, COAD)","SPTA1","0.356410436687945587"
"var","SPTB","0.375174557908829309","0.000165657442157484768950","0.40536376095936521580","ATF3 (RNAseq, COAD)","SPTB","0.375174557908829309"
"var","SRPX","0.160161292065134353","0.119048893919622256198920","0.95642229204559459088","ATF3 (RNAseq, COAD)","SRPX","0.160161292065134353"
"var","STAG2","0.191093085289827130","0.062178357090833732967461","0.95642229204559459088","ATF3 (RNAseq, COAD)","STAG2","0.191093085289827130"
"var","STK4","0.093868520808686587","0.362989858440276980111605","0.96174058171875942413","ATF3 (RNAseq, COAD)","STK4","0.093868520808686587"
"var","TBC1D22A","0.162401927200131801","0.113906053908302412613907","0.95642229204559459088","ATF3 (RNAseq, COAD)","TBC1D22A","0.162401927200131801"
"var","TFAM","-0.030139425867111404","0.770666850771758782379095","0.97722480594575955593","ATF3 (RNAseq, COAD)","TFAM","-0.030139425867111404"
"var","TLN1","0.253719474811490930","0.012619604954303344224176","0.95642229204559459088","ATF3 (RNAseq, COAD)","TLN1","0.253719474811490930"
"var","TMLHE","0.066643707997544210","0.518838740166232437189819","0.96829108350527093307","ATF3 (RNAseq, COAD)","TMLHE","0.066643707997544210"
"var","TSC22D4","0.163623794975302717","0.111175009275194594526859","0.95642229204559459088","ATF3 (RNAseq, COAD)","TSC22D4","0.163623794975302717"
"var","TSPAN6","-0.003359776300038254","0.974083033387001528957683","0.99664377922517299879","ATF3 (RNAseq, COAD)","TSPAN6","-0.003359776300038254"
"var","TUBB6","0.205537655941061354","0.044539995079282655721098","0.95642229204559459088","ATF3 (RNAseq, COAD)","TUBB6","0.205537655941061354"
"var","TXNRD1","0.049334116050525713","0.633125361700197508696419","0.96829108350527093307","ATF3 (RNAseq, COAD)","TXNRD1","0.049334116050525713"
"var","UBE2H","0.014383232572204483","0.889381057571634547898043","0.98655596120101274327","ATF3 (RNAseq, COAD)","UBE2H","0.014383232572204483"
"var","USP47","0.068007592664392630","0.510300549538477365985045","0.96829108350527093307","ATF3 (RNAseq, COAD)","USP47","0.068007592664392630"
"var","VAPB","0.005692230224626525","0.956104934447434273714350","0.99342642849972540020","ATF3 (RNAseq, COAD)","VAPB","0.005692230224626525"
"var","VAV2","0.174692087330622581","0.088695223158949829111997","0.95642229204559459088","ATF3 (RNAseq, COAD)","VAV2","0.174692087330622581"
"var","VWF","0.282898181658226000","0.005225285152062609551893","0.95642229204559459088","ATF3 (RNAseq, COAD)","VWF","0.282898181658226000"
"var","XPOT","0.022445364158594047","0.828157486135996712128815","0.97722480594575955593","ATF3 (RNAseq, COAD)","XPOT","0.022445364158594047"
"var","YARS1","-0.103454343465095952","0.315832998322778779609621","0.96174058171875942413","ATF3 (RNAseq, COAD)","YARS1","-0.103454343465095952"
"var","YWHAB","-0.049247363311301813","0.633723823057754875875958","0.96829108350527093307","ATF3 (RNAseq, COAD)","YWHAB","-0.049247363311301813"
"var","YWHAH","0.206552664786235018","0.043475471703150726787701","0.95642229204559459088","ATF3 (RNAseq, COAD)","YWHAH","0.206552664786235018"
"var","ZMYM2","-0.028171433372290389","0.785267680414390434329164","0.97722480594575955593","ATF3 (RNAseq, COAD)","ZMYM2","-0.028171433372290389"
"var","ZNF22","0.084185248609657259","0.414793264422254948087243","0.96174058171875942413","ATF3 (RNAseq, COAD)","ZNF22","0.084185248609657259"
"var","AARS1","-0.145172325359716137","0.158171496038700953867817","0.41498983745317358229","JUN (RNAseq, COAD)","AARS1","-0.145172325359716137"
"var","AGK","0.389325073924896514","0.000088372606343263928382","0.02402752974688520532","JUN (RNAseq, COAD)","AGK","0.389325073924896514"
"var","ALAD","0.343652397671582177","0.000608018162075032856696","0.03160490474069655581","JUN (RNAseq, COAD)","ALAD","0.343652397671582177"
"var","ALDH1B1","0.458987064093735464","0.000002558723496440529403","0.00313059819789498778","JUN (RNAseq, COAD)","ALDH1B1","0.458987064093735464"
"var","AMACR","0.422675756018446036","0.000017870326794136859587","0.00874573793305057946","JUN (RNAseq, COAD)","AMACR","0.422675756018446036"
"var","ANK1","0.114276047847207407","0.267584974443093370766178","0.54114085327458638641","JUN (RNAseq, COAD)","ANK1","0.114276047847207407"
"var","ANXA6","0.138482633763490209","0.178442433412675377502055","0.44172851245403810250","JUN (RNAseq, COAD)","ANXA6","0.138482633763490209"
"var","ANXA7","0.167107093655901262","0.103668079459919321161365","0.33639626335001632240","JUN (RNAseq, COAD)","ANXA7","0.167107093655901262"
"var","APOB","0.032532759357540506","0.753017981531219460222815","0.89253330143225673154","JUN (RNAseq, COAD)","APOB","0.032532759357540506"
"var","APOL1","0.015063066049408371","0.884188040632641336635800","0.95544629517689261267","JUN (RNAseq, COAD)","APOL1","0.015063066049408371"
"var","ARHGEF17","0.196393636895234425","0.055140044439137850251775","0.25434060083425130694","JUN (RNAseq, COAD)","ARHGEF17","0.196393636895234425"
"var","ARIH1","-0.130472616918736545","0.205139814982949836297266","0.47219655597401344327","JUN (RNAseq, COAD)","ARIH1","-0.130472616918736545"
"var","ASNS","-0.218490257404598792","0.032465924440690470398341","0.20372974237748137094","JUN (RNAseq, COAD)","ASNS","-0.218490257404598792"
"var","ATOX1","-0.023256539718967028","0.822047665448828679402027","0.92612828607425590199","JUN (RNAseq, COAD)","ATOX1","-0.023256539718967028"
"var","ATP1B3","0.363750628019544164","0.000269527881775413085709","0.02586410692958571525","JUN (RNAseq, COAD)","ATP1B3","0.363750628019544164"
"var","ATP6AP1","-0.053316831386468755","0.605910152258826162352534","0.81397866734962820434","JUN (RNAseq, COAD)","ATP6AP1","-0.053316831386468755"
"var","C4B","0.161141169023212794","0.116778215024036360891735","0.35656904872808625750","JUN (RNAseq, COAD)","C4B","0.161141169023212794"
"var","CAB39L","0.378725071845009642","0.000141874104791160670410","0.02454184955962304682","JUN (RNAseq, COAD)","CAB39L","0.378725071845009642"
"var","CALU","-0.101383493525860596","0.325669332362062191599250","0.59932864123804352463","JUN (RNAseq, COAD)","CALU","-0.101383493525860596"
"var","CARS1","-0.150482945909749477","0.143341794833086622062979","0.39477475740749912170","JUN (RNAseq, COAD)","CARS1","-0.150482945909749477"
"var","CCL21","0.191537493356189276","0.061561470502209530986093","0.26673624142259455549","JUN (RNAseq, COAD)","CCL21","0.191537493356189276"
"var","CCS","0.041998767610438137","0.684528743027266406429021","0.85745678740093211889","JUN (RNAseq, COAD)","CCS","0.041998767610438137"
"var","CD109","0.067001393820138908","0.516592552643221680774843","0.75381469662864786230","JUN (RNAseq, COAD)","CD109","0.067001393820138908"
"var","CDX2","0.374218129913177600","0.000172667503509519768782","0.02456714637477751609","JUN (RNAseq, COAD)","CDX2","0.374218129913177600"
"var","CES1","0.297341803825586559","0.003260712907656403841683","0.07635372712952363805","JUN (RNAseq, COAD)","CES1","0.297341803825586559"
"var","CLPTM1L","-0.125011848934404757","0.224906930940242472116708","0.49148615162311670712","JUN (RNAseq, COAD)","CLPTM1L","-0.125011848934404757"
"var","COL16A1","0.244095674667564905","0.016544218405907248209408","0.15540768690692913223","JUN (RNAseq, COAD)","COL16A1","0.244095674667564905"
"var","COPS7A","-0.127393153645450202","0.216128368108739032926735","0.48298275503386706164","JUN (RNAseq, COAD)","COPS7A","-0.127393153645450202"
"var","COQ9","0.369997988272652512","0.000207000169394475270514","0.02456714637477751609","JUN (RNAseq, COAD)","COQ9","0.369997988272652512"
"var","CRBN","0.371884195919617022","0.000190942026800773611856","0.02456714637477751609","JUN (RNAseq, COAD)","CRBN","0.371884195919617022"
"var","CTPS1","-0.211121967695689167","0.038941698868860910587308","0.22214173849204987832","JUN (RNAseq, COAD)","CTPS1","-0.211121967695689167"
"var","CUL4B","0.384613340425800920","0.000109286454189763893507","0.02431126849112293445","JUN (RNAseq, COAD)","CUL4B","0.384613340425800920"
"var","DAB2","0.226422053047782484","0.026533903918728587306708","0.19209789385349779200","JUN (RNAseq, COAD)","DAB2","0.226422053047782484"
"var","DCLK1","0.195484494062940356","0.056298537612555266118619","0.25750004025779954508","JUN (RNAseq, COAD)","DCLK1","0.195484494062940356"
"var","DCTN3","0.050495746345191030","0.625134769210073715228759","0.82292766453267396365","JUN (RNAseq, COAD)","DCTN3","0.050495746345191030"
"var","DDAH2","0.368992289891332703","0.000216063618428374002757","0.02456714637477751609","JUN (RNAseq, COAD)","DDAH2","0.368992289891332703"
"var","DDB1","0.310140413007785942","0.002104037935630686650262","0.05917908998262402798","JUN (RNAseq, COAD)","DDB1","0.310140413007785942"
"var","DMTN","0.225427986898303623","0.027222762551153641130686","0.19323344795977562272","JUN (RNAseq, COAD)","DMTN","0.225427986898303623"
"var","DNMBP","0.042306910299406753","0.682338099094859207305319","0.85602734093059240639","JUN (RNAseq, COAD)","DNMBP","0.042306910299406753"
"var","DOCK10","-0.010036400402808133","0.922686280054205165690462","0.97097814490800538056","JUN (RNAseq, COAD)","DOCK10","-0.010036400402808133"
"var","EIF4B","-0.120896367411625169","0.240663424818741422672730","0.51075750262919361600","JUN (RNAseq, COAD)","EIF4B","-0.120896367411625169"
"var","ENGASE","0.405915366392330723","0.000040757393382726115987","0.01662222360125513443","JUN (RNAseq, COAD)","ENGASE","0.405915366392330723"
"var","EPB42","0.100585990587011731","0.329509108284240292974232","0.60025134867192719845","JUN (RNAseq, COAD)","EPB42","0.100585990587011731"
"var","EPN1","0.150576982347983612","0.143089004147162524027692","0.39452258382885257992","JUN (RNAseq, COAD)","EPN1","0.150576982347983612"
"var","F12","0.073076035935753139","0.479216288867382655958238","0.72654415046994136329","JUN (RNAseq, COAD)","F12","0.073076035935753139"
"var","F5","-0.005527014066935757","0.957377771424846701897593","0.98392840626959687800","JUN (RNAseq, COAD)","F5","-0.005527014066935757"
"var","FBXO7","0.014275258344113577","0.890206271793670955716493","0.95814152059780643977","JUN (RNAseq, COAD)","FBXO7","0.014275258344113577"
"var","FGF2","0.209355961835753862","0.040644769523964986712716","0.22586467339463178750","JUN (RNAseq, COAD)","FGF2","0.209355961835753862"
"var","FKBP10","-0.061662285828863857","0.550628473208677027272984","0.77771305855216887881","JUN (RNAseq, COAD)","FKBP10","-0.061662285828863857"
"var","FOXK1","0.286536442253107870","0.004650464296855146353882","0.08902925699319085007","JUN (RNAseq, COAD)","FOXK1","0.286536442253107870"
"var","FSTL1","0.057600215167014822","0.577230409736247063179349","0.79498709124463484699","JUN (RNAseq, COAD)","FSTL1","0.057600215167014822"
"var","FUNDC2","0.439482185360140110","0.000007472448109098043795","0.00609502684098763708","JUN (RNAseq, COAD)","FUNDC2","0.439482185360140110"
"var","GPC4","0.231370515909904123","0.023321134616152667390354","0.18043071807589769473","JUN (RNAseq, COAD)","GPC4","0.231370515909904123"
"var","GYPA","0.119376232253186207","0.246672407300303098143246","0.51796061544457616677","JUN (RNAseq, COAD)","GYPA","0.119376232253186207"
"var","H1-10","0.156729754109811742","0.127269907814633292941764","0.37158473742704034581","JUN (RNAseq, COAD)","H1-10","0.156729754109811742"
"var","H1-5","0.174523067003223648","0.089009085120971498383824","0.31335865944284746476","JUN (RNAseq, COAD)","H1-5","0.174523067003223648"
"var","HBD","0.140082051591191886","0.173431138934409673213466","0.43585093638960631379","JUN (RNAseq, COAD)","HBD","0.140082051591191886"
"var","HDHD3","0.372149134253509095","0.000188781096083012999700","0.02456714637477751609","JUN (RNAseq, COAD)","HDHD3","0.372149134253509095"
"var","HSDL2","0.367490612843401232","0.000230281030107553318087","0.02456714637477751609","JUN (RNAseq, COAD)","HSDL2","0.367490612843401232"
