"x","gene","r","pvalue","p_adjusted","var_name"
"var","A1BG","0.26391864494274569486","0.00937057365426862202","0.186273295022485824","DDIT3 (RNAseq, COAD)"
"var","A2M","0.16922086266111224795","0.09930965604666230906","0.398705050608995304","DDIT3 (RNAseq, COAD)"
"var","AAAS","0.08247470546060564622","0.42437127973891541899","0.699075231954653931","DDIT3 (RNAseq, COAD)"
"var","AACS","0.14791846524771812277","0.15036634273670745898","0.453130808180296607","DDIT3 (RNAseq, COAD)"
"var","AAGAB","0.10289096358467363090","0.31848978981928838250","0.614867467998263195","DDIT3 (RNAseq, COAD)"
"var","AAK1","0.16233575492530633033","0.11405542862761623712","0.411578028455710065","DDIT3 (RNAseq, COAD)"
"var","AAMDC","-0.01329535981951097089","0.89770058285561304956","0.959771960556520143","DDIT3 (RNAseq, COAD)"
"var","AAMP","-0.10870267470279214306","0.29177294279454846215","0.591365484007343900","DDIT3 (RNAseq, COAD)"
"var","AAR2","0.01227566298629134689","0.90550880847474379820","0.961846409806594194","DDIT3 (RNAseq, COAD)"
"var","AARS1","0.46505009702761457291","0.00000180885138604315","0.008852518683295174","DDIT3 (RNAseq, COAD)"
"var","AARS2","0.11432578900060928750","0.26737539714694480431","0.573985859529110631","DDIT3 (RNAseq, COAD)"
"var","AASDHPPT","0.05706426743379128946","0.58078424262047212423","0.803379899204237025","DDIT3 (RNAseq, COAD)"
"var","AASS","0.25287235741533065081","0.01292906039497829403","0.200872449438170703","DDIT3 (RNAseq, COAD)"
"var","AATF","-0.01528575996599760428","0.88248801046372027379","0.952561597898205159","DDIT3 (RNAseq, COAD)"
"var","ABAT","0.03765874791931562299","0.71565290116644764140","0.875163742705795777","DDIT3 (RNAseq, COAD)"
"var","ABCA8","0.17899570451026661222","0.08099519872750990390","0.372095863813851846","DDIT3 (RNAseq, COAD)"
"var","ABCB1","0.10642105967109723175","0.30207948624634800572","0.600580293691860723","DDIT3 (RNAseq, COAD)"
"var","ABCB10","0.09364423172235124271","0.36414270879507748546","0.647675795074342475","DDIT3 (RNAseq, COAD)"
"var","ABCB7","-0.16448318456476374028","0.10928481453757513120","0.408834303835680202","DDIT3 (RNAseq, COAD)"
"var","ABCC1","0.04648492420681398646","0.65290199281491978489","0.845541771060126290","DDIT3 (RNAseq, COAD)"
"var","ABCC3","-0.26050169927305300011","0.01036612678934343071","0.191350684573098395","DDIT3 (RNAseq, COAD)"
"var","ABCD3","-0.01621197765908806432","0.87542312598397176160","0.949118471104465677","DDIT3 (RNAseq, COAD)"
"var","ABCE1","-0.15341320156240326189","0.13562180063410003705","0.435520401773809407","DDIT3 (RNAseq, COAD)"
"var","ABCF1","0.02812452223506249627","0.78561665216569087633","0.908176562493173245","DDIT3 (RNAseq, COAD)"
"var","ABCF3","-0.11001271216399433062","0.28596156270854355963","0.585462071572242393","DDIT3 (RNAseq, COAD)"
"var","ABHD10","-0.11228451373611081365","0.27606736927731001519","0.578980895940754414","DDIT3 (RNAseq, COAD)"
"var","ABHD11","-0.05469049051857660659","0.59664445554495060264","0.812911460310965506","DDIT3 (RNAseq, COAD)"
"var","ABHD12","0.00989737386616343015","0.92375401141514745795","0.973428099234180166","DDIT3 (RNAseq, COAD)"
"var","ABHD14B","-0.10447546272683033708","0.31105420068952238655","0.609163368617255951","DDIT3 (RNAseq, COAD)"
"var","ABHD16A","0.03118424012645811330","0.76294723449535895021","0.897921687376139310","DDIT3 (RNAseq, COAD)"
"var","ABI1","-0.16334659109250349029","0.11179009432238488919","0.410696389372988635","DDIT3 (RNAseq, COAD)"
"var","ABI3","-0.07664961028782407704","0.45792689326860780419","0.724115462647605956","DDIT3 (RNAseq, COAD)"
"var","ABI3BP","0.08638703525430269092","0.40265157316980026980","0.682308880224178460","DDIT3 (RNAseq, COAD)"
"var","ABLIM1","-0.06701976493476842489","0.51647732015672320749","0.764468496684120424","DDIT3 (RNAseq, COAD)"
"var","ABR","-0.30074680079422710932","0.00290744812690910733","0.133557140677030783","DDIT3 (RNAseq, COAD)"
"var","ABRACL","-0.14168604056758354881","0.16851022991240641180","0.475957196078194977","DDIT3 (RNAseq, COAD)"
"var","ABRAXAS2","0.00996265039087489493","0.92325266720546306232","0.973208642498708310","DDIT3 (RNAseq, COAD)"
"var","ACAA1","-0.07762543521166521965","0.45220559303571739029","0.719003954618843699","DDIT3 (RNAseq, COAD)"
"var","ACAA2","-0.28601467611716174799","0.00472927756135768998","0.149323125066351842","DDIT3 (RNAseq, COAD)"
"var","ACACA","0.09719149933143213238","0.34617390131533909425","0.636429403845706010","DDIT3 (RNAseq, COAD)"
"var","ACAD10","-0.25568312854421720859","0.01192697289135031744","0.200077441843362819","DDIT3 (RNAseq, COAD)"
"var","ACAD8","-0.29358493979526023576","0.00369471434347327671","0.142339053272753369","DDIT3 (RNAseq, COAD)"
"var","ACAD9","-0.13060738368869015402","0.20466822276177804030","0.512647273858630625","DDIT3 (RNAseq, COAD)"
"var","ACADM","-0.25199556210099677278","0.01325629300111716945","0.202656006771707142","DDIT3 (RNAseq, COAD)"
"var","ACADS","-0.28451708205614945069","0.00496213822426839861","0.153291709971383333","DDIT3 (RNAseq, COAD)"
"var","ACADSB","-0.20350381371131157082","0.04673821895094548706","0.305389644253574399","DDIT3 (RNAseq, COAD)"
"var","ACADVL","-0.34055419551244409115","0.00068601276441425439","0.078077824861473508","DDIT3 (RNAseq, COAD)"
"var","ACAP2","0.01195268432255598354","0.90798389650285282748","0.963502426167597958","DDIT3 (RNAseq, COAD)"
"var","ACAT1","0.00127196147893599227","0.99018676595510535243","0.995475355912959103","DDIT3 (RNAseq, COAD)"
"var","ACAT2","0.06076688774450090397","0.55644097717669838143","0.786952501677709582","DDIT3 (RNAseq, COAD)"
"var","ACBD3","-0.10902627438910543478","0.29033023117295980731","0.589840634697498589","DDIT3 (RNAseq, COAD)"
"var","ACBD5","0.03031024446352040269","0.76940320475147105928","0.901690441583740343","DDIT3 (RNAseq, COAD)"
"var","ACIN1","-0.21113947806167815413","0.03892511586794216577","0.292625986263761850","DDIT3 (RNAseq, COAD)"
"var","ACLY","-0.02364416527464165835","0.81913176910853358059","0.920935189068955551","DDIT3 (RNAseq, COAD)"
"var","ACO1","-0.02718366772149704083","0.79262452832218888155","0.911229608082873566","DDIT3 (RNAseq, COAD)"
"var","ACO2","-0.16669905151355174366","0.10452639896594342894","0.402707884706371033","DDIT3 (RNAseq, COAD)"
"var","ACOT11","-0.29335564853270107433","0.00372280319144103599","0.142339053272753369","DDIT3 (RNAseq, COAD)"
"var","ACOT13","-0.12232024734978352853","0.23512765974267177405","0.547643606928988835","DDIT3 (RNAseq, COAD)"
"var","ACOT7","0.16149326687489554133","0.11597051911173934802","0.412470727131433401","DDIT3 (RNAseq, COAD)"
"var","ACOT8","0.04261891092478002629","0.68012270855532042102","0.858973041463158227","DDIT3 (RNAseq, COAD)"
"var","ACOT9","0.10348252026792106872","0.31570049899742358424","0.613824443478958148","DDIT3 (RNAseq, COAD)"
"var","ACOX1","-0.04476485374350162860","0.66495962378785145042","0.849916427542483310","DDIT3 (RNAseq, COAD)"
"var","ACOX3","-0.04614157606286844321","0.65530186059442330215","0.846856959532375941","DDIT3 (RNAseq, COAD)"
"var","ACP1","0.05657224826194229284","0.58405563458471010385","0.805401035688242062","DDIT3 (RNAseq, COAD)"
"var","ACP2","-0.09548602060972527505","0.35474258244250689298","0.643654677473510017","DDIT3 (RNAseq, COAD)"
"var","ACP6","-0.25400763560963884879","0.01251581934268835260","0.200755564150918664","DDIT3 (RNAseq, COAD)"
"var","ACSF2","-0.21482790380897018312","0.03556118036802085464","0.286182833723535701","DDIT3 (RNAseq, COAD)"
"var","ACSF3","-0.16765385949351829797","0.10252660580573508264","0.401853315165183134","DDIT3 (RNAseq, COAD)"
"var","ACSL1","0.16004456053086904554","0.11932165120280013859","0.414156142543619765","DDIT3 (RNAseq, COAD)"
"var","ACSL3","0.23836337540100380195","0.01935106464172936871","0.232282553904724659","DDIT3 (RNAseq, COAD)"
"var","ACSL4","0.18270056297025213943","0.07480280458248758646","0.359356049571259883","DDIT3 (RNAseq, COAD)"
"var","ACSL5","-0.14752952650188350114","0.15145388385370694984","0.453932981046064110","DDIT3 (RNAseq, COAD)"
"var","ACSM3","-0.24921802913368001908","0.01434092330626725482","0.207383380522863675","DDIT3 (RNAseq, COAD)"
"var","ACSS1","0.02448948392040027275","0.81278147698242786401","0.918013512197554227","DDIT3 (RNAseq, COAD)"
"var","ACSS2","-0.08180664296521099332","0.42814629477786714240","0.701724034374709205","DDIT3 (RNAseq, COAD)"
"var","ACTA1","0.13053580055533989257","0.20491861845417583265","0.512647273858630625","DDIT3 (RNAseq, COAD)"
"var","ACTA2","0.18127359842193480066","0.07714122454172080146","0.364731324569605109","DDIT3 (RNAseq, COAD)"
"var","ACTB","0.13532006594724710347","0.18866192089369968055","0.500356985642575580","DDIT3 (RNAseq, COAD)"
"var","ACTBL2","0.17499175906030009497","0.08814090616426061009","0.382309455722793345","DDIT3 (RNAseq, COAD)"
"var","ACTG1","0.05610519935422090404","0.58716878754482193514","0.806628919492325180","DDIT3 (RNAseq, COAD)"
"var","ACTG2","0.16970931652693349578","0.09832326234468870274","0.396697482205199126","DDIT3 (RNAseq, COAD)"
"var","ACTL6A","-0.23457364670154129405","0.02142372130937458125","0.241459932612852507","DDIT3 (RNAseq, COAD)"
"var","ACTN1","0.16219132983389583647","0.11438197518345126491","0.411578028455710065","DDIT3 (RNAseq, COAD)"
"var","ACTN4","-0.06440799936609375997","0.53299009578559897182","0.770440857168760984","DDIT3 (RNAseq, COAD)"
"var","ACTR10","0.05744396928937726271","0.57826542411700443402","0.802170942072691573","DDIT3 (RNAseq, COAD)"
"var","ACTR1A","0.04557281731227714322","0.65928496747540965561","0.849031597925372972","DDIT3 (RNAseq, COAD)"
"var","ACTR1B","-0.11216193552003297929","0.27659528702686636548","0.578980895940754414","DDIT3 (RNAseq, COAD)"
"var","ACTR2","-0.02190125195627765087","0.83226153457720697393","0.928087977124312680","DDIT3 (RNAseq, COAD)"
"var","ACTR3","-0.16135432663691071098","0.11628872392854985862","0.413002187885575522","DDIT3 (RNAseq, COAD)"
"var","ACYP1","0.10809462802424646410","0.29449661214979755419","0.593410959535258686","DDIT3 (RNAseq, COAD)"
"var","ACYP2","0.21165407512696393644","0.03844040138873949103","0.291218768415620888","DDIT3 (RNAseq, COAD)"
"var","ADA","0.12569346911537823686","0.22236896172815973083","0.534778230318237680","DDIT3 (RNAseq, COAD)"
"var","ADAM10","-0.24316557164051197382","0.01697420315711871061","0.220915064068087558","DDIT3 (RNAseq, COAD)"
"var","ADAM9","0.08136564388977821083","0.43064874510196959889","0.703147986411623571","DDIT3 (RNAseq, COAD)"
"var","ADAMTSL4","0.27295394612914108956","0.00713120665282642764","0.175229321516849251","DDIT3 (RNAseq, COAD)"
"var","ADAP1","0.05921672510909299636","0.56657295676634955583","0.795869130428965121","DDIT3 (RNAseq, COAD)"
