"Analysis","Scenario_ID","Function","Target","Context","Status","Start_Time","End_Time","Runtime_Seconds","Runtime","Output_Files","Generated_Files","Cache_File","Warning","Message","Error"
"modal_pair_grid","1","cptac_correlation","ATF3","COAD_RNAseq_vs_Protein","skipped","2026-06-16 16:13:30","2026-06-16 16:13:30","0.0353360176086425781","0.00 min (0.0 sec)","","","","","Skipped because local SLCPTAC bulk data has no usable Protein values for ATF3 in COAD.",""
"modal_pair_grid","1","cptac_correlation","ATF3","COAD_RNAseq_vs_logCNA","success","2026-06-16 16:13:30","2026-06-16 16:13:32","2.1507830619812011719","0.04 min (2.2 sec)","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/pdf/002_modal_pair_grid_ATF3_COAD_RNAseq_vs_logCNA.pdf;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/002_modal_pair_grid_ATF3_COAD_RNAseq_vs_logCNA.png;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/002_modal_pair_grid_ATF3_COAD_RNAseq_vs_logCNA_stats.csv;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/002_modal_pair_grid_ATF3_COAD_RNAseq_vs_logCNA_raw_data.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/002_modal_pair_grid_ATF3_COAD_RNAseq_vs_logCNA_package_correlation_COAD_ATF3_RNAseq_vs_ATF3_logCNA.png","","","
========================================
 | CPTAC Correlation Analysis
 | ========================================
 | CPTAC Data Loading
 | ✓ RNAseq data validated for 1 cancer type(s): COAD
 | ✓ logCNA data validated for 1 cancer type(s): COAD
 | 
[Var1] Loading RNAseq data for ATF3...
 |   Loaded 1 feature(s) from 1 cancer(s)
 | 
[Var2] Loading logCNA data for ATF3...
 | 
[Merge] Combining datasets...
 | ✓ Final dataset: 109 samples × 3 features
 | 
[Scenario] Detected: Scenario 1 - 1 continuous vs 1 continuous
 |   Var1: 1 continuous feature(s)
 |   Var2: 1 continuous feature(s)
 |   Plot type: CorPlot
 | 
[Statistics] Running analysis...
 |   Completed: 1 pairwise comparison(s)
 | 
[Visualization] Generating plot...
 |   Plot: CorPlot (4.5 × 4.0 inches)
 | 
✓ Plot saved: /Users/solomon/Projects/CRLM_dormancy/temporary/slcptac/tasks/modal_pair_grid/ATF3/COAD_RNAseq_vs_logCNA/slcptac_output/correlation_COAD_ATF3_RNAseq_vs_ATF3_logCNA.png
 | ========================================

",""
"modal_pair_grid","1","cptac_correlation","ATF3","COAD_Protein_vs_logCNA","skipped","2026-06-16 16:13:30","2026-06-16 16:13:30","0.0177028179168701172","0.00 min (0.0 sec)","","","","","Skipped because local SLCPTAC bulk data has no usable Protein values for ATF3 in COAD.",""
"modal_pair_grid","4","cptac_correlation","ATF3","COAD_Mutation_vs_RNAseq","success","2026-06-16 16:13:30","2026-06-16 16:13:32","1.9295899868011474609","0.03 min (1.9 sec)","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/pdf/004_modal_pair_grid_ATF3_COAD_Mutation_vs_RNAseq.pdf;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/004_modal_pair_grid_ATF3_COAD_Mutation_vs_RNAseq.png;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/004_modal_pair_grid_ATF3_COAD_Mutation_vs_RNAseq_stats.csv;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/004_modal_pair_grid_ATF3_COAD_Mutation_vs_RNAseq_raw_data.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/004_modal_pair_grid_ATF3_COAD_Mutation_vs_RNAseq_package_correlation_COAD_ATF3_Mutation_vs_ATF3_RNAseq.png","","","
========================================
 | CPTAC Correlation Analysis
 | ========================================
 | CPTAC Data Loading
 | ✓ Mutation data validated for 1 cancer type(s): COAD
 | ✓ RNAseq data validated for 1 cancer type(s): COAD
 | 
[Var1] Loading Mutation data for ATF3...
 |   Loaded 1 mutation feature(s)
 | 
[Var2] Loading RNAseq data for ATF3...
 |   Loaded 1 feature(s) from 1 cancer(s)
 | 
[Merge] Combining datasets...
 | ✓ Final dataset: 109 samples × 3 features
 | 
[Scenario] Detected: Scenario 4 - 1 continuous vs 1 categorical
 |   Var1: 1 categorical feature(s)
 |   Var2: 1 continuous feature(s)
 |   Plot type: BoxPlot
 | 
[Statistics] Running analysis...
 |   Completed: 1 pairwise comparison(s)
 | 
[Visualization] Generating plot...
 |   Plot: BoxPlot (3.0 × 4.5 inches)
 | 
✓ Plot saved: /Users/solomon/Projects/CRLM_dormancy/temporary/slcptac/tasks/modal_pair_grid/ATF3/COAD_Mutation_vs_RNAseq/slcptac_output/correlation_COAD_ATF3_Mutation_vs_ATF3_RNAseq.png
 | ========================================

",""
"modal_pair_grid","4","cptac_correlation","ATF3","COAD_Mutation_vs_Protein","skipped","2026-06-16 16:13:30","2026-06-16 16:13:30","0.0402069091796875000","0.00 min (0.0 sec)","","","","","Skipped because local SLCPTAC bulk data has no usable Protein values for ATF3 in COAD.",""
"modal_pair_grid","4","cptac_correlation","ATF3","COAD_Mutation_vs_logCNA","success","2026-06-16 16:13:30","2026-06-16 16:13:32","1.8391029834747314453","0.03 min (1.8 sec)","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/pdf/006_modal_pair_grid_ATF3_COAD_Mutation_vs_logCNA.pdf;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/006_modal_pair_grid_ATF3_COAD_Mutation_vs_logCNA.png;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/006_modal_pair_grid_ATF3_COAD_Mutation_vs_logCNA_stats.csv;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/006_modal_pair_grid_ATF3_COAD_Mutation_vs_logCNA_raw_data.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/006_modal_pair_grid_ATF3_COAD_Mutation_vs_logCNA_package_correlation_COAD_ATF3_Mutation_vs_ATF3_logCNA.png","","","
========================================
 | CPTAC Correlation Analysis
 | ========================================
 | CPTAC Data Loading
 | ✓ Mutation data validated for 1 cancer type(s): COAD
 | ✓ logCNA data validated for 1 cancer type(s): COAD
 | 
[Var1] Loading Mutation data for ATF3...
 |   Loaded 1 mutation feature(s)
 | 
[Var2] Loading logCNA data for ATF3...
 |   Loaded 1 feature(s) from 1 cancer(s)
 | 
[Merge] Combining datasets...
 | ✓ Final dataset: 109 samples × 3 features
 | 
[Scenario] Detected: Scenario 4 - 1 continuous vs 1 categorical
 |   Var1: 1 categorical feature(s)
 |   Var2: 1 continuous feature(s)
 |   Plot type: BoxPlot
 | 
[Statistics] Running analysis...
 |   Completed: 1 pairwise comparison(s)
 | 
[Visualization] Generating plot...
 |   Plot: BoxPlot (3.0 × 4.5 inches)
 | 
✓ Plot saved: /Users/solomon/Projects/CRLM_dormancy/temporary/slcptac/tasks/modal_pair_grid/ATF3/COAD_Mutation_vs_logCNA/slcptac_output/correlation_COAD_ATF3_Mutation_vs_ATF3_logCNA.png
 | ========================================

",""
"modal_pair_grid","4","cptac_correlation","ATF3","COAD_Age_vs_RNAseq","success","2026-06-16 16:13:30","2026-06-16 16:13:32","1.8935980796813964844","0.03 min (1.9 sec)","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/pdf/007_modal_pair_grid_ATF3_COAD_Age_vs_RNAseq.pdf;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/007_modal_pair_grid_ATF3_COAD_Age_vs_RNAseq.png;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/007_modal_pair_grid_ATF3_COAD_Age_vs_RNAseq_stats.csv;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/007_modal_pair_grid_ATF3_COAD_Age_vs_RNAseq_raw_data.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/007_modal_pair_grid_ATF3_COAD_Age_vs_RNAseq_package_correlation_COAD_Age_Clinical_vs_ATF3_RNAseq.png","","","
========================================
 | CPTAC Correlation Analysis
 | ========================================
 | CPTAC Data Loading
 | ✓ Clinical data validated for 1 cancer type(s): COAD
 | ✓ RNAseq data validated for 1 cancer type(s): COAD
 | 
[Var1] Loading Clinical data for Age...
 |   Available clinical variables: age, bmi, gender, tumor_stage
 |   Loaded 1 clinical feature(s)
 | 
[Var2] Loading RNAseq data for ATF3...
 |   Loaded 1 feature(s) from 1 cancer(s)
 | 
[Merge] Combining datasets...
 | ✓ Final dataset: 109 samples × 3 features
 | 
[Scenario] Detected: Scenario 4 - 1 continuous vs 1 categorical
 |   Var1: 1 categorical feature(s)
 |   Var2: 1 continuous feature(s)
 |   Plot type: BoxPlot
 | 
[Statistics] Running analysis...
 |   Completed: 1 pairwise comparison(s)
 | 
[Visualization] Generating plot...
 |   Plot: BoxPlot (3.0 × 4.5 inches)
 | 
✓ Plot saved: /Users/solomon/Projects/CRLM_dormancy/temporary/slcptac/tasks/modal_pair_grid/ATF3/COAD_Age_vs_RNAseq/slcptac_output/correlation_COAD_Age_Clinical_vs_ATF3_RNAseq.png
 | ========================================

",""
"modal_pair_grid","4","cptac_correlation","ATF3","COAD_Age_vs_Protein","skipped","2026-06-16 16:13:30","2026-06-16 16:13:30","0.0551230907440185547","0.00 min (0.1 sec)","","","","","Skipped because local SLCPTAC bulk data has no usable Protein values for ATF3 in COAD.",""
"modal_pair_grid","4","cptac_correlation","ATF3","COAD_Age_vs_logCNA","success","2026-06-16 16:13:30","2026-06-16 16:13:32","1.7146308422088623047","0.03 min (1.7 sec)","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/pdf/009_modal_pair_grid_ATF3_COAD_Age_vs_logCNA.pdf;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/009_modal_pair_grid_ATF3_COAD_Age_vs_logCNA.png;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/009_modal_pair_grid_ATF3_COAD_Age_vs_logCNA_stats.csv;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/009_modal_pair_grid_ATF3_COAD_Age_vs_logCNA_raw_data.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/009_modal_pair_grid_ATF3_COAD_Age_vs_logCNA_package_correlation_COAD_Age_Clinical_vs_ATF3_logCNA.png","","","
========================================
 | CPTAC Correlation Analysis
 | ========================================
 | CPTAC Data Loading
 | ✓ Clinical data validated for 1 cancer type(s): COAD
 | ✓ logCNA data validated for 1 cancer type(s): COAD
 | 
[Var1] Loading Clinical data for Age...
 |   Available clinical variables: age, bmi, gender, tumor_stage
 |   Loaded 1 clinical feature(s)
 | 
[Var2] Loading logCNA data for ATF3...
 |   Loaded 1 feature(s) from 1 cancer(s)
 | 
[Merge] Combining datasets...
 | ✓ Final dataset: 109 samples × 3 features
 | 
[Scenario] Detected: Scenario 4 - 1 continuous vs 1 categorical
 |   Var1: 1 categorical feature(s)
 |   Var2: 1 continuous feature(s)
 |   Plot type: BoxPlot
 | 
[Statistics] Running analysis...
 |   Completed: 1 pairwise comparison(s)
 | 
[Visualization] Generating plot...
 |   Plot: BoxPlot (3.0 × 4.5 inches)
 | 
✓ Plot saved: /Users/solomon/Projects/CRLM_dormancy/temporary/slcptac/tasks/modal_pair_grid/ATF3/COAD_Age_vs_logCNA/slcptac_output/correlation_COAD_Age_Clinical_vs_ATF3_logCNA.png
 | ========================================

",""
"modal_pair_grid","4","cptac_correlation","ATF3","COAD_Tumor_Stage_vs_RNAseq","success","2026-06-16 16:13:30","2026-06-16 16:13:32","1.9741089344024658203","0.03 min (2.0 sec)","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/pdf/010_modal_pair_grid_ATF3_COAD_Tumor_Stage_vs_RNAseq.pdf;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/010_modal_pair_grid_ATF3_COAD_Tumor_Stage_vs_RNAseq.png;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/010_modal_pair_grid_ATF3_COAD_Tumor_Stage_vs_RNAseq_stats.csv;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/010_modal_pair_grid_ATF3_COAD_Tumor_Stage_vs_RNAseq_raw_data.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/010_modal_pair_grid_ATF3_COAD_Tumor_Stage_vs_RNAseq_package_correlation_COAD_Tumor_Stage_Clinical_vs_ATF3_RNAseq.png","","","
========================================
 | CPTAC Correlation Analysis
 | ========================================
 | CPTAC Data Loading
 | ✓ Clinical data validated for 1 cancer type(s): COAD
 | ✓ RNAseq data validated for 1 cancer type(s): COAD
 | 
[Var1] Loading Clinical data for Tumor_Stage...
 |   Available clinical variables: age, bmi, gender, tumor_stage
 |   Loaded 1 clinical feature(s)
 | 
[Var2] Loading RNAseq data for ATF3...
 |   Loaded 1 feature(s) from 1 cancer(s)
 | 
[Merge] Combining datasets...
 | ✓ Final dataset: 109 samples × 3 features
 | 
[Scenario] Detected: Scenario 4 - 1 continuous vs 1 categorical
 |   Var1: 1 categorical feature(s)
 |   Var2: 1 continuous feature(s)
 |   Plot type: BoxPlot
 | 
[Statistics] Running analysis...
 |   Completed: 1 pairwise comparison(s)
 | 
[Visualization] Generating plot...
 |   Plot: BoxPlot (3.7 × 4.5 inches)
 | 
✓ Plot saved: /Users/solomon/Projects/CRLM_dormancy/temporary/slcptac/tasks/modal_pair_grid/ATF3/COAD_Tumor_Stage_vs_RNAseq/slcptac_output/correlation_COAD_Tumor_Stage_Clinical_vs_ATF3_RNAseq.png
 | ========================================

",""
