"Analysis","Scenario_ID","Function","Target","Context","Status","Start_Time","End_Time","Runtime_Seconds","Runtime","Output_Files","Generated_Files","Cache_File","Warning","Message","Error"
"modal_pair_grid","4","cptac_correlation","ATF3","COAD_Tumor_Stage_vs_Protein","skipped","2026-06-16 16:13:30","2026-06-16 16:13:30","0.0170829296112060547","0.00 min (0.0 sec)","","","","","Skipped because local SLCPTAC bulk data has no usable Protein values for ATF3 in COAD.",""
"modal_pair_grid","4","cptac_correlation","ATF3","COAD_Tumor_Stage_vs_logCNA","success","2026-06-16 16:13:30","2026-06-16 16:13:32","1.9951670169830322266","0.03 min (2.0 sec)","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/pdf/012_modal_pair_grid_ATF3_COAD_Tumor_Stage_vs_logCNA.pdf;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/012_modal_pair_grid_ATF3_COAD_Tumor_Stage_vs_logCNA.png;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/012_modal_pair_grid_ATF3_COAD_Tumor_Stage_vs_logCNA_stats.csv;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/012_modal_pair_grid_ATF3_COAD_Tumor_Stage_vs_logCNA_raw_data.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/012_modal_pair_grid_ATF3_COAD_Tumor_Stage_vs_logCNA_package_correlation_COAD_Tumor_Stage_Clinical_vs_ATF3_logCNA.png","","","
========================================
 | CPTAC Correlation Analysis
 | ========================================
 | CPTAC Data Loading
 | ✓ Clinical data validated for 1 cancer type(s): COAD
 | ✓ logCNA data validated for 1 cancer type(s): COAD
 | 
[Var1] Loading Clinical data for Tumor_Stage...
 |   Available clinical variables: age, bmi, gender, tumor_stage
 |   Loaded 1 clinical feature(s)
 | 
[Var2] Loading logCNA data for ATF3...
 |   Loaded 1 feature(s) from 1 cancer(s)
 | 
[Merge] Combining datasets...
 | ✓ Final dataset: 109 samples × 3 features
 | 
[Scenario] Detected: Scenario 4 - 1 continuous vs 1 categorical
 |   Var1: 1 categorical feature(s)
 |   Var2: 1 continuous feature(s)
 |   Plot type: BoxPlot
 | 
[Statistics] Running analysis...
 |   Completed: 1 pairwise comparison(s)
 | 
[Visualization] Generating plot...
 |   Plot: BoxPlot (3.7 × 4.5 inches)
 | 
✓ Plot saved: /Users/solomon/Projects/CRLM_dormancy/temporary/slcptac/tasks/modal_pair_grid/ATF3/COAD_Tumor_Stage_vs_logCNA/slcptac_output/correlation_COAD_Tumor_Stage_Clinical_vs_ATF3_logCNA.png
 | ========================================

",""
"modal_pair_grid","4","cptac_correlation","ATF3","COAD_Gender_vs_RNAseq","success","2026-06-16 16:13:30","2026-06-16 16:13:32","1.7955338954925537109","0.03 min (1.8 sec)","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/pdf/013_modal_pair_grid_ATF3_COAD_Gender_vs_RNAseq.pdf;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/013_modal_pair_grid_ATF3_COAD_Gender_vs_RNAseq.png;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/013_modal_pair_grid_ATF3_COAD_Gender_vs_RNAseq_stats.csv;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/013_modal_pair_grid_ATF3_COAD_Gender_vs_RNAseq_raw_data.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/013_modal_pair_grid_ATF3_COAD_Gender_vs_RNAseq_package_correlation_COAD_Gender_Clinical_vs_ATF3_RNAseq.png","","","
========================================
 | CPTAC Correlation Analysis
 | ========================================
 | CPTAC Data Loading
 | ✓ Clinical data validated for 1 cancer type(s): COAD
 | ✓ RNAseq data validated for 1 cancer type(s): COAD
 | 
[Var1] Loading Clinical data for Gender...
 |   Available clinical variables: age, bmi, gender, tumor_stage
 |   Loaded 1 clinical feature(s)
 | 
[Var2] Loading RNAseq data for ATF3...
 |   Loaded 1 feature(s) from 1 cancer(s)
 | 
[Merge] Combining datasets...
 | ✓ Final dataset: 109 samples × 3 features
 | 
[Scenario] Detected: Scenario 4 - 1 continuous vs 1 categorical
 |   Var1: 1 categorical feature(s)
 |   Var2: 1 continuous feature(s)
 |   Plot type: BoxPlot
 | 
[Statistics] Running analysis...
 |   Completed: 1 pairwise comparison(s)
 | 
[Visualization] Generating plot...
 |   Plot: BoxPlot (3.0 × 4.5 inches)
 | 
✓ Plot saved: /Users/solomon/Projects/CRLM_dormancy/temporary/slcptac/tasks/modal_pair_grid/ATF3/COAD_Gender_vs_RNAseq/slcptac_output/correlation_COAD_Gender_Clinical_vs_ATF3_RNAseq.png
 | ========================================

",""
"modal_pair_grid","4","cptac_correlation","ATF3","COAD_Gender_vs_Protein","skipped","2026-06-16 16:13:30","2026-06-16 16:13:30","0.0119991302490234375","0.00 min (0.0 sec)","","","","","Skipped because local SLCPTAC bulk data has no usable Protein values for ATF3 in COAD.",""
"modal_pair_grid","4","cptac_correlation","ATF3","COAD_Gender_vs_logCNA","success","2026-06-16 16:13:30","2026-06-16 16:13:32","1.8755040168762207031","0.03 min (1.9 sec)","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/pdf/015_modal_pair_grid_ATF3_COAD_Gender_vs_logCNA.pdf;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/015_modal_pair_grid_ATF3_COAD_Gender_vs_logCNA.png;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/015_modal_pair_grid_ATF3_COAD_Gender_vs_logCNA_stats.csv;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/015_modal_pair_grid_ATF3_COAD_Gender_vs_logCNA_raw_data.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/015_modal_pair_grid_ATF3_COAD_Gender_vs_logCNA_package_correlation_COAD_Gender_Clinical_vs_ATF3_logCNA.png","","","
========================================
 | CPTAC Correlation Analysis
 | ========================================
 | CPTAC Data Loading
 | ✓ Clinical data validated for 1 cancer type(s): COAD
 | ✓ logCNA data validated for 1 cancer type(s): COAD
 | 
[Var1] Loading Clinical data for Gender...
 |   Available clinical variables: age, bmi, gender, tumor_stage
 |   Loaded 1 clinical feature(s)
 | 
[Var2] Loading logCNA data for ATF3...
 |   Loaded 1 feature(s) from 1 cancer(s)
 | 
[Merge] Combining datasets...
 | ✓ Final dataset: 109 samples × 3 features
 | 
[Scenario] Detected: Scenario 4 - 1 continuous vs 1 categorical
 |   Var1: 1 categorical feature(s)
 |   Var2: 1 continuous feature(s)
 |   Plot type: BoxPlot
 | 
[Statistics] Running analysis...
 |   Completed: 1 pairwise comparison(s)
 | 
[Visualization] Generating plot...
 |   Plot: BoxPlot (3.0 × 4.5 inches)
 | 
✓ Plot saved: /Users/solomon/Projects/CRLM_dormancy/temporary/slcptac/tasks/modal_pair_grid/ATF3/COAD_Gender_vs_logCNA/slcptac_output/correlation_COAD_Gender_Clinical_vs_ATF3_logCNA.png
 | ========================================

",""
"modal_pair_grid","4","cptac_correlation","ATF3","COAD_BMI_vs_RNAseq","skipped","2026-06-16 16:13:30","2026-06-16 16:13:30","0.0193340778350830078","0.00 min (0.0 sec)","","","","","Skipped because local SLCPTAC bulk data has no usable Clinical values for BMI in COAD.",""
"modal_pair_grid","4","cptac_correlation","ATF3","COAD_BMI_vs_Protein","skipped","2026-06-16 16:13:30","2026-06-16 16:13:30","0.0007998943328857422","0.00 min (0.0 sec)","","","","","Skipped because local SLCPTAC bulk data has no usable Clinical values for BMI in COAD.",""
"modal_pair_grid","4","cptac_correlation","ATF3","COAD_BMI_vs_logCNA","skipped","2026-06-16 16:13:30","2026-06-16 16:13:30","0.0007979869842529297","0.00 min (0.0 sec)","","","","","Skipped because local SLCPTAC bulk data has no usable Clinical values for BMI in COAD.",""
"scenario01","1","cptac_correlation","ATF3","COAD","success","2026-06-16 16:13:30","2026-06-16 16:13:32","2.0092170238494873047","0.03 min (2.0 sec)","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/pdf/019_scenario01_ATF3_COAD.pdf;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/019_scenario01_ATF3_COAD.png;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/019_scenario01_ATF3_COAD_stats.csv;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/019_scenario01_ATF3_COAD_raw_data.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/019_scenario01_ATF3_COAD_package_correlation_COAD_ATF3_RNAseq_vs_ATF3_logCNA.png","","","
========================================
 | CPTAC Correlation Analysis
 | ========================================
 | CPTAC Data Loading
 | ✓ RNAseq data validated for 1 cancer type(s): COAD
 | ✓ logCNA data validated for 1 cancer type(s): COAD
 | 
[Var1] Loading RNAseq data for ATF3...
 |   Loaded 1 feature(s) from 1 cancer(s)
 | 
[Var2] Loading logCNA data for ATF3...
 | 
[Merge] Combining datasets...
 | ✓ Final dataset: 109 samples × 3 features
 | 
[Scenario] Detected: Scenario 1 - 1 continuous vs 1 continuous
 |   Var1: 1 continuous feature(s)
 |   Var2: 1 continuous feature(s)
 |   Plot type: CorPlot
 | 
[Statistics] Running analysis...
 |   Completed: 1 pairwise comparison(s)
 | 
[Visualization] Generating plot...
 |   Plot: CorPlot (4.5 × 4.0 inches)
 | 
✓ Plot saved: /Users/solomon/Projects/CRLM_dormancy/temporary/slcptac/tasks/scenario01/ATF3/COAD/slcptac_output/correlation_COAD_ATF3_RNAseq_vs_ATF3_logCNA.png
 | ========================================

",""
"scenario01","1","cptac_correlation","ATF3","pan_cancer_RNAseq_vs_KRAS_RNAseq","success","2026-06-16 16:13:32","2026-06-16 16:13:33","1.7814600467681884766","0.03 min (1.8 sec)","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/pdf/020_scenario01_ATF3_pan_cancer_RNAseq_vs_KRAS_RNAseq.pdf;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/020_scenario01_ATF3_pan_cancer_RNAseq_vs_KRAS_RNAseq.png;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/020_scenario01_ATF3_pan_cancer_RNAseq_vs_KRAS_RNAseq_stats.csv;/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/tables/SLCPTAC/020_scenario01_ATF3_pan_cancer_RNAseq_vs_KRAS_RNAseq_raw_data.csv","/Users/solomon/Projects/CRLM_dormancy/results/quickanalysis/cptac/plots/SLCPTAC/png/020_scenario01_ATF3_pan_cancer_RNAseq_vs_KRAS_RNAseq_package_correlation_BRCA-CCRCC-COAD-GBM-HNSCC-LUAD-LUSC-OV-PDAC-UCEC_ATF3_RNAseq_vs_KRAS_RNAseq.png","","NaNs produced","
========================================
 | CPTAC Correlation Analysis
 | ========================================
 | CPTAC Data Loading
 | ✓ RNAseq data validated for 10 cancer type(s): BRCA, CCRCC, COAD, GBM, HNSCC, LUAD, LUSC, OV, PDAC, UCEC
 | 
[Var1] Loading RNAseq data for ATF3...
 |   Loaded 10 feature(s) from 10 cancer(s)
 | 
[Var2] Loading RNAseq data for KRAS...
 | 
[Merge] Combining datasets...
 | ✓ Final dataset: 1042 samples × 21 features
 | 
[Scenario] Detected: Scenario 1 - 1 continuous vs 1 continuous
 |   Var1: 10 feature(s) from 1 gene(s) across multiple cancers
 |   Var2: 10 feature(s) from 1 gene(s) across multiple cancers
 |   Plot type: LollipopPlot
 | 
[Statistics] Running analysis...
 |   Completed: 100 pairwise comparison(s)
 | 
[Visualization] Generating plot...
 |   Plot: LollipopPlot (6.0 × 5.0 inches)
 | 
✓ Plot saved: /Users/solomon/Projects/CRLM_dormancy/temporary/slcptac/tasks/scenario01/ATF3/pan_cancer_RNAseq_vs_KRAS_RNAseq/slcptac_output/correlation_BRCA-CCRCC-COAD-GBM-HNSCC-LUAD-LUSC-OV-PDAC-UCEC_ATF3_RNAseq_vs_KRAS_RNAseq.png
 | ========================================

",""
