"logFC","AveExpr","t","pvalue","p_adjusted","B","gene","var_name"
"-0.13714265235066847026","25.98246849726900","-1.0685814164375333490","0.287862784977407915043557","0.554427575631418423363","-5.58770143854792600","A1BG","TP53 (Mutation, COAD)"
"-0.22869754015179566409","28.18025324198026","-2.0478439430522246134","0.043229087811021298104475","0.189250531700496354981","-4.15760227276208738","A2M","TP53 (Mutation, COAD)"
"-0.01867089470078298064","24.20542925967780","-0.3778375057523397640","0.706361998374183563953466","0.874482479764720710413","-6.06584581063959138","AAAS","TP53 (Mutation, COAD)"
"0.03268822970806795070","23.81247915405494","0.4355473312662903607","0.664115461663256523294763","0.845300668239265973192","-6.04326857208073065","AACS","TP53 (Mutation, COAD)"
"-0.02314358074486833061","23.63288276416518","-0.3377526889309765412","0.736266288767219556632426","0.890577778029207789423","-6.07964783900430294","AAGAB","TP53 (Mutation, COAD)"
"-0.06981785606761903296","22.97811305219108","-1.4641731405338609395","0.146321948453762534780864","0.384586259792005336067","-5.11320037988853482","AAK1","TP53 (Mutation, COAD)"
"0.05978811022921703966","24.73951934441171","0.7157394155098145694","0.475840809796784336427322","0.718102707326211397998","-5.88841644612435910","AAMDC","TP53 (Mutation, COAD)"
"-0.12005176868840550242","23.92552039914710","-2.0529567463443401110","0.042720429487075904650961","0.187847063710466721798","-4.14793140626967194","AAMP","TP53 (Mutation, COAD)"
"0.16916779299202389097","23.15765426689675","2.9392226385961106594","0.004096798286046809955963","0.047988692167196915495","-2.15203969108606152","AAR2","TP53 (Mutation, COAD)"
"0.04074537337368866474","26.73859506501251","0.7570258632103890051","0.450836333572572356409580","0.701915156809336027166","-5.85928643227111579","AARS1","TP53 (Mutation, COAD)"
"0.11965887936462493712","24.68778844979802","2.4908329669761766212","0.014411918049814244000006","0.103116852245308351921","-3.23948498231173909","AARS2","TP53 (Mutation, COAD)"
"0.00280608717362440530","25.62577394238626","0.0496592057814889964","0.960494240536667653884706","0.986497127636191240008","-6.13339151564494056","AASDHPPT","TP53 (Mutation, COAD)"
"-0.05183160312732226771","22.63215904740073","-0.6928946197485139624","0.490001575612115880531405","0.728453132152398263877","-5.90384047495292030","AASS","TP53 (Mutation, COAD)"
"0.10652517436468755818","22.93785070940632","1.5557837065548842936","0.122957808986686650820630","0.348931309366666941862","-4.98304729442976768","AATF","TP53 (Mutation, COAD)"
"0.61059866190927536422","23.59316471672603","4.0130059040274668192","0.000116759128074804828567","0.006802609199977318818","1.02746026969897830","ABAT","TP53 (Mutation, COAD)"
"0.07327948186708610478","21.97455696376356","0.6341280072079957808","0.527463094726470571593779","0.754355460429966928615","-5.94124064266294738","ABCA8","TP53 (Mutation, COAD)"
"0.24038742298291282395","22.51756101091606","1.6458803760531706128","0.102966734841053411675382","0.313577598202934293425","-4.84773943316967681","ABCB1","TP53 (Mutation, COAD)"
"-0.04383138865595981315","23.04997409151621","-0.7031826097879311233","0.483596041150204158931558","0.724188518403493630693","-5.89695564652395809","ABCB10","TP53 (Mutation, COAD)"
"0.28064979742642748306","24.07394377956316","4.0433543848452506708","0.000104518001180705697828","0.006474824022511059540","1.12788501593133450","ABCB7","TP53 (Mutation, COAD)"
"0.03967704493951984546","23.30997804607425","0.7395150298568230474","0.461348171121025441010488","0.708897315374034109325","-5.87183851783618849","ABCC1","TP53 (Mutation, COAD)"
"0.00483810152106300961","23.57559580785801","0.0499173058464058572","0.960289084023451033900187","0.986497127636191240008","-6.13337913274190427","ABCC3","TP53 (Mutation, COAD)"
"0.03979341000631464453","25.39600575638240","0.5854802643385816907","0.559560064769849319077366","0.774897271359265005231","-5.96971553708449232","ABCD3","TP53 (Mutation, COAD)"
"0.00089762616022426300","26.30887373794273","0.0169979236230570346","0.986472558392316400954769","0.994452533304458041741","-6.13444048391614150","ABCE1","TP53 (Mutation, COAD)"
"0.06018703737921526908","25.08523317754637","1.4957474168131046355","0.137907685100651072884759","0.372171085372903387434","-5.06919216984935339","ABCF1","TP53 (Mutation, COAD)"
"0.02126471870667501207","23.72116466537841","0.5819789754667232806","0.561906764181195894636289","0.776389526793555218021","-5.97167796652168814","ABCF3","TP53 (Mutation, COAD)"
"0.10053285845066284310","25.65836203320085","1.5187342835213624159","0.132023682130788522215425","0.363194997385092199771","-5.03659001244531535","ABHD10","TP53 (Mutation, COAD)"
"0.27806164400057298280","26.58850370099671","2.8223706334528713136","0.005764634756556771474911","0.059144910898509095443","-2.45012690948309420","ABHD11","TP53 (Mutation, COAD)"
"0.09869888653169667236","24.96841570096623","1.4590182909406288481","0.147732772676968354685911","0.387144086611188709135","-5.12030004552387652","ABHD12","TP53 (Mutation, COAD)"
"0.04063378691633090511","26.27870986123901","0.4873098818460827597","0.627118469418132873371974","0.820973049028692503093","-6.02030403018075511","ABHD14B","TP53 (Mutation, COAD)"
"0.08773242260646796353","24.19338281233304","1.8663541966664638494","0.064958368996233445402666","0.239294390812872431740","-4.48649407927379595","ABHD16A","TP53 (Mutation, COAD)"
"0.04687051119963570045","25.25197834700673","1.1392167186037189808","0.257367923489324468278028","0.520263782551323439307","-5.51352037290406560","ABI1","TP53 (Mutation, COAD)"
"-0.14462278944125017688","25.04149736556174","-2.5752443802239861625","0.011499079555501862115463","0.090622375756241727029","-3.04658729477285339","ABI3","TP53 (Mutation, COAD)"
"0.02953905325919237157","23.49332061053776","0.2324476899054536416","0.816671244662942830139229","0.927329250900334578489","-6.10855323688482876","ABI3BP","TP53 (Mutation, COAD)"
"-0.09531175582456796747","26.24838425186549","-1.4796502201052776915","0.142148893400814574361490","0.378085154512818710781","-5.09174042325252252","ABLIM1","TP53 (Mutation, COAD)"
"-0.12994012315716574335","24.52686949928463","-2.8377750895278115451","0.005513850304548015973660","0.057536851578801687102","-2.41141128825233064","ABR","TP53 (Mutation, COAD)"
"0.22206976952941204217","26.38642105892660","1.4048740246506836726","0.163195731525954956797619","0.406847391038004324582","-5.19342360429837324","ABRACL","TP53 (Mutation, COAD)"
"0.00671648231896426751","24.36376578549919","0.1936806143960618509","0.846823693457498083425605","0.940859571872437516760","-6.11650899953383842","ABRAXAS2","TP53 (Mutation, COAD)"
"0.14195453813898950557","26.03270981535878","1.9189023731547689700","0.057883324635929871149198","0.221659617189546770399","-4.39416366631143518","ACAA1","TP53 (Mutation, COAD)"
"0.01364689122588202963","27.86701683299436","0.1375840836372975440","0.890849197759714273026077","0.959889029906658142188","-6.12545997248290597","ACAA2","TP53 (Mutation, COAD)"
"0.08704736696218162706","23.26746902229348","1.5401419947217735995","0.126723213570405945915809","0.356018029399292001980","-5.00580191057381541","ACACA","TP53 (Mutation, COAD)"
"0.18127278583115469246","23.41255188869692","2.6045540902481580936","0.010619131745157342483488","0.088174184981915301740","-2.97830234794261006","ACAD10","TP53 (Mutation, COAD)"
"0.14004176222755049253","23.63246419314729","1.9128391340815416033","0.058664996540080456555177","0.223603187747004494845","-4.40493829488727151","ACAD8","TP53 (Mutation, COAD)"
"0.16908277421819661868","25.64683828754142","3.1165200836940400997","0.002396556435634838305715","0.035373733471518661875","-1.68070153368227349","ACAD9","TP53 (Mutation, COAD)"
"-0.10752338992152843389","26.03292693722286","-1.2759692316194992667","0.204958599868861224280181","0.460954376452229142025","-5.35681121128934468","ACADM","TP53 (Mutation, COAD)"
"-0.02730467030270133932","26.07805432655380","-0.3077466057161355462","0.758923108409340074764771","0.902560349756425850387","-6.08896994599218555","ACADS","TP53 (Mutation, COAD)"
"0.04253496915850973892","25.09725132824887","0.5569421679872783582","0.578826680276234517563694","0.787397957997916120298","-5.98537011863961421","ACADSB","TP53 (Mutation, COAD)"
"-0.05811476533215653717","27.08715981570389","-0.8033578703597065163","0.423696852515801691829722","0.677195426587960058740","-5.82467593729396338","ACADVL","TP53 (Mutation, COAD)"
