"x","gene","r","pvalue","p_adjusted","var_name"
"var","A1BG","0.26097787478295769725","0.010222059062574180565708","0.06596342811236918791","CEBPB (RNAseq, COAD)"
"var","A2M","0.07865444942190467914","0.446215746157322734610773","0.65245887711202188441","CEBPB (RNAseq, COAD)"
"var","AAAS","-0.15398103314646552353","0.134163053431625017841711","0.31919979751792554312","CEBPB (RNAseq, COAD)"
"var","AACS","-0.07260894261498146429","0.482037715701786217969982","0.68112170439711205994","CEBPB (RNAseq, COAD)"
"var","AAGAB","-0.31433595326353991339","0.001814867651931645993121","0.02612341849574551650","CEBPB (RNAseq, COAD)"
"var","AAK1","0.18117188207297221791","0.077310123923347240371129","0.22619013217531544480","CEBPB (RNAseq, COAD)"
"var","AAMDC","0.07377430765849775363","0.475015048127603534133812","0.67618488817233612931","CEBPB (RNAseq, COAD)"
"var","AAMP","-0.20027949620675283837","0.050406711324796085738065","0.17384809388551938913","CEBPB (RNAseq, COAD)"
"var","AAR2","0.31706727396210010461","0.001646453042090931196892","0.02486863035783623901","CEBPB (RNAseq, COAD)"
"var","AARS1","0.02337298950917271814","0.821171420861217971065571","0.90692168806441908480","CEBPB (RNAseq, COAD)"
"var","AARS2","0.14113666204330380105","0.170183932336843563026818","0.37115871874176137313","CEBPB (RNAseq, COAD)"
"var","AASDHPPT","0.08694163162140554346","0.399626652242201285680778","0.61079726298355185854","CEBPB (RNAseq, COAD)"
"var","AASS","0.11743429568679310260","0.254498096056616218696433","0.46912003092319387587","CEBPB (RNAseq, COAD)"
"var","AATF","0.05378278681243805343","0.602760058153120059643015","0.77634662089675265939","CEBPB (RNAseq, COAD)"
"var","ABAT","0.21937085208587153717","0.031756532921403061997534","0.12899852240625714339","CEBPB (RNAseq, COAD)"
"var","ABCA8","0.21719302540844948046","0.033535250996511604959505","0.13321551816309074034","CEBPB (RNAseq, COAD)"
"var","ABCB1","0.09324543252843853214","0.366198099775862040416996","0.58206349473954821505","CEBPB (RNAseq, COAD)"
"var","ABCB10","0.02763508914279974582","0.789260059046593132059400","0.89309565987838768208","CEBPB (RNAseq, COAD)"
"var","ABCB7","0.01512114545524244867","0.883744615511072639790768","0.94292806800119177701","CEBPB (RNAseq, COAD)"
"var","ABCC1","0.13188115078033876837","0.200249181834002643043391","0.40959232868068595756","CEBPB (RNAseq, COAD)"
"var","ABCC3","-0.38251835960014102245","0.000119987680967822049594","0.00587219710656521066","CEBPB (RNAseq, COAD)"
"var","ABCD3","-0.24582256690419754253","0.015770799308969973145933","0.08426014390622167671","CEBPB (RNAseq, COAD)"
"var","ABCE1","-0.14651850176928618574","0.154308455552079865080728","0.34859916376634708657","CEBPB (RNAseq, COAD)"
"var","ABCF1","0.11898145349267763571","0.248249711204631656746855","0.46157514091828055758","CEBPB (RNAseq, COAD)"
"var","ABCF3","-0.18314461001223544812","0.074086863909412450923675","0.22054812163787379520","CEBPB (RNAseq, COAD)"
"var","ABHD10","-0.10079817531206655690","0.328484686002708747842860","0.54294480430696512308","CEBPB (RNAseq, COAD)"
"var","ABHD11","-0.15583730571636864037","0.129477575245500464706794","0.31138243403021093059","CEBPB (RNAseq, COAD)"
"var","ABHD12","0.05314281672299559639","0.607088435697455741646422","0.77940472305964014765","CEBPB (RNAseq, COAD)"
"var","ABHD14B","0.01345196121858540338","0.896502267375724137821180","0.94959851446687404408","CEBPB (RNAseq, COAD)"
"var","ABHD16A","-0.06178514832521363881","0.549833207719012895253741","0.73441149524477322696","CEBPB (RNAseq, COAD)"
"var","ABI1","-0.26360009296644182353","0.009459699182000142619886","0.06290185841944116729","CEBPB (RNAseq, COAD)"
"var","ABI3","0.14386110186569125990","0.162003069206485411646312","0.35907745502560672879","CEBPB (RNAseq, COAD)"
"var","ABI3BP","0.17266290696737743304","0.092521767924295797436152","0.25310314825125973526","CEBPB (RNAseq, COAD)"
"var","ABLIM1","-0.43477557302144881346","0.000009583971667670048678","0.00151220029017091312","CEBPB (RNAseq, COAD)"
"var","ABR","-0.27447003724786456225","0.006805830736735386798930","0.05230184294361615860","CEBPB (RNAseq, COAD)"
"var","ABRACL","-0.02440643404314361831","0.813404843903090979395643","0.90462688043153782758","CEBPB (RNAseq, COAD)"
"var","ABRAXAS2","-0.00353629539969595999","0.972721892405846721985085","0.98909223798757828217","CEBPB (RNAseq, COAD)"
"var","ACAA1","-0.13291710619162666607","0.196706041003582327020283","0.40664972055343662216","CEBPB (RNAseq, COAD)"
"var","ACAA2","-0.06310688345058769466","0.541313264777943392580539","0.72662483951712253383","CEBPB (RNAseq, COAD)"
"var","ACACA","0.05229111941003629360","0.612869887089047216122140","0.78367040754907280053","CEBPB (RNAseq, COAD)"
"var","ACAD10","0.11822839742474865188","0.251277701618419058160470","0.46546293403502758679","CEBPB (RNAseq, COAD)"
"var","ACAD8","-0.08244541831584052682","0.424536370020408559966540","0.63324626482166401775","CEBPB (RNAseq, COAD)"
"var","ACAD9","0.06132870374284547094","0.552790491442923581644209","0.73635184135048126208","CEBPB (RNAseq, COAD)"
"var","ACADM","-0.18399466100674016777","0.072731696568647696832244","0.21898317343013590230","CEBPB (RNAseq, COAD)"
"var","ACADS","-0.12075187806512742428","0.241230177419183067222264","0.45424412785282108906","CEBPB (RNAseq, COAD)"
"var","ACADSB","-0.19574381852621061673","0.055966073891820448948931","0.18544208911751475233","CEBPB (RNAseq, COAD)"
"var","ACADVL","-0.24076396671791974735","0.018129347084319617777748","0.09131074709880970808","CEBPB (RNAseq, COAD)"
"var","ACAP2","0.15060452902231075134","0.143015016388098992194955","0.33187078719931550896","CEBPB (RNAseq, COAD)"
"var","ACAT1","-0.01497198021286812869","0.884883535365095230673660","0.94328469224063948850","CEBPB (RNAseq, COAD)"
"var","ACAT2","-0.09699879216406460947","0.347135548520022041429911","0.56322321583989276572","CEBPB (RNAseq, COAD)"
"var","ACBD3","-0.41657884256149030344","0.000024243680338166955385","0.00242139941989773623","CEBPB (RNAseq, COAD)"
"var","ACBD5","-0.19970759748577424086","0.051081550197428236825825","0.17543375906400968112","CEBPB (RNAseq, COAD)"
"var","ACIN1","-0.26931523794299516705","0.007968794967338724277717","0.05676751465815970538","CEBPB (RNAseq, COAD)"
"var","ACLY","0.01049542892062028596","0.919161899738475618448774","0.96242583169022233314","CEBPB (RNAseq, COAD)"
"var","ACO1","-0.10825144488483369465","0.293792571234289701109788","0.51004641490621283051","CEBPB (RNAseq, COAD)"
"var","ACO2","-0.14699060336114133651","0.152970537136463080596371","0.34707362482422365879","CEBPB (RNAseq, COAD)"
"var","ACOT11","-0.10611003817355364742","0.303502673968768232892756","0.52080718317081053925","CEBPB (RNAseq, COAD)"
"var","ACOT13","-0.18536769018628260208","0.070585013907116828102417","0.21453757055447245095","CEBPB (RNAseq, COAD)"
"var","ACOT7","-0.04262965217997943118","0.680046487457087511785403","0.82789739045148913466","CEBPB (RNAseq, COAD)"
"var","ACOT8","0.27539562726991539954","0.006613701910463857559785","0.05151270263207236022","CEBPB (RNAseq, COAD)"
"var","ACOT9","0.15844947116744148574","0.123097220178300395532212","0.30191067146581357372","CEBPB (RNAseq, COAD)"
"var","ACOX1","-0.07311726138590844692","0.478967697661777047635212","0.67943997459615557144","CEBPB (RNAseq, COAD)"
"var","ACOX3","0.11249218003194801085","0.275174539652704386316628","0.49062188044691323885","CEBPB (RNAseq, COAD)"
"var","ACP1","0.07976421884181167377","0.439805946083390075784791","0.64636945949913238163","CEBPB (RNAseq, COAD)"
"var","ACP2","0.10833175591418060801","0.293432439381772824926742","0.50985369789774703797","CEBPB (RNAseq, COAD)"
"var","ACP6","-0.20120631032702698815","0.049328693062650565137606","0.17158111147733606794","CEBPB (RNAseq, COAD)"
"var","ACSF2","0.03463315514251082139","0.737632899630342286911855","0.86438323113639636830","CEBPB (RNAseq, COAD)"
"var","ACSF3","0.12442365809185378100","0.227113331222116160423852","0.43949887030487799766","CEBPB (RNAseq, COAD)"
"var","ACSL1","0.28581687006264960837","0.004759465911473511300078","0.04197991531314985286","CEBPB (RNAseq, COAD)"
"var","ACSL3","0.00655957007163592096","0.949424767475277597839067","0.98006429277030349123","CEBPB (RNAseq, COAD)"
"var","ACSL4","0.21640903451960266657","0.034195763115282377941906","0.13442971675179207769","CEBPB (RNAseq, COAD)"
"var","ACSL5","0.02354773797532239143","0.819856910984294140476436","0.90687216945724979933","CEBPB (RNAseq, COAD)"
"var","ACSM3","-0.18199229723926008129","0.075956243942375448185977","0.22384656890648188532","CEBPB (RNAseq, COAD)"
"var","ACSS1","0.11194241725443371260","0.277542395615180848000847","0.49284923227166005377","CEBPB (RNAseq, COAD)"
"var","ACSS2","-0.01828039186449829240","0.859681966237769157324067","0.92818607746415093818","CEBPB (RNAseq, COAD)"
"var","ACTA1","0.20860558073324755868","0.041386984796027127819773","0.15263594844895009284","CEBPB (RNAseq, COAD)"
"var","ACTA2","0.22064131009925211369","0.030756147963593858524201","0.12641159144803043590","CEBPB (RNAseq, COAD)"
"var","ACTB","0.12456153710241019139","0.226594766924302415400660","0.43889367990353655991","CEBPB (RNAseq, COAD)"
"var","ACTBL2","0.27446173870995532740","0.006807575389269205148879","0.05230184294361615860","CEBPB (RNAseq, COAD)"
"var","ACTG1","-0.11700974670321864779","0.256231348648884416085991","0.47089606469682326884","CEBPB (RNAseq, COAD)"
"var","ACTG2","0.22056550097510110864","0.030815085532795324224642","0.12641159144803043590","CEBPB (RNAseq, COAD)"
"var","ACTL6A","-0.09859552482541175666","0.339218011666093999245675","0.55393158127923391998","CEBPB (RNAseq, COAD)"
"var","ACTN1","0.24597101302672319534","0.015705799899776076017366","0.08422970432919268946","CEBPB (RNAseq, COAD)"
"var","ACTN4","-0.01810026115382149317","0.861050719785462770339279","0.92921327952151155927","CEBPB (RNAseq, COAD)"
"var","ACTR10","-0.03924591738901475613","0.704213367117852651055898","0.84409018336389185500","CEBPB (RNAseq, COAD)"
"var","ACTR1A","0.01267001869951541425","0.902487961893160717252726","0.95248381080320532188","CEBPB (RNAseq, COAD)"
"var","ACTR1B","-0.18303844882234765468","0.074257525200386934050023","0.22078756277684913334","CEBPB (RNAseq, COAD)"
"var","ACTR2","0.17268474160392449646","0.092479909895473694225743","0.25310314825125973526","CEBPB (RNAseq, COAD)"
"var","ACTR3","0.02590571663663829294","0.802169597944994317018086","0.89882843676211432449","CEBPB (RNAseq, COAD)"
"var","ACYP1","-0.04507284671683099708","0.662794213612236449151283","0.81705664519352272368","CEBPB (RNAseq, COAD)"
"var","ACYP2","0.09038545612450465949","0.381146065342024109590113","0.59650060971013096900","CEBPB (RNAseq, COAD)"
"var","ADA","0.27622043927612133229","0.006446551506107446767591","0.05088616624337071598","CEBPB (RNAseq, COAD)"
"var","ADAM10","-0.46883676008942953839","0.000001451638143676790529","0.00044401981719713828","CEBPB (RNAseq, COAD)"
"var","ADAM9","-0.09739428984743637996","0.345163741042649241386187","0.56176632812195714806","CEBPB (RNAseq, COAD)"
"var","ADAMTSL4","0.25007008567291649781","0.014000286226924268245808","0.07893709768959374096","CEBPB (RNAseq, COAD)"
"var","ADAP1","0.21387104377910587383","0.036409510840574102474854","0.13989621463282952973","CEBPB (RNAseq, COAD)"
"var","ADAR","-0.17396527368760386634","0.090051129131302656838365","0.24941155968794295750","CEBPB (RNAseq, COAD)"
"var","ADARB1","0.14459354351119857451","0.159854366007330800369957","0.35657578269821188499","CEBPB (RNAseq, COAD)"
"var","ADD1","-0.13575028583878859245","0.187247287489282404626678","0.39632207143893050105","CEBPB (RNAseq, COAD)"
"var","ADD3","-0.19709934605203563440","0.054254322267316371086743","0.18211293084790555752","CEBPB (RNAseq, COAD)"
"var","ADGRE5","-0.01901495262974963601","0.854104618597761655607314","0.92535437448180246633","CEBPB (RNAseq, COAD)"
"var","ADH1B","0.20441999583958389564","0.045737116561288440608202","0.16390802015155211957","CEBPB (RNAseq, COAD)"
"var","ADH1C","-0.06998409523829435264","0.498056814822425697464325","0.69345378427907578001","CEBPB (RNAseq, COAD)"
"var","ADH5","-0.00437461969960900674","0.966258696885924805997092","0.98606187590980720614","CEBPB (RNAseq, COAD)"
"var","ADI1","0.05241993963352100522","0.611993900760307463215781","0.78303219616233843414","CEBPB (RNAseq, COAD)"
"var","ADIRF","0.20106186949293922139","0.049495435686979741274349","0.17175247742294080799","CEBPB (RNAseq, COAD)"
"var","ADISSP","0.16080902363716245707","0.117544118805261069149459","0.29394176253624110240","CEBPB (RNAseq, COAD)"
"var","ADK","0.15876769263712603442","0.122336753209609155890192","0.30073862096728726234","CEBPB (RNAseq, COAD)"
"var","ADNP","0.23786249055963609722","0.019614715050296958886999","0.09581217856031656877","CEBPB (RNAseq, COAD)"
