"x","gene","r","pvalue","p_adjusted","var_name"
"var","A1BG","-0.05007067635700101355","0.6280537683226541378900","0.824931600153266054","JUN (RNAseq, COAD)"
"var","A2M","-0.09656324765153563583","0.3493151576475193031968","0.620647925512462284","JUN (RNAseq, COAD)"
"var","AAAS","-0.00465064618283887038","0.9641310832102925054699","0.986299649086783359","JUN (RNAseq, COAD)"
"var","AACS","-0.04569582732590518614","0.6584226980821294983315","0.842664378384482382","JUN (RNAseq, COAD)"
"var","AAGAB","-0.24754593552223255748","0.0150303513925540248308","0.150428954923436664","JUN (RNAseq, COAD)"
"var","AAK1","-0.18636285946373801203","0.0690612953701359721936","0.279558295733205509","JUN (RNAseq, COAD)"
"var","AAMDC","0.30776768458110087545","0.0022853915071928904493","0.061793956001116056","JUN (RNAseq, COAD)"
"var","AAMP","-0.31269761974689047612","0.0019232129868816004101","0.057066199726121335","JUN (RNAseq, COAD)"
"var","AAR2","0.22597412123002069695","0.0268424515176170740138","0.192338151870011659","JUN (RNAseq, COAD)"
"var","AARS1","-0.14517232535971613672","0.1581714960387009538678","0.414989837453173582","JUN (RNAseq, COAD)"
"var","AARS2","0.14668225804322679307","0.1538433889161319456651","0.409294825052255729","JUN (RNAseq, COAD)"
"var","AASDHPPT","-0.03222015906349703224","0.7553161722035449665569","0.894607295925495927","JUN (RNAseq, COAD)"
"var","AASS","0.02392533990360940291","0.8170181817988791950214","0.924515997457929783","JUN (RNAseq, COAD)"
"var","AATF","0.13789846073252357006","0.1802989438205290229078","0.443224574816999450","JUN (RNAseq, COAD)"
"var","ABAT","0.27944019251765411793","0.0058292946741328411850","0.097035946038116064","JUN (RNAseq, COAD)"
"var","ABCA8","0.15454760902585545912","0.1327194622693071701658","0.378734138977253276","JUN (RNAseq, COAD)"
"var","ABCB1","0.16993513372508953219","0.0978698526720668121603","0.328740603278719956","JUN (RNAseq, COAD)"
"var","ABCB10","-0.20051871794576231478","0.0501266192251848610728","0.246215505628240183","JUN (RNAseq, COAD)"
"var","ABCB7","0.31928728834466979514","0.0015201332122691598326","0.047689307313110697","JUN (RNAseq, COAD)"
"var","ABCC1","0.07555014971810943003","0.4644206731824784828433","0.716525143679968002","JUN (RNAseq, COAD)"
