"BRCA_ATF3_RNAseq","CCRCC_ATF3_RNAseq","COAD_ATF3_RNAseq","GBM_ATF3_RNAseq","HNSCC_ATF3_RNAseq","LUAD_ATF3_RNAseq","LUSC_ATF3_RNAseq","OV_ATF3_RNAseq","PDAC_ATF3_RNAseq","UCEC_ATF3_RNAseq","BRCA_KRAS_RNAseq","CCRCC_KRAS_RNAseq","COAD_KRAS_RNAseq","GBM_KRAS_RNAseq","HNSCC_KRAS_RNAseq","LUAD_KRAS_RNAseq","LUSC_KRAS_RNAseq","OV_KRAS_RNAseq","PDAC_KRAS_RNAseq","UCEC_KRAS_RNAseq","cancer_type"
"10.171500000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.531700000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"10.261400000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.331500000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"10.021200000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.561700000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"8.227499999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.611800000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.371100000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.751799999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"8.630599999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.111800000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.311199999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.691700000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.369899999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.701800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"4.922800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.601100000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"7.236900000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.801800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.470800000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.761100000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.331300000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.181800000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"7.999200000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.851400000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.871499999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13.882000000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"8.660900000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.481700000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.991400000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.841799999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"8.940000000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.891900000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"10.081500000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.842000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.681300000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.211600000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"7.576500000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.300700000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"8.279999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.831799999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.381300000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.211800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"13.022100000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.581700000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"10.501700000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.191400000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.461000000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.761799999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"8.570499999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.121800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"10.711800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.251899999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"10.661700000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.161799999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"8.690600000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.561700000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.400000000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.501700000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"10.521699999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.791800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"8.911000000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.871800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.441500000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.731700000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"6.428300000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.121800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"8.436299999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.012200000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.591200000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.721800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"10.841799999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.961800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"12.482300000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.631800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"8.819500000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.871900000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"7.618800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.271900000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.711399999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.761799999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"7.969700000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.801800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"11.721800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.541800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"10.191200000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.289300000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"6.826100000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.071800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"10.151600000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.951800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.641299999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.811800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"10.221600000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.921799999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.721500000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.081799999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.801500000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.031599999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.000999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.401700000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"12.122000000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.691700000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.521400000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.051800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"6.997900000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.451700000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.591500000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.541700000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"11.031800000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.381700000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"8.661000000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.461700000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.811600000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.561700000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"9.661400000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.091900000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"8.380400000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.101599999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"7.095500000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.481700000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
"10.821700000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.201599999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRCA"
