"variable","km_pvalue","cox_hr","cox_hr_lower","cox_hr_upper","cox_pvalue","cox_cindex"
"KRAS (Protein, COAD)","0.01831375272360236","8.195063511588062","0.4263915029175449","157.5056385960608","0.1630846590373752","0.6046065259117083"
