"logFC","AveExpr","t","pvalue","p_adjusted","B","gene","var_name"
"0.061291829442897238778","25.98246849726900","0.44436813091833599065","0.65774837984785583522","0.89688267099899877","-5.72569106622546808","A1BG","PIK3CA (Mutation, COAD)"
"-0.053308157083158391742","28.18025324198026","-0.43749778809218281550","0.66270533697661804240","0.89966208555237648","-5.72847923038096152","A2M","PIK3CA (Mutation, COAD)"
"0.020225670565881870289","24.20542925967780","0.38253686121025687328","0.70288495451763943755","0.91078778063114407","-5.74922576533298191","AAAS","PIK3CA (Mutation, COAD)"
"0.051163774694096275653","23.81247915405494","0.63797509035343935579","0.52496593190980056498","0.84318453257845882","-5.62937258723049538","AACS","PIK3CA (Mutation, COAD)"
"0.045497272954118983534","23.63288276416518","0.62152117467868150946","0.53568835619441124152","0.84953299261680115","-5.63888827070397802","AAGAB","PIK3CA (Mutation, COAD)"
"0.005118708306415697962","22.97811305219108","0.09925447382572519239","0.92113735160935861224","0.98159629832542217","-5.81211425752788724","AAK1","PIK3CA (Mutation, COAD)"
"-0.080487683279400812353","24.73951934441171","-0.90211479253633897191","0.36919009635190247476","0.75900840102322964","-5.44301903241081675","AAMDC","PIK3CA (Mutation, COAD)"
"0.010178326481366184453","23.92552039914710","0.15934849249760618672","0.87371964442425076314","0.96851278364944127","-5.80494876403688043","AAMP","PIK3CA (Mutation, COAD)"
"-0.074398212097577243185","23.15765426689675","-1.16658487969085444824","0.24618644427441047084","0.66130729909093655","-5.19369075984626960","AAR2","PIK3CA (Mutation, COAD)"
"0.085794798738120903181","26.73859506501251","1.50233515977825904386","0.13620040030065083680","0.53382586430432066","-4.78850914666320016","AARS1","PIK3CA (Mutation, COAD)"
"-0.032459819377240961558","24.68778844979802","-0.61371066550412023410","0.54081710831876061985","0.85201565700799364","-5.64331898711993407","AARS2","PIK3CA (Mutation, COAD)"
"-0.001445506015244291120","25.62577394238626","-0.02390918704114858295","0.98097327366182596187","0.99675230871461751","-5.81639362247801461","AASDHPPT","PIK3CA (Mutation, COAD)"
"-0.030460999181638470645","22.63215904740073","-0.38000997590508844848","0.70475375882835233909","0.91079095518862785","-5.75011296930645699","AASS","PIK3CA (Mutation, COAD)"
"-0.070245305011322756172","22.93785070940632","-0.95179331098222497154","0.34352469622030579188","0.73737274706235811","-5.40094342348000467","AATF","PIK3CA (Mutation, COAD)"
"-0.554710639674844685487","23.59316471672603","-3.33359097285532257615","0.00120781573783317986","0.10370263545536108","-0.98317138875376031","ABAT","PIK3CA (Mutation, COAD)"
"-0.024889197158291409551","21.97455696376356","-0.20098829603895551621","0.84112095165176703482","0.95628423604010548","-5.79803163821062562","ABCA8","PIK3CA (Mutation, COAD)"
"-0.107558486183215507026","22.51756101091606","-0.68084392705341867380","0.49756296447505077296","0.83754440340316516","-5.60342381062449135","ABCB1","PIK3CA (Mutation, COAD)"
"-0.054472949338972398436","23.04997409151621","-0.81757312058715347902","0.41556843116489650125","0.79285591577992687","-5.50952448099270420","ABCB10","PIK3CA (Mutation, COAD)"
"-0.210308130089515543659","24.07394377956316","-2.72006115258208591712","0.00771280329940638668","0.18935309673693004","-2.53681034106417735","ABCB7","PIK3CA (Mutation, COAD)"
"-0.077713901186655220954","23.30997804607425","-1.36269182398752053409","0.17607796498499472815","0.58224137599962833","-4.96892732281952831","ABCC1","PIK3CA (Mutation, COAD)"
"-0.097887177730854091351","23.57559580785801","-0.94845224402217387372","0.34521363980452357545","0.73970032977379085","-5.40384253726171071","ABCC3","PIK3CA (Mutation, COAD)"
"-0.103221383086676610219","25.39600575638240","-1.43177871297870717981","0.15536340751740546073","0.55662409691814230","-4.88176846929904684","ABCD3","PIK3CA (Mutation, COAD)"
"-0.083325680090929665766","26.30887373794273","-1.49119141233657126477","0.13909750861117484155","0.53382586430432066","-4.80352279672423244","ABCE1","PIK3CA (Mutation, COAD)"
"-0.095830911679943397985","25.08523317754637","-2.25651221053611994449","0.02624191031711376604","0.28325275003145717","-3.53200869822356944","ABCF1","PIK3CA (Mutation, COAD)"
"-0.024073557018425617571","23.72116466537841","-0.61568078644074974992","0.53952108685592881088","0.85201565700799364","-5.64220662444953192","ABCF3","PIK3CA (Mutation, COAD)"
"-0.089090024195048300726","25.65836203320085","-1.25345573522941622358","0.21299824948588425011","0.62682707936495341","-5.09827824496896476","ABHD10","PIK3CA (Mutation, COAD)"
"-0.115373544695028584783","26.58850370099671","-1.05910394869304513854","0.29213511967531574642","0.69101463300676425","-5.30252481408291221","ABHD11","PIK3CA (Mutation, COAD)"
"0.017200913518365723576","24.96841570096623","0.23523025748638487498","0.81451693495835564285","0.95167993285425434","-5.79114670607785076","ABHD12","PIK3CA (Mutation, COAD)"
"-0.035437180068537799116","26.27870986123901","-0.39712598038260221722","0.69213123063901682563","0.90795024768281507","-5.74398884943247356","ABHD14B","PIK3CA (Mutation, COAD)"
"-0.190356920010614771854","24.19338281233304","-4.01096872687431993398","0.00011761932964415830","0.05754293110771162","1.01007453141888170","ABHD16A","PIK3CA (Mutation, COAD)"
"0.025173954793118014095","25.25197834700673","0.56894039166018983700","0.57068779850029671685","0.85925139671085549","-5.66764335412019804","ABI1","PIK3CA (Mutation, COAD)"
"0.024608679155274870709","25.04149736556174","0.39679792765781263242","0.69237235887868120443","0.90795024768281507","-5.74410875399444087","ABI3","PIK3CA (Mutation, COAD)"
"-0.000172927977040160386","23.49332061053776","-0.00127187590339659169","0.99898775491232738588","0.99993885983584008","-5.81665650582481497","ABI3BP","PIK3CA (Mutation, COAD)"
"0.110940709030703743565","26.24838425186549","1.61313410886384756004","0.10990535732452764994","0.48879911476601201","-4.63346817928212307","ABLIM1","PIK3CA (Mutation, COAD)"
"0.075046755991934332997","24.52686949928463","1.48927933193049799598","0.13959941123084693149","0.53382586430432066","-4.80608819218469741","ABR","PIK3CA (Mutation, COAD)"
"0.104436300552247729456","26.38642105892660","0.61277929800938768512","0.54143034719655147580","0.85201565700799364","-5.64384362167425202","ABRACL","PIK3CA (Mutation, COAD)"
"0.010671760109165262520","24.36376578549919","0.28755530900888781609","0.77428949605713337512","0.94353401167316064","-5.77854094213058023","ABRAXAS2","PIK3CA (Mutation, COAD)"
"-0.076164180444095563871","26.03270981535878","-0.94927145556711711727","0.34479902337141865587","0.73913553236080720","-5.40313261505999520","ACAA1","PIK3CA (Mutation, COAD)"
"-0.159341427891455111876","27.86701683299436","-1.51907069891495960512","0.13193865939296112177","0.52539283894967592","-4.76576213485871669","ACAA2","PIK3CA (Mutation, COAD)"
"-0.052530246107043154780","23.26746902229348","-0.86168970251615972789","0.39094503477220721166","0.77335691195439860","-5.47562239516968763","ACACA","PIK3CA (Mutation, COAD)"
"-0.179203773892794515632","23.41255188869692","-2.39492975085308135164","0.01850871146081733629","0.25137120959600684","-3.25184459734130193","ACAD10","PIK3CA (Mutation, COAD)"
"-0.107245100962515493848","23.63246419314729","-1.35715961077586477757","0.17782311994040289616","0.58524973032167571","-4.97572794674515606","ACAD8","PIK3CA (Mutation, COAD)"
"-0.117893981122911384318","25.64683828754142","-1.97589806356094466189","0.05095553312842002885","0.36619145246767643","-4.05382372330271146","ACAD9","PIK3CA (Mutation, COAD)"
"-0.133881638579413930756","26.03292693722286","-1.48957106046516862818","0.13952274395751465552","0.53382586430432066","-4.80569698915114252","ACADM","PIK3CA (Mutation, COAD)"
"-0.014489917575296829000","26.07805432655380","-0.15261614195184455833","0.87901226609331173378","0.96899262803774511","-5.80591708946537466","ACADS","PIK3CA (Mutation, COAD)"
"0.027404816249568142439","25.09725132824887","0.33510162670354703973","0.73825893103645179316","0.92525950856022032","-5.76490247183262650","ACADSB","PIK3CA (Mutation, COAD)"
"-0.014947409141655043641","27.08715981570389","-0.19255517187925483280","0.84770263693763037161","0.95789810786718155","-5.79956153345392433","ACADVL","PIK3CA (Mutation, COAD)"
"0.071576100452066526714","24.18276935984419","1.54833397121352578374","0.12473955999872124445","0.51430110078664004","-4.72541232997509120","ACAP2","PIK3CA (Mutation, COAD)"
"-0.046073761996428430621","27.63732241262040","-0.60853610745492436873","0.54422863833648360554","0.85201565700799364","-5.64622378765588273","ACAT1","PIK3CA (Mutation, COAD)"
"0.038402111812580130845","24.91487534818100","0.30953240087224670463","0.75756849860149477749","0.93553643316802260","-5.77249522754451583","ACAT2","PIK3CA (Mutation, COAD)"
"0.009001240509412866686","25.22027174369718","0.15159612742106670646","0.87981463327661746376","0.96899262803774511","-5.80606015601201797","ACBD3","PIK3CA (Mutation, COAD)"
"0.004175868181697239834","23.42668005085679","0.05374105544067055151","0.95724999918562658774","0.99274878067693495","-5.81532535366096148","ACBD5","PIK3CA (Mutation, COAD)"
"-0.015549323719945107314","26.19034195337573","-0.38225015579990534453","0.70309690135358859919","0.91078778063114407","-5.74932672403202005","ACIN1","PIK3CA (Mutation, COAD)"
"-0.009017835611530244933","26.68825161667796","-0.14806775963874199697","0.88259109074678532281","0.96997825382931580","-5.80654764693416947","ACLY","PIK3CA (Mutation, COAD)"
