"variable","km_pvalue","cox_hr","cox_hr_lower","cox_hr_upper","cox_pvalue","cox_cindex"
"ATF3 (RNAseq, COAD)","0.03902571531978472","1.408817671173423","0.6915520198460204","2.870018702356524","0.3451270393124999","0.6424682395644283"
