"logFC","AveExpr","t","pvalue","p_adjusted","B","gene"
"-0.014265371140748328571","25.98246849726900","-0.11330445151390663994","0.9100191540154034530730","0.989239177455797924","-5.5931984217779265","A1BG"
"-0.016539519280808434587","28.18025324198026","-0.14871988773474159595","0.8820778665238653282188","0.988735835334893509","-5.5891420374459777","A2M"
"0.029820142592036802398","24.20542925967780","0.61917795998830749138","0.5372246138184622044065","0.936509753321120297","-5.4315600048401320","AAAS"
"0.073978094216293754926","23.81247915405494","1.01467581398834050255","0.3127393838989094843051","0.881459748579812574","-5.1513143421038059","AACS"
"0.060922640025179219947","23.63288276416518","0.91465533477769844772","0.3626000015687721456104","0.901637370948033312","-5.2347888484900018","AAGAB"
"0.004705041230515405459","22.97811305219108","0.10004319396510671925","0.9205128039852628063500","0.989239177455797924","-5.5944352449758297","AAK1"
"0.008676336726480826655","24.73951934441171","0.10620301977759970258","0.9156366640029587333771","0.989239177455797924","-5.5938798609796718","AAMDC"
"-0.123216495280626503472","23.92552039914710","-2.16455425198126727437","0.0328314618132891575253","0.589079203662174256","-3.6037435682636838","AAMP"
"-0.108574359548097021388","23.15765426689675","-1.88725759598548226137","0.0620616782443071321462","0.656300483115022648","-4.0726652966113139","AAR2"
"0.021854994397831006836","26.73859506501251","0.41530464919461790307","0.6788196477516101889904","0.959276625267645566","-5.5234760627733506","AARS1"
"0.034816103574893730865","24.68778844979802","0.72232371667309025476","0.4718021315853029307164","0.930727225173074380","-5.3713758457856446","AARS2"
"-0.120987963986479485357","25.62577394238626","-2.24990210647407851141","0.0266738740355303392826","0.558558434382318891","-3.4477966271086906","AASDHPPT"
"0.061849638953912489114","22.63215904740073","0.84856444068446046369","0.3981754335006659761831","0.920946468506670168","-5.2852865941609348","AASS"
"-0.047070402968135027777","22.93785070940632","-0.69789704208817870956","0.4868812123015964221651","0.932729654729693047","-5.3864558795019128","AATF"
"-0.034574951695372391214","23.59316471672603","-0.21606806380904947096","0.8293802665845317889648","0.980058291695446782","-5.5784049421490272","ABAT"
"0.040031504704113984872","21.97455696376356","0.35464102138651737439","0.7236145714791861749404","0.969197688820474856","-5.5438623087532743","ABCA8"
"0.234891319951501031937","22.51756101091606","1.64884920533732404202","0.1023555829629125418778","0.722293130259697325","-4.4283778262598705","ABCB1"
"0.053016396761854878150","23.04997409151621","0.87295363271490544754","0.3848055489088367808748","0.911979833588303812","-5.2670846621550114","ABCB10"
"0.126817129011918439119","24.07394377956316","1.76181389870288329647","0.0811946431820581987493","0.672422069121714983","-4.2653947266374015","ABCB7"
"-0.038330636272309703827","23.30997804607425","-0.73215377092181710417","0.4658083791775083914999","0.929717050446462467","-5.3651625299424452","ABCC1"
"0.159864827238198614623","23.57559580785801","1.71584803854928225064","0.0893248401590895080293","0.684193028770023082","-4.3329308059827252","ABCC3"
"0.080382297166732286087","25.39600575638240","1.21920139491336065873","0.2256712323404409803462","0.847026026272738153","-4.9544073179179362","ABCD3"
"-0.013413215491439700600","26.30887373794273","-0.26039623399547379146","0.7951002032167018285236","0.974806041000982670","-5.5691767471052422","ABCE1"
"0.016625746240816141608","25.08523317754637","0.41898620803143610258","0.6761359251534706515940","0.958577409531021329","-5.5221358490248846","ABCF1"
"0.041763194557020710818","23.72116466537841","1.17709708927701495185","0.2419853705968267876258","0.853059657793131643","-4.9978027342394622","ABCF3"
"0.137149718866577785548","25.65836203320085","2.14776266686119976512","0.0341788056492909816941","0.589079203662174256","-3.6337892940227192","ABHD10"
"0.190195758809412751589","26.58850370099671","1.93967778827356651661","0.0552713502845806337049","0.633484750100088090","-3.9885113405253829","ABHD11"
"-0.019666552941217219086","24.96841570096623","-0.29495980607353766700","0.7686436437365564700031","0.971927190768516081","-5.5607918788831023","ABHD12"
"-0.089092990904358515536","26.27870986123901","-1.10063477707195778166","0.2737306319506910834427","0.866316477844221611","-5.0728273954187522","ABHD14B"
"0.000257205929877102335","24.19338281233304","0.00551080444959296378","0.9956141509819733670383","0.998693005886184038","-5.5987976131809374","ABHD16A"
"0.039452655015168147656","25.25197834700673","0.98085025019604699104","0.3290629095712269691631","0.887780528909363209","-5.1804919906498448","ABI1"
"-0.049436275742007040890","25.04149736556174","-0.87677049841151044607","0.3827386878940477465960","0.910797800095972221","-5.2641902230976854","ABI3"
"0.103367126338518744433","23.49332061053776","0.83661020550178688548","0.4048311343115502669576","0.923792204082545365","-5.2940229259070968","ABI3BP"
"0.145580682352242973820","26.24838425186549","2.35465216937422461285","0.0205182065763580903650","0.513783280320639801","-3.2490950957777169","ABLIM1"
"0.090389809654034536379","24.52686949928463","1.98352952827556272553","0.0500841841624821357271","0.610025571897780283","-3.9164911715720390","ABR"
"-0.146682043330738309805","26.38642105892660","-0.94622554889313192916","0.3463425713886484347270","0.890359687586110060","-5.2093565205184849","ABRACL"
"0.050296700000181715495","24.36376578549919","1.50227786562392529035","0.1362156359090122004218","0.778920715843649303","-4.6246859812369419","ABRAXAS2"
"0.133622259693797929003","26.03270981535878","1.84912070398745820299","0.0674309971645498662518","0.663335855580728495","-4.1325546473272263","ACAA1"
"0.105210961205358444204","27.86701683299436","1.09382289219823625182","0.2766929528334730603589","0.867697957860786406","-5.0792737573437003","ACAA2"
"0.026950668654464493557","23.26746902229348","0.48353209855462558897","0.6297881396797646580410","0.955648376781097486","-5.4967263088329599","ACACA"
"-0.046240618249623111069","23.41255188869692","-0.66023240658305404338","0.5106413978461401548259","0.934322016678466816","-5.4087028145280147","ACAD10"
"0.091229395809762081626","23.63246419314729","1.26441151971313692215","0.2090577240657522650746","0.832069195263747452","-4.9061712889786184","ACAD8"
"0.085804999986390129152","25.64683828754142","1.56573498707015046350","0.1206088604054421364875","0.753923003319406537","-4.5418131562795194","ACAD9"
"0.066431368014793434895","26.03292693722286","0.80414841667621228538","0.4232423971107873716946","0.926310935670752289","-5.3171308786471583","ACADM"
"0.078723120391181566902","26.07805432655380","0.91293393771454423025","0.3635001905187323911761","0.901963311987935779","-5.2361512427968337","ACADS"
"0.077192242617829975870","25.09725132824887","1.04007993047263314068","0.3008419396923160960000","0.872589756247314052","-5.1287659077534364","ACADSB"
