"categorical","continuous","p_value","test_method","effect_size","n_groups","n","p_adjusted","significant","var1_feature","var2_feature","method"
"COAD_KRAS_Mutation","COAD_ATF3_RNAseq","0.8431364610002277","Wilcoxon","0.01931142140030529","2","105","0.8431364610002277",FALSE,"KRAS (Mutation, COAD)","ATF3 (RNAseq, COAD)","Wilcoxon"
