"var1","var2","p_value","test_method","effect_size","odds_ratio","log2_or","cramers_v","n","p_adjusted","significant","var1_feature","var2_feature","method"
"COAD_KRAS_Mutation","COAD_APC_Mutation","0.0004603639764953906614829148846723683163872920","Fisher's exact","2.7224660244710912","6.600000000000000","2.7224660244710912",NA,"109","0.0008286551576917032015112685172653073095716536",TRUE,"KRAS (Mutation, COAD)","APC (Mutation, COAD)","Fisher's exact"
"COAD_KRAS_Mutation","COAD_TP53_Mutation","0.4657928560035382026249806131090736016631126404","Chi-square","0.5625946876927017","1.476923076923077","0.5625946876927017","0.06985823603478612","109","0.5988765291474063001686545248958282172679901123",FALSE,"KRAS (Mutation, COAD)","TP53 (Mutation, COAD)","Chi-square"
"COAD_KRAS_Mutation","COAD_PIK3CA_Mutation","0.2043396115199609952561843329021940007805824280","Chi-square","0.9917323840163995","1.988571428571429","0.9917323840163995","0.12157540603001284","109","0.3065094172799415206398521149822045117616653442",FALSE,"KRAS (Mutation, COAD)","PIK3CA (Mutation, COAD)","Chi-square"
"COAD_TP53_Mutation","COAD_APC_Mutation","0.0003530075818463739413879953765729169390397146","Chi-square","2.3081222953623319","4.952380952380953","2.3081222953623319","0.34222473827686545","109","0.0007942670591543413410179352851514522626530379",TRUE,"TP53 (Mutation, COAD)","APC (Mutation, COAD)","Chi-square"
"COAD_TP53_Mutation","COAD_TP53_Mutation","0.0000000000000000000000000000001051244650343147","Fisher's exact","13.5190218956219503","11739.000000000000000","13.5190218956219503",NA,"109","0.0000000000000000000000000000009461201853088321",TRUE,"TP53 (Mutation, COAD)","TP53 (Mutation, COAD)","Fisher's exact"
"COAD_TP53_Mutation","COAD_PIK3CA_Mutation","0.9149554095081017246471333237423095852136611938","Chi-square","0.2223924213364480","1.166666666666667","0.2223924213364480","0.01022864759858380","109","0.9149554095081017246471333237423095852136611938",FALSE,"TP53 (Mutation, COAD)","PIK3CA (Mutation, COAD)","Chi-square"
"COAD_APC_Mutation","COAD_APC_Mutation","0.0000000000000000000000000000115167232396301534","Fisher's exact","13.3894969037163811","10731.000000000000000","13.3894969037163811",NA,"109","0.0000000000000000000000000000518252545783356863",TRUE,"APC (Mutation, COAD)","APC (Mutation, COAD)","Fisher's exact"
"COAD_APC_Mutation","COAD_TP53_Mutation","0.0003530075818463739413879953765729169390397146","Chi-square","2.3081222953623319","4.952380952380953","2.3081222953623319","0.34222473827686545","109","0.0007942670591543413410179352851514522626530379",TRUE,"APC (Mutation, COAD)","TP53 (Mutation, COAD)","Chi-square"
"COAD_APC_Mutation","COAD_PIK3CA_Mutation","0.6034057358414940397395298532501328736543655396","Chi-square","0.5436660843500850","1.457671957671958","0.5436660843500850","0.04975995165395927","109","0.6788314528216807808291832770919427275657653809",FALSE,"APC (Mutation, COAD)","PIK3CA (Mutation, COAD)","Chi-square"
