"x","gene","r","pvalue","p_adjusted"
"var","DNTTIP2","-0.11149891669656113169","0.2794624967064052168","0.9617405817187594"
"var","DOCK1","-0.02765531878189916512","0.7891093763849210685","0.9772248059457596"
"var","DOCK10","0.38295168753689767804","0.0001176975595297553","0.4053637609593652"
"var","DOCK11","0.09378711824595949154","0.3634080090943700991","0.9617405817187594"
"var","DOCK2","0.17225978126170410354","0.0932972714830507255","0.9564222920455946"
"var","DOCK5","-0.04708632133840499889","0.6487069811772570027","0.9682910835052709"
"var","DOCK6","0.00863911418510906852","0.9334234327520318786","0.9921908550208027"
"var","DOCK7","-0.03128766355953222639","0.7621843362709684877","0.9772248059457596"
"var","DOCK9","0.15193852622217302040","0.1394664911444939703","0.9564222920455946"
"var","DOK1","0.05414527951281834089","0.6003144534993813952","0.9682910835052709"
"var","DOP1B","-0.13250132039536127726","0.1981226318503234163","0.9564222920455946"
"var","DPAGT1","-0.00525659722671981394","0.9594613112060998983","0.9937418372844724"
"var","DPEP1","0.02494890762479468060","0.8093351914654608459","0.9772248059457596"
"var","DPF2","-0.02448511871603628251","0.8128142390170336462","0.9772248059457596"
"var","DPM1","0.13783823891413643503","0.1804911293755727675","0.9564222920455946"
"var","DPM3","0.05939724265003457071","0.5653886148863140892","0.9682910835052709"
"var","DPP3","0.10838052466072677082","0.2932138921626794570","0.9617405817187594"
"var","DPP7","0.10495794914334408143","0.3088125983736103586","0.9617405817187594"
"var","DPP9","-0.16432349801025916691","0.1096341347545975731","0.9564222920455946"
"var","DPT","0.09401766170296875502","0.3622245170734416098","0.9617405817187594"
"var","DPY19L1","0.05719558448023640690","0.5799125564903415686","0.9682910835052709"
"var","DPY30","-0.04527584700282883540","0.6613684901400826988","0.9682910835052709"
"var","DPYD","0.06313494026270331794","0.5411331153948178985","0.9682910835052709"
"var","DPYSL2","0.09340122370010707498","0.3653943138354304176","0.9617405817187594"
"var","DPYSL3","0.14816626576590177788","0.1496765107514964332","0.9564222920455946"
"var","DR1","-0.04835716739577676504","0.6398783834325030284","0.9682910835052709"
"var","DRAP1","-0.03003937304555821808","0.7714072790449724160","0.9772248059457596"
"var","DRG1","-0.06921066089577303238","0.5028295748924417330","0.9682910835052709"
"var","DRG2","-0.09887059970273881504","0.3378656308754449666","0.9617405817187594"
"var","DSC2","-0.26871185518142703952","0.0081157629731097598","0.9564222920455946"
"var","DSG2","-0.18102692743668696851","0.0775513323512647540","0.9564222920455946"
"var","DSP","-0.13034339678080114622","0.2055927271878507101","0.9564222920455946"
"var","DST","0.17336130823492873487","0.0911902984963476188","0.9564222920455946"
"var","DSTN","0.16277773213196139457","0.1130605992541829502","0.9564222920455946"
"var","DTNA","0.23868955919826312373","0.0191810144992998650","0.9564222920455946"
"var","DTNBP1","-0.05460960323029826619","0.5971882997074907662","0.9682910835052709"
"var","DTX3L","0.02533432639357516281","0.8064468417194435856","0.9772248059457596"
"var","DTYMK","-0.19963466400845239490","0.0511681441770961976","0.9564222920455946"
"var","DUS3L","0.01162371842462303281","0.9105057704000788510","0.9897725239550431"
"var","DUSP12","0.02352316906188112525","0.8200416956552972758","0.9772248059457596"
"var","DUSP23","0.00877794960073128780","0.9323560158404067266","0.9921908550208027"
"var","DUSP3","0.11107577122851351736","0.2813027365776110678","0.9617405817187594"
"var","DUT","-0.05508639307925863177","0.5939858183778222722","0.9682910835052709"
"var","DYNC1H1","-0.01770171931578981561","0.8640805611771745776","0.9792220095712242"
"var","DYNC1I2","-0.07722598530140621642","0.4545427644359409936","0.9646087407749682"
"var","DYNC1LI1","-0.05801409311788318507","0.5744929296873366731","0.9682910835052709"
"var","DYNC1LI2","0.05595926980960705399","0.5881430405988126164","0.9682910835052709"
"var","DYNLL1","-0.05881081536727922332","0.5692403222160098419","0.9682910835052709"
"var","DYNLL2","-0.06514291069916847143","0.5283172222336318669","0.9682910835052709"
"var","DYNLRB1","0.00565910517292621609","0.9563601234670121576","0.9934264284997254"
"var","DYNLT1","0.03277799636770047098","0.7512165407217112900","0.9772248059457596"
"var","DYNLT3","0.14593501267100644769","0.1559741067406716919","0.9564222920455946"
"var","DYSF","0.13165531490891071997","0.2010276266727999972","0.9564222920455946"
"var","EARS2","0.04840490395666131873","0.6395477221482122054","0.9682910835052709"
"var","EBNA1BP2","-0.06956722584309860125","0.5006263096195888718","0.9682910835052709"
"var","ECE1","-0.08697819385270509629","0.3994277054989667786","0.9617405817187594"
"var","ECH1","-0.12476083901796662656","0.2258466602001839851","0.9564222920455946"
"var","ECHDC1","-0.18193199090513861860","0.0760551111993500728","0.9564222920455946"
"var","ECHS1","-0.12154791714199544850","0.2381192188339073257","0.9617405817187594"
"var","ECI1","-0.03324943971921093255","0.7477572055712535803","0.9772248059457596"
"var","ECI2","-0.18362202511558373130","0.0733232818415925081","0.9564222920455946"
"var","ECM1","0.01995656740040972071","0.8469656742536724181","0.9778160272536578"
"var","ECPAS","0.10460093055690845854","0.3104702712612921744","0.9617405817187594"
"var","ECSIT","0.04551988361644832698","0.6596561566643772689","0.9682910835052709"
"var","EDC3","-0.08033043148874084716","0.4365557554716147370","0.9617405817187594"
"var","EDC4","0.05976891698544488374","0.5629538218992975462","0.9682910835052709"
"var","EDF1","0.02360575233699220912","0.8194206196170742418","0.9772248059457596"
"var","EEA1","0.07464167245321573496","0.4698242607900297019","0.9661131995135381"
"var","EEF1A1","-0.08265656995994015432","0.4233469449195694789","0.9617405817187594"
"var","EEF1B2","0.10785787589680377596","0.2955616347433037139","0.9617405817187594"
"var","EEF1D","0.17363186244866143926","0.0906785911059781458","0.9564222920455946"
"var","EEF1E1","0.03038904182390088013","0.7688204969709870884","0.9772248059457596"
"var","EEF1G","0.19011217347567108127","0.0635577873101226404","0.9564222920455946"
"var","EEF2","-0.07163633719449134796","0.4879410435307678373","0.9670795338583280"
"var","EEFSEC","-0.03229438421643057028","0.7547702861809316710","0.9772248059457596"
"var","EFEMP1","-0.02149790848757378997","0.8353067264549809412","0.9773185117396833"
"var","EFEMP2","0.03851343992423458124","0.7094847064350051635","0.9716072996434647"
"var","EFHD2","0.06696764406933337910","0.5168042815092213083","0.9682910835052709"
"var","EFL1","-0.09103287399788896617","0.3777304010329933792","0.9617405817187594"
"var","EFNB1","0.12892307020730336964","0.2106180968027130951","0.9564222920455946"
"var","EFNB2","-0.11219586733258034295","0.2764490823526178920","0.9617405817187594"
"var","EFR3A","0.18761559091547197475","0.0671811360044008432","0.9564222920455946"
"var","EFTUD2","-0.02041267674215204581","0.8435120370397043432","0.9773365354890436"
"var","EGFR","-0.00576795603619828772","0.9555215740462612573","0.9934264284997254"
"var","EHBP1L1","0.04210470242736866209","0.6837753369106744916","0.9682910835052709"
"var","EHD1","0.11130250641997417593","0.2803156719450889955","0.9617405817187594"
"var","EHD2","0.20881336537725461722","0.0411803394152068444","0.9564222920455946"
"var","EHD3","0.02395702810939230251","0.8167800635933564202","0.9772248059457596"
"var","EHD4","-0.06423161061132848237","0.5341147021779473203","0.9682910835052709"
"var","EHHADH","-0.05554164250786849250","0.5909352531210598780","0.9682910835052709"
"var","EHMT2","0.09185330926842258381","0.3734286857715606311","0.9617405817187594"
"var","EIF1","-0.05170161823219612818","0.6168854674714783215","0.9682910835052709"
"var","EIF1AX","-0.08351948614424879735","0.4185060968088960554","0.9617405817187594"
"var","EIF2A","-0.07841992223553022334","0.4475769940931734192","0.9628264412870472"
"var","EIF2AK2","-0.08727055504690585386","0.3978389850045217502","0.9617405817187594"
"var","EIF2B1","-0.02208158573046408932","0.8309008355825214798","0.9772248059457596"
"var","EIF2B2","-0.04463165836611712733","0.6658969361686364330","0.9682910835052709"
"var","EIF2B3","0.08032689771757101083","0.4365759978105493433","0.9617405817187594"
"var","EIF2B4","0.00453872249900041068","0.9649937621459572235","0.9937418372844724"
"var","EIF2B5","0.03986757361215334527","0.6997504930358048325","0.9716072996434647"
"var","EIF2D","-0.14906338149748041277","0.1471989636932044820","0.9564222920455946"
"var","EIF2S1","0.06254059638953150813","0.5449556127256429683","0.9682910835052709"
"var","EIF2S2","-0.07383373776285075130","0.4746584002503199118","0.9670795338583280"
"var","EIF2S3","-0.09594714803839980710","0.3524128893262983286","0.9617405817187594"
"var","EIF3A","0.07910954519479389269","0.4435808980039871452","0.9617405817187594"
"var","EIF3B","0.03475082178225220170","0.7367739965413633296","0.9772248059457596"
"var","EIF3D","0.01305743922184985154","0.8995215921736610110","0.9896694979592392"
"var","EIF3E","-0.01386156801452554689","0.8933690570700030253","0.9878328434931303"
"var","EIF3F","0.07864707600518064390","0.4462585077612774009","0.9617405817187594"
"var","EIF3G","-0.03118205763103273215","0.7629633360170374745","0.9772248059457596"
"var","EIF3H","0.01506995303859930829","0.8841354579231357480","0.9860711883505150"
"var","EIF3I","-0.05536129701835091482","0.5921428759489364424","0.9682910835052709"
"var","EIF3J","-0.06407255156607311042","0.5351298289617041348","0.9682910835052709"
"var","EIF3K","-0.00797105486209334808","0.9385613283465268353","0.9921908550208027"
"var","EIF3L","0.03345194369633306547","0.7462728098208395444","0.9772248059457596"
"var","EIF3M","0.07554907091677880160","0.4644270696039453084","0.9659609343993660"
"var","EIF4A1","-0.04242318981294967289","0.6815121290556055422","0.9682910835052709"
"var","EIF4A2","0.05582331663891439838","0.5890513504439043313","0.9682910835052709"
"var","EIF4A3","0.03547818005628560617","0.7314718894552580952","0.9772248059457596"
"var","EIF4B","0.04530842335684812094","0.6611398103076165933","0.9682910835052709"
"var","EIF4E","0.01529416965480735399","0.8824238218583526638","0.9856643683322214"
"var","EIF4E2","-0.04866227494074153170","0.6377661818003040883","0.9682910835052709"
"var","EIF4G1","-0.05054506004940739761","0.6247964999760242666","0.9682910835052709"
"var","EIF4G2","0.03289761953948668743","0.7503383063701603017","0.9772248059457596"
"var","EIF4G3","0.06302725487613936028","0.5418247106365445820","0.9682910835052709"
"var","EIF4H","0.03418973265221023766","0.7408725341455579816","0.9772248059457596"
"var","EIF5","-0.09999646532279489464","0.3323659961267881879","0.9617405817187594"
"var","EIF5A","-0.01679628627865471791","0.8709711956737912208","0.9801605681371136"
"var","EIF5B","-0.10344394375283594290","0.3158819112745456237","0.9617405817187594"
"var","EIF6","-0.01208321502364011896","0.9069834911046261716","0.9897725239550431"
"var","EIPR1","-0.12594457077889950614","0.2214391059345003354","0.9564222920455946"
"var","ELAC2","-0.15460547945856531471","0.1325726816290373755","0.9564222920455946"
"var","ELANE","0.10711248079071043759","0.2989313259434108749","0.9617405817187594"
"var","ELAPOR1","-0.04986148040169904871","0.6294924466874949331","0.9682910835052709"
"var","ELAVL1","-0.10841176286706911969","0.2930739609817373248","0.9617405817187594"
"var","ELMO1","0.10903390408565864778","0.2902962726251805958","0.9617405817187594"
"var","ELMO2","0.10399667190954930973","0.3132890476404959768","0.9617405817187594"
"var","ELMO3","-0.11796074004743023478","0.2523600168156946433","0.9617405817187594"
"var","ELMOD2","-0.00613829547000239138","0.9526689752717867332","0.9921908550208027"
"var","ELN","0.15940787822411287000","0.1208178246727505400","0.9564222920455946"
"var","ELOA","-0.01913853788949763240","0.8531669615426658027","0.9778160272536578"
"var","ELOB","0.01304364955249391091","0.8996271523299317341","0.9896694979592392"
"var","ELOC","-0.05410821833755351945","0.6005642888781692612","0.9682910835052709"
"var","ELOVL1","0.01031818656097025118","0.9205225694723511154","0.9917896698074273"
"var","ELP1","-0.07695488879484334299","0.4561327507113382973","0.9649064255316225"
"var","ELP2","0.09234567866257910318","0.3708614765002012925","0.9617405817187594"
"var","ELP3","0.10646930989485614560","0.3018590926241193073","0.9617405817187594"
"var","EMC1","-0.17190156044236049038","0.0939906883042525010","0.9564222920455946"
"var","EMC10","-0.19676334537430598126","0.0546745626102213902","0.9564222920455946"
"var","EMC2","-0.00982158744259885655","0.9243361123221627285","0.9921908550208027"
"var","EMC3","-0.18881312084868884238","0.0654227893154955692","0.9564222920455946"
"var","EMC4","-0.11923189255504727802","0.2472483007457567383","0.9617405817187594"
"var","EMC6","-0.09009109107140166051","0.3827052342078913760","0.9617405817187594"
"var","EMC7","-0.11567205134744225348","0.2617452637981157459","0.9617405817187594"
"var","EMC8","-0.06400952788838332186","0.5355323153786570867","0.9682910835052709"
"var","EMD","0.19679719186330479896","0.0546321097564619607","0.9564222920455946"
"var","EMG1","-0.02492055139707273492","0.8095477960907717652","0.9772248059457596"
"var","EMILIN1","0.11130085728334479511","0.2803228428965729435","0.9617405817187594"
"var","EMILIN2","0.05788029241779132222","0.5753772555189937687","0.9682910835052709"
"var","EML1","0.18829202943840320228","0.0661832697086061489","0.9564222920455946"
"var","EML2","-0.14951648161772762569","0.1459594322090781160","0.9564222920455946"
"var","EML3","0.16774008863356734689","0.1023474883336508018","0.9564222920455946"
"var","EML4","-0.02274364983058337411","0.8259095713356572332","0.9772248059457596"
"var","ENAH","0.16525785707222451215","0.1076024649774887237","0.9564222920455946"
"var","ENDOD1","-0.00455962109868701063","0.9648326780295995997","0.9937418372844724"
"var","ENDOG","0.16136456959790435040","0.1162652421911006956","0.9564222920455946"
"var","ENG","0.17712659360408419817","0.0842711203319965879","0.9564222920455946"
"var","ENGASE","-0.03111436741142349638","0.7634627756941545496","0.9772248059457596"
"var","ENO1","0.02094905828116592691","0.8394543724687143493","0.9773185117396833"
"var","ENO2","0.04041299438825349255","0.6958432934576457285","0.9716072996434647"
"var","ENOPH1","-0.08107057316986258921","0.4323277770712278256","0.9617405817187594"
"var","ENOSF1","-0.07309111145621906280","0.4791253748062613838","0.9670795338583280"
"var","ENPP4","-0.26233010834953313095","0.0098224566401488213","0.9564222920455946"
"var","ENSA","-0.01471969386831768929","0.8868103462800325243","0.9861508372402815"
"var","ENTPD1","0.22869250997180678997","0.0250159171510491093","0.9564222920455946"
"var","ENTPD5","-0.01886033064647986424","0.8552780406744613373","0.9778160272536578"
"var","ENY2","-0.03533410683907000499","0.7325211243672361539","0.9772248059457596"
"var","EOGT","0.05241545569589690229","0.6120243826846222257","0.9682910835052709"
"var","EP400","0.03439789686845450001","0.7393511242081420853","0.9772248059457596"
"var","EPB41","0.24507369928071884302","0.0161022637817731032","0.9564222920455946"
"var","EPB41L1","-0.02855352889862794105","0.7824268606071751453","0.9772248059457596"
"var","EPB41L2","0.01380079675102549933","0.8938338132026060201","0.9880085687666319"
"var","EPB41L3","0.16139838025773731167","0.1161877581003231963","0.9564222920455946"
"var","EPB41L4B","0.00519333269085583710","0.9599487991633532946","0.9937418372844724"
"var","EPB41L5","-0.06806167229736752311","0.5099634968928923318","0.9682910835052709"
"var","EPB42","0.34544926621568966540","0.0005665914689927588","0.5545797298501123"
"var","EPCAM","-0.14416662769786883769","0.1611041805777800873","0.9564222920455946"
"var","EPHB2","-0.14276544195986257124","0.1652572494448814322","0.9564222920455946"
"var","EPHB4","-0.09584532392747122098","0.3529265003962996916","0.9617405817187594"
"var","EPHX1","-0.10484344507142474845","0.3093436238542165984","0.9617405817187594"
"var","EPHX2","-0.00753751320638264364","0.9418969610856221530","0.9921908550208027"
"var","EPN1","0.10587305179969430657","0.3045900262480401022","0.9617405817187594"
"var","EPPK1","0.07842969180237981119","0.4475202430351891136","0.9628264412870472"
"var","EPRS1","-0.13926520063256700444","0.1759774091602487045","0.9564222920455946"
"var","EPS15","0.06387166289404429265","0.5364132817798834552","0.9682910835052709"
"var","EPS15L1","0.01418370564319521021","0.8909060730093412150","0.9865824793109070"
"var","EPS8","-0.00997042533780054946","0.9231929551668178746","0.9917896698074273"
"var","EPS8L2","-0.29702303754893877308","0.0032956777527238345","0.8960581623239138"
"var","EPS8L3","-0.06238766867741946109","0.5459412904147586953","0.9682910835052709"
"var","EPX","0.04610054342344396122","0.6555888975939953012","0.9682910835052709"
"var","ERAP1","0.06407866474148918301","0.5350907965391067389","0.9682910835052709"
"var","ERAP2","0.00993107096576455704","0.9234952033740184696","0.9917896698074273"
"var","ERBB2","-0.06086377756293519931","0.5558105962251742582","0.9682910835052709"
"var","ERBIN","0.01218092818521004407","0.9062346988103007206","0.9897725239550431"
"var","ERC1","0.09038550397803518655","0.3811458121876846183","0.9617405817187594"
"var","ERG28","0.03990801447531629187","0.6994605190247684678","0.9716072996434647"
"var","ERGIC1","-0.10319423117679345225","0.3170578535141540533","0.9617405817187594"
"var","ERGIC2","0.00422604598343049882","0.9674040027270531805","0.9949227748304127"
"var","ERGIC3","-0.08986604850511886733","0.3838998114995570976","0.9617405817187594"
"var","ERH","-0.11324181227159321739","0.2719677582641192304","0.9617405817187594"
"var","ERI3","-0.08141323270066341822","0.4303783010145815213","0.9617405817187594"
"var","ERLEC1","-0.00196536310375696258","0.9848376663652216312","0.9966437792251730"
"var","ERLIN1","-0.05056360120357994425","0.6246693363335388272","0.9682910835052709"
"var","ERLIN2","-0.17151251565268280097","0.0947483711823218500","0.9564222920455946"
"var","ERMP1","-0.10954002462985344690","0.2880494851589650573","0.9617405817187594"
"var","ERN2","-0.10571122201507394955","0.3053340016812380320","0.9617405817187594"
"var","ERO1A","-0.05230214465937203794","0.6127948933175404456","0.9682910835052709"
"var","ERP29","-0.05127516058482020633","0.6197974768039133941","0.9682910835052709"
"var","ERP44","0.01464699168103995863","0.8873657244505008812","0.9865442652114383"
"var","ESD","0.08128839162453896372","0.4310879711819602944","0.9617405817187594"
"var","ESRP1","-0.10563485011392791113","0.3056855156406232399","0.9617405817187594"
"var","ESRP2","-0.12122321322550201617","0.2393847946047538700","0.9617405817187594"
"var","ESYT1","0.08108141132900700820","0.4322660391132981950","0.9617405817187594"
"var","ESYT2","0.02142155028703409195","0.8358834961975609712","0.9773185117396833"
"var","ETF1","-0.00876699261256498781","0.9324402528047567307","0.9921908550208027"
"var","ETFA","-0.08133118424019858406","0.4308446375792561733","0.9617405817187594"
"var","ETFB","0.02276526331380633247","0.8257467439779730967","0.9772248059457596"
"var","ETFDH","-0.01364376451597718379","0.8950349033305240454","0.9883350218636247"
"var","ETHE1","-0.08589851693055639004","0.4053272397484484202","0.9617405817187594"
"var","EVL","0.23624676893001436695","0.0204863253317778236","0.9564222920455946"
"var","EWSR1","0.02246251100389902791","0.8280282278492174797","0.9772248059457596"
"var","EXD2","-0.08042999138679429727","0.4359856697874456843","0.9617405817187594"
"var","EXOC1","-0.19647397549879683232","0.0550386185977554537","0.9564222920455946"
"var","EXOC2","-0.13156226972617576787","0.2013489797701606410","0.9564222920455946"
"var","EXOC3","-0.15517244579509814617","0.1311411824026164352","0.9564222920455946"
"var","EXOC4","-0.21736300166904265474","0.0333934714031171517","0.9564222920455946"
"var","EXOC5","-0.14104449823679407472","0.1704659093740329145","0.9564222920455946"
"var","EXOC6B","-0.11278544487536788787","0.2739169985529551488","0.9617405817187594"
"var","EXOC7","-0.10688246794317721178","0.2999762137511228777","0.9617405817187594"
"var","EXOC8","-0.14265682847129329547","0.1655824567497483080","0.9564222920455946"
"var","EXOSC1","-0.03647060136872232183","0.7242579451928342626","0.9753086776487487"
"var","EXOSC10","0.02941214520431774046","0.7760536439837645295","0.9772248059457596"
"var","EXOSC2","0.03847419847908556401","0.7097675001790167970","0.9716072996434647"
"var","EXOSC3","0.05661983775584374101","0.5837388478174079243","0.9682910835052709"
"var","EXOSC4","0.07181031615406685553","0.4868822501311340645","0.9670795338583280"
"var","EXOSC5","-0.02949742128356734605","0.7754214702352848487","0.9772248059457596"
"var","EXOSC6","0.02364200606081062403","0.8191480049254069584","0.9772248059457596"
"var","EXOSC7","0.10761693785964195069","0.2966480896341679441","0.9617405817187594"
"var","EXOSC8","0.05695605565870928005","0.5815030086465635684","0.9682910835052709"
"var","EXOSC9","0.03118645304677868102","0.7629309086147995078","0.9772248059457596"
"var","EZR","0.00131050070254676255","0.9898894497216648158","0.9967428577281483"
"var","F11R","-0.10448002884317263150","0.3110329374145048842","0.9617405817187594"
"var","F12","0.26649607488119930743","0.0086761503705434194","0.9564222920455946"
"var","F13A1","0.12431859425599516011","0.2275090358391005096","0.9564222920455946"
"var","F2","0.15670670911829262528","0.1273265498628167458","0.9564222920455946"
"var","F5","0.18231378490308852713","0.0754309311044281117","0.9564222920455946"
"var","F9","0.17766457819710332333","0.0833175824384163460","0.9564222920455946"
"var","FAAH","-0.10868936249704390373","0.2918323942344177579","0.9617405817187594"
"var","FABP1","-0.00719991011535164090","0.9444951482236740858","0.9921908550208027"
"var","FABP2","0.02297942969760083040","0.8241336995487378303","0.9772248059457596"
"var","FABP4","0.17392655925960681662","0.0901238106731463984","0.9564222920455946"
"var","FABP5","0.08862805647305577184","0.3905114200799975066","0.9617405817187594"
"var","FABP6","0.08302678293532575471","0.4212661602414510265","0.9617405817187594"
"var","FADD","0.12445060390846429677","0.2270119223464268088","0.9564222920455946"
"var","FAF1","-0.00680576269191145427","0.9475292328416219378","0.9921908550208027"
"var","FAF2","-0.11689929360263211222","0.2566836008931267510","0.9617405817187594"
"var","FAH","0.08287887009526880011","0.4220967962598759504","0.9617405817187594"
"var","FAHD1","-0.03285445166378044707","0.7506551942023085289","0.9772248059457596"
"var","FAM107B","0.10602738042778495076","0.3038816396036420620","0.9617405817187594"
"var","FAM110D","0.10488664833105397489","0.3091431941880755652","0.9617405817187594"
"var","FAM114A1","-0.03714796477663172974","0.7193479209716157063","0.9736493896008648"
"var","FAM114A2","0.11227351019344324057","0.2761147315022581816","0.9617405817187594"
"var","FAM120A","0.01973360539600660032","0.8486549886995218284","0.9778160272536578"
"var","FAM162A","-0.08033806355467246196","0.4365120388747337765","0.9617405817187594"
"var","FAM177A1","-0.24340263163184350237","0.0168637045822145407","0.9564222920455946"
"var","FAM20B","-0.24143891808236911389","0.0177980546832891690","0.9564222920455946"
"var","FAM234A","-0.14255034355845302985","0.1659017504584406333","0.9564222920455946"
"var","FAM3C","-0.07143516699002118442","0.4891668382454147368","0.9676566315170008"
"var","FAM3D","-0.15651669091373304754","0.1277943294899266391","0.9564222920455946"
"var","FAM50A","-0.02194788441865706471","0.8319096242050696421","0.9772248059457596"
"var","FAM91A1","-0.02597378502049394952","0.8016604458041872716","0.9772248059457596"
"var","FAM98A","0.07791326591307898286","0.4505256539737102495","0.9628264412870472"
"var","FAM98B","-0.08355073579375030257","0.4183313940180234392","0.9617405817187594"
"var","FAP","0.09974163853268815105","0.3336057661542687347","0.9617405817187594"
"var","FARP1","0.11531271738412178507","0.2632400664196244411","0.9617405817187594"
"var","FARP2","-0.15436802557585710405","0.1331757400669756619","0.9564222920455946"
"var","FARSA","-0.00670446981332687656","0.9483090921131220874","0.9921908550208027"
"var","FARSB","-0.10287547151990093786","0.3185630502897971450","0.9617405817187594"
"var","FAS","0.05909799776784483566","0.5673525423307848037","0.9682910835052709"
"var","FASN","0.01065364731373292205","0.9179474714680813108","0.9912661815196750"
"var","FASTKD2","-0.07997106641520283776","0.4386170124349269006","0.9617405817187594"
"var","FASTKD5","-0.03251996492809464817","0.7531120021656774188","0.9772248059457596"
"var","FAT1","-0.10928503792808040573","0.2891799844084457227","0.9617405817187594"
"var","FAU","-0.09869077601440620628","0.3387493315797167615","0.9617405817187594"
"var","FBL","-0.08938774836434876248","0.3864461849220546252","0.9617405817187594"
"var","FBLIM1","0.15780624122776595875","0.1246454589033454824","0.9564222920455946"
"var","FBLN1","0.04626803611648987180","0.6544175456288033876","0.9682910835052709"
"var","FBLN2","-0.00465280455999635915","0.9641144473977524276","0.9937418372844724"
"var","FBLN5","0.00132816961996598103","0.9897531408451945012","0.9967428577281483"
"var","FBN1","0.06992876779500518947","0.4983974436453032508","0.9682910835052709"
"var","FBN2","0.00091991263319796492","0.9929027530082510378","0.9975054875902057"
"var","FBN3","0.04335407258887963300","0.6749133812504911623","0.9682910835052709"
"var","FBP1","0.08302883607767674867","0.4212546370281980979","0.9617405817187594"
"var","FBXO30","0.04815734272014567802","0.6412632910919338070","0.9682910835052709"
"var","FBXO7","0.29212051799640831318","0.0038774211919898821","0.9432268636366239"
"var","FCER1G","-0.00289297923136160257","0.9776828590029755794","0.9966437792251730"
"var","FCGBP","0.03154064004289765938","0.7603192261824750497","0.9772248059457596"
"var","FCGRT","0.13400254642896425317","0.1930423528408489742","0.9564222920455946"
"var","FCHO2","-0.07277348994908507118","0.4810427724621884060","0.9670795338583280"
"var","FCN1","0.10675452434542644087","0.3005584637158041361","0.9617405817187594"
"var","FCN3","0.14408221760400211076","0.1613521523856273066","0.9564222920455946"
"var","FCSK","-0.11627487949847684079","0.2592505287815293213","0.9617405817187594"
"var","FDFT1","0.04301097113192424437","0.6773426964115112359","0.9682910835052709"
"var","FDPS","-0.11403071769404249380","0.2686202633914393512","0.9617405817187594"
"var","FDX1","-0.19189906828622244062","0.0610632514884291641","0.9564222920455946"
"var","FDX2","-0.01956604366941092424","0.8499250030296914282","0.9778160272536578"
"var","FDXR","-0.11266004427813670896","0.2744542517826886741","0.9617405817187594"
"var","FECH","0.03230055730581160578","0.7547248918572461163","0.9772248059457596"
"var","FEN1","0.08350311204569120516","0.4185976539272869834","0.9617405817187594"
"var","FERMT1","-0.02315010478800442681","0.8228487427862526404","0.9772248059457596"
"var","FERMT2","0.21347238006752630723","0.0367679310906522464","0.9564222920455946"
"var","FERMT3","0.08974895457154011269","0.3845222599982285328","0.9617405817187594"
"var","FGA","0.20734916483218229777","0.0426550006822351349","0.9564222920455946"
"var","FGB","0.16333550977066185750","0.1118147373572238173","0.9564222920455946"
"var","FGD4","-0.00231090540269175129","0.9821722892702356988","0.9966437792251730"
"var","FGF2","0.14548139029427434310","0.1572782811914781309","0.9564222920455946"
"var","FGL2","0.09480125402117509092","0.3582197444122585672","0.9617405817187594"
"var","FH","-0.23116212773741226516","0.0234493990182443844","0.9564222920455946"
"var","FHIP2A","-0.04676995403518648120","0.6509124268349685272","0.9682910835052709"
"var","FHL1","0.19028011692088572793","0.0633198636765727463","0.9564222920455946"
"var","FHL2","0.03268779278378021458","0.7518789958819140917","0.9772248059457596"
"var","FHL3","0.09644460696805805255","0.3499103533635804508","0.9617405817187594"
"var","FHOD1","0.09916078779597527204","0.3364426466539529592","0.9617405817187594"
"var","FIBP","-0.09273719970281175951","0.3688278033234653197","0.9617405817187594"
"var","FILIP1L","0.22711352008226978749","0.0260635230964552135","0.9564222920455946"
"var","FIP1L1","-0.13210407152193998082","0.1994829112509244051","0.9564222920455946"
"var","FIS1","-0.07300087463712112701","0.4796696929523811548","0.9670795338583280"
"var","FKBP10","0.08566949997386860693","0.4065851808309334237","0.9617405817187594"
"var","FKBP11","0.01144573242068551606","0.9118705941927447434","0.9897961580592112"
"var","FKBP15","0.04327284229582879088","0.6754882289461630052","0.9682910835052709"
"var","FKBP1A","0.09001254495638205677","0.3831219200245919998","0.9617405817187594"
"var","FKBP3","-0.06392998919273946978","0.5360404853385212220","0.9682910835052709"
"var","FKBP4","-0.05675682229852500177","0.5828274290660024892","0.9682910835052709"
"var","FKBP5","0.07802476020499296561","0.4498758473920843048","0.9628264412870472"
"var","FKBP8","0.00250518357983001063","0.9806737881049708561","0.9966437792251730"
"var","FKBP9","0.02175775400666375356","0.8333446444667902409","0.9772248059457596"
"var","FLAD1","-0.16978401719092101052","0.0981730914110150732","0.9564222920455946"
"var","FLII","-0.13942879815565659141","0.1754652625091506490","0.9564222920455946"
"var","FLNA","0.19774780172184486249","0.0534507877533786854","0.9564222920455946"
"var","FLNB","-0.17780718290112215718","0.0830662733426045796","0.9564222920455946"
"var","FLNC","0.14512713802779331207","0.1583024060204787919","0.9564222920455946"
"var","FLOT1","0.03002258109218023177","0.7715315658775231400","0.9772248059457596"
"var","FLOT2","0.00641539802824701681","0.9505349366624669116","0.9921908550208027"
"var","FLYWCH2","0.03791647880265189285","0.7137909472020211865","0.9724072871642161"
"var","FMNL1","0.10830007890543014160","0.2935744510506281268","0.9617405817187594"
"var","FMOD","0.04401980747990358322","0.6702091882979994697","0.9682910835052709"
