"logFC","AveExpr","t","pvalue","p_adjusted","B","gene","var_name","Gene"
"-0.005224228091996963030","24.84608129387444","-0.05412235562292474350","0.956946993698588488364010","0.985526602760767755917","-6.13316834446345016","ME1","TP53 (Mutation, COAD)","ME1"
"0.039351849561892748852","23.99777728656574","0.47643211482690783765","0.634818755025951642068094","0.825838114592505889711","-6.02534277753808034","MMAB","TP53 (Mutation, COAD)","MMAB"
"-0.258555578324603629881","26.90786361286469","-1.56789546646859800916","0.120103553820858841016950","0.343967449219164667085","-4.96527782066052392","MMP12","TP53 (Mutation, COAD)","MMP12"
"0.379524596896352761632","24.94039123810220","5.15440557722254144579","0.000001307115933231248079","0.000581547761566702571","5.13551748547400244","MRE11","TP53 (Mutation, COAD)","MRE11"
"0.406176213629404259109","26.80259435322590","5.76701706832211424825","0.000000092519948400504316","0.000113198156868017026","7.57647376767518210","MTCH2","TP53 (Mutation, COAD)","MTCH2"
"-0.026681577282477775270","24.63084544231636","-0.55763499130408522575","0.578355216856682452508664","0.787116360204839771164","-5.98499927115389774","MYO1E","TP53 (Mutation, COAD)","MYO1E"
"0.304427972533321877791","22.48753753953427","4.53180195438374866512","0.000016413317648358741012","0.002604954844152672280","2.81419821898616540","NDUFAF7","TP53 (Mutation, COAD)","NDUFAF7"
"0.486026540604257206724","21.28609063244947","4.94731608017405388722","0.000003092460026588634622","0.001081035669294627037","4.34390817661622641","NEK3","TP53 (Mutation, COAD)","NEK3"
"0.204086031234801623668","24.90593369585033","4.68325707884894981703","0.000009017614396412760834","0.001865077589565837047","3.36226551710611687","NELFCD","TP53 (Mutation, COAD)","NELFCD"
"-0.086390875521200172216","24.06103730728274","-1.77181558798597915683","0.079508812288286059843934","0.270219532874216683549","-4.64659440428117954","NUDCD2","TP53 (Mutation, COAD)","NUDCD2"
"0.079344377576941127472","24.61965907267309","1.79493522677943606602","0.075722424207734409518089","0.263107230789260793102","-4.60815856220548703","NUP153","TP53 (Mutation, COAD)","NUP153"
"-0.012446712558887185196","24.55586403983227","-0.34718328409217330544","0.729192239857438861960759","0.886845631675523216053","-6.07653942576024253","OGT","TP53 (Mutation, COAD)","OGT"
"0.144473587476792175721","25.83690395260813","2.66908751766049245902","0.008892340517011435713224","0.079056042443555615828","-2.82560386757058479","OPA1","TP53 (Mutation, COAD)","OPA1"
"-0.072273441624727041699","24.41421228821626","-1.44509859677275054324","0.151595170441798765548214","0.390271838054793873685","-5.13935173368359077","OSBPL8","TP53 (Mutation, COAD)","OSBPL8"
"-0.069082833483250283280","23.92604776632574","-1.70202963237352311587","0.091895173396925156072967","0.296054009266940254541","-4.75977880191276093","OSBPL9","TP53 (Mutation, COAD)","OSBPL9"
"-0.284509414500874413534","25.16992818326744","-2.72545239408321027241","0.007596928883181355493526","0.072192951367552535280","-2.68961107117541376","P4HA1","TP53 (Mutation, COAD)","P4HA1"
"-0.131794014830926897730","30.04655935725030","-2.02122675536011353614","0.045961872703731095068935","0.194078865411613454839","-4.20759200427383639","P4HB","TP53 (Mutation, COAD)","P4HB"
"0.258401206188221266302","23.57018514665904","3.72404563889206752236","0.000326370892803645392972","0.011520139953520729809","0.09859960240747601","PAK1IP1","TP53 (Mutation, COAD)","PAK1IP1"
"-0.064276716577385428764","24.65104874542094","-1.21057103665571652584","0.228948521930977810789898","0.488649832677804374370","-5.43389968396866863","PAPSS1","TP53 (Mutation, COAD)","PAPSS1"
"-0.253789096212830855848","23.66795230234803","-3.72125271091797804601","0.000329550386900879079075","0.011520139953520729809","0.08986950073172384","PCM1","TP53 (Mutation, COAD)","PCM1"
"0.320624705012846789032","25.71556869188716","4.65961905583819113730","0.000009908462878772326650","0.001865077589565837047","3.27598745939599212","PDP1","TP53 (Mutation, COAD)","PDP1"
"0.338879081887089483871","24.73067137631394","6.15729381876790782258","0.000000015985258490336524","0.000039115927525853473","9.19821569660394900","PDS5B","TP53 (Mutation, COAD)","PDS5B"
"-0.086959197747074057361","26.40394514724325","-0.97577002517264110892","0.331562060348544518362246","0.599425562465137007351","-5.67811946849045412","PFKP","TP53 (Mutation, COAD)","PFKP"
"0.100266842148549528702","28.62086249112641","1.52071563076330740216","0.131525898453828893330808","0.362495281647581824025","-5.03375770721920812","PHB1","TP53 (Mutation, COAD)","PHB1"
"0.053949903678887523029","28.44331869457936","0.91141701809241904009","0.364294580979917403951163","0.630416537319603786926","-5.73608780126801410","PHB2","TP53 (Mutation, COAD)","PHB2"
"0.038829260961332323632","22.90709123188318","0.74183194126078311204","0.459949386469366672258730","0.707396807808517547045","-5.87019437784489995","PIP4K2B","TP53 (Mutation, COAD)","PIP4K2B"
"0.227238047602494219745","23.88281763253163","4.66173016523624372809","0.000009825551890931497558","0.001865077589565837047","3.28368196134990420","PLCG1","TP53 (Mutation, COAD)","PLCG1"
"0.325492235233102888969","25.65894848433004","4.71813602154590494564","0.000007843468894519409478","0.001827901750941809001","3.49006303390729578","PNPT1","TP53 (Mutation, COAD)","PNPT1"
"0.490978765657771987208","25.13409013809837","5.03140390460470587897","0.000002184832138986990885","0.000871004110755956799","4.66311764029970632","POFUT1","TP53 (Mutation, COAD)","POFUT1"
"-0.044541659828489343909","24.97440234139951","-0.73333578259116516396","0.465090530907952826034091","0.711520180763839049654","-5.87619860903294189","PPP3CA","TP53 (Mutation, COAD)","PPP3CA"
"0.170773323784263908465","24.33279914248178","3.58097878125259017068","0.000533013520887943063019","0.014654943387635914823","-0.34228371261441026","PRP4K","TP53 (Mutation, COAD)","PRP4K"
"0.269952447721866661823","23.92889715733940","4.47500130923963723717","0.000020486758388438955684","0.003038248350091522949","2.61160401473266823","RAB22A","TP53 (Mutation, COAD)","RAB22A"
"-0.001472540562144075693","24.80234106640314","-0.04633805433025108000","0.963134362933410370644083","0.986566688939397695712","-6.13354512786343609","RAB3GAP1","TP53 (Mutation, COAD)","RAB3GAP1"
"0.404101296240764185086","24.83107549244291","4.76918622548392878713","0.000006388285963047586633","0.001645487973850257328","3.67815504067705490","RAD50","TP53 (Mutation, COAD)","RAD50"
"0.348008740097025537352","28.08584659843140","4.78265241257879303305","0.000006050431973349506506","0.001645045226531804961","3.72797493869429708","RALY","TP53 (Mutation, COAD)","RALY"
"0.053020779051646371727","23.61342915057340","0.99133064625891942345","0.323946331423110800429299","0.593335833078107888205","-5.66352077615986804","RASA1","TP53 (Mutation, COAD)","RASA1"
"0.273031831024816540321","24.15630940610293","3.17598955560092388595","0.001992567264633404808954","0.031984021943382116848","-1.51757337976951323","ROMO1","TP53 (Mutation, COAD)","ROMO1"
"-1.229634100566642018748","24.69978706044919","-5.55082793374818272980","0.000000239380638024298306","0.000234305768498183168","6.69931687698493228","RPL22L1","TP53 (Mutation, COAD)","RPL22L1"
"0.329051272331323474418","25.68815064862683","5.01758907732761816334","0.000002313660286029309151","0.000871004110755956799","4.61046304317318700","RPRD1B","TP53 (Mutation, COAD)","RPRD1B"
"0.187641764482368245126","26.06232893204474","2.98717075341226800944","0.003551333189934276473448","0.044337307733516198582","-2.02681449493441512","SAE1","TP53 (Mutation, COAD)","SAE1"
"0.076333745011435638617","25.33883841727449","1.95567936147532539515","0.053328086406321799362029","0.210643789243372792086","-4.32813468308468519","SART3","TP53 (Mutation, COAD)","SART3"
"-0.109611865489359416870","24.00466370056276","-2.95783189489501419089","0.003876525558993052390094","0.046959693281465347825","-2.10363767153455328","SCYL2","TP53 (Mutation, COAD)","SCYL2"
"0.094176177279639006201","25.20113087349164","1.42145337248738612423","0.158334542244666420796051","0.400252711645349923408","-5.17131394662429766","SELENOH","TP53 (Mutation, COAD)","SELENOH"
"0.283583423873846385277","23.28632052708103","4.68681144038600194790","0.000008890565900366974932","0.001865077589565837047","3.37526212580353047","SEPHS2","TP53 (Mutation, COAD)","SEPHS2"
"0.057699036845775708571","25.80986362880383","1.09237686312738069283","0.277324586183707477715643","0.543325270129329185309","-5.56322830005002977","SEPTIN11","TP53 (Mutation, COAD)","SEPTIN11"
"-0.132283028686924097883","25.57180566165905","-0.43650220517936744180","0.663425022269781949901812","0.845300668239265973192","-6.04286816430610507","SERPINB5","TP53 (Mutation, COAD)","SERPINB5"
"-0.033111953939354066279","26.66302836041653","-0.40904939512419802305","0.683388961559362906328374","0.860433644937360964100","-6.05403149038559718","SERPINB6","TP53 (Mutation, COAD)","SERPINB6"
"0.088685577449503227854","24.46192132246911","1.78150305438003697667","0.077903650812211872045410","0.266615711241234176754","-4.63054591691519590","SKIC3","TP53 (Mutation, COAD)","SKIC3"
"0.146850186489825063063","22.09898444170885","1.30506357656247051757","0.194903182508317673882203","0.448030143351670628871","-5.32125692302354203","SLC29A1","TP53 (Mutation, COAD)","SLC29A1"
"0.204228254940495901337","27.73377085750014","3.70232321596179936307","0.000351888150291630665174","0.011891517919368262829","0.03082804968695729","SSB","TP53 (Mutation, COAD)","SSB"
"0.295395511714186653762","26.42865772394272","4.37028894866611850034","0.000030696813377695117897","0.003953426438695786631","2.24246570753417984","STAU1","TP53 (Mutation, COAD)","STAU1"
"0.324121833638457701454","25.71948837643847","4.87383008220014346534","0.000004178773803557311748","0.001363394599640632265","4.06750733284092370","TM9SF4","TP53 (Mutation, COAD)","TM9SF4"
"0.039044123587508750006","24.97882735421294","0.74952961177053023523","0.455319430058402918604088","0.705001369890463358558","-5.86469541575403586","TNS3","TP53 (Mutation, COAD)","TNS3"
"0.346669829280742192168","26.67111350093906","4.53044892174437219268","0.000016500531297248229100","0.002604954844152672280","2.80935329527845035","TOP1","TP53 (Mutation, COAD)","TOP1"
"0.124031305161715010854","27.91183511497047","0.85438667313510641144","0.394958154338698630425597","0.656612277756321138789","-5.78421184806351452","TSPAN8","TP53 (Mutation, COAD)","TSPAN8"
"0.002068555516977710340","26.23866781825899","0.04748141629545644948","0.962225408804715742761005","0.986566688939397695712","-6.13349344394310592","TWF1","TP53 (Mutation, COAD)","TWF1"
"0.115025612156500756100","24.38912842123106","1.46748299626522182848","0.145421610247957383554862","0.383911751300198667014","-5.10862917244752079","TXNDC9","TP53 (Mutation, COAD)","TXNDC9"
"0.206112917171960674523","25.70941470474105","3.29507259341520031271","0.001367110400408478015216","0.025152775562402598930","-1.18350049487426023","UBA2","TP53 (Mutation, COAD)","UBA2"
"0.051128611579077443139","28.40788644884069","1.37703002349030501072","0.171615693924750262189249","0.417951442919255233832","-5.22999541227981091","UBE2N","TP53 (Mutation, COAD)","UBE2N"
"-0.222741540741363763800","23.17831686511704","-2.57316512345724790478","0.011563932089074217476887","0.090695326352450672536","-3.05140602701200647","UPP1","TP53 (Mutation, COAD)","UPP1"
"-0.033567061929911545803","26.41590233397712","-0.88495852496060956049","0.378328125591724462317700","0.641631693521084733867","-5.75879453102708627","USP5","TP53 (Mutation, COAD)","USP5"
"0.231337859155647862508","25.89253960836870","4.53180418966377729362","0.000016413173936560558928","0.002604954844152672280","2.81420622381348551","USP7","TP53 (Mutation, COAD)","USP7"
"0.327095228400683168957","26.73592499379944","4.78895778436468866346","0.000005898265306052909980","0.001645045226531804961","3.75133159110320413","VAPB","TP53 (Mutation, COAD)","VAPB"
"0.355140060069420115951","29.28957896683558","5.26860777321253603844","0.000000806693322084710348","0.000438661902031396971","5.57973255601180362","YWHAB","TP53 (Mutation, COAD)","YWHAB"
"0.234891319951501031937","22.51756101091606","1.64884920533732404202","0.102355582962912541877820","0.722293130259697324647","-4.42837782625987053","ABCB1","KRAS (Mutation, COAD)","ABCB1"
"0.026950668654464493557","23.26746902229348","0.48353209855462558897","0.629788139679764658040995","0.955648376781097486088","-5.49672630883295987","ACACA","KRAS (Mutation, COAD)","ACACA"
"0.018441274029591170347","23.67517386509211","0.19901030040384096176","0.842663756674932207246798","0.981156563070404219573","-5.58149900456760317","ACOT8","KRAS (Mutation, COAD)","ACOT8"
"0.252556566608276966690","27.59420629487400","2.02932104003500501932","0.045115666713646591923226","0.604987757808736481557","-3.83971837992446030","ALDH1B1","KRAS (Mutation, COAD)","ALDH1B1"
"-0.015777937335901270899","26.12694708300538","-0.27280267298133975551","0.785574413420201733693204","0.973085505496797176228","-5.56628690666050474","ALDOC","KRAS (Mutation, COAD)","ALDOC"
"0.006008035267235811716","24.28341106019170","0.06433029790551961224","0.948837239514094821224433","0.992210436099148163080","-5.59700158148023075","ALOX5","KRAS (Mutation, COAD)","ALOX5"
"0.322151892582997589898","24.23208333083683","1.67690834916107145425","0.096722481877469276834169","0.702314282356579555611","-4.38883795294515355","AMACR","KRAS (Mutation, COAD)","AMACR"
"0.232065217150090319365","25.03417001912379","3.21603353409636572025","0.001757326547164352048558","0.268761128806948079717","-1.32767689436933090","BCAT2","KRAS (Mutation, COAD)","BCAT2"
"0.017547634671103651272","22.79845156033364","0.33199464214023061137","0.740596742906100447001450","0.969366704898823816627","-5.55065167110515301","CAMKK2","KRAS (Mutation, COAD)","CAMKK2"
"0.098320710687104906356","26.82547592150516","3.44758926172130752974","0.000832531843702912616699","0.265687088086667910769","-0.73030783432158053","CAND1","KRAS (Mutation, COAD)","CAND1"
"0.161093553514064069532","22.28869877150241","3.00856476951819118426","0.003330308479868697001808","0.333036277599253971449","-1.83513614963802851","CCDC91","KRAS (Mutation, COAD)","CCDC91"
"-0.014130116081716437293","27.44925630473582","-0.23698375187659487251","0.813160189698639568334215","0.976993697271880234823","-5.57426441486159607","CD44","KRAS (Mutation, COAD)","CD44"
"-0.032165415095832372572","24.48961607404410","-0.50829819132244191682","0.612377568777443759273638","0.948410070125572768340","-5.48601701239599127","CHLSN","KRAS (Mutation, COAD)","CHLSN"
"0.060346253802165961133","27.22581881805819","0.71998144002538433384","0.473236646879649724972694","0.930727225173074379505","-5.37284409482663872","CNN3","KRAS (Mutation, COAD)","CNN3"
"0.045022874720974215279","22.92811962363485","0.63782090414536463108","0.525066103323833854865654","0.936509753321120297365","-5.42136060935660247","COBLL1","KRAS (Mutation, COAD)","COBLL1"
"0.068974415133887134743","26.13619664926131","0.66372035622314007330","0.508415508715108210857636","0.934322016678466815698","-5.40669393677343102","CYB5B","KRAS (Mutation, COAD)","CYB5B"
"-0.071121446468122684337","24.31176235335664","-0.57266640750526021097","0.568171835243297840278842","0.941572653443564555609","-5.45569801407456012","CYP27A1","KRAS (Mutation, COAD)","CYP27A1"
"0.008330395083259389821","25.84404668761807","0.13579963483096732513","0.892256050534830702503086","0.989239177455797924488","-5.59074888242802803","DDX18","KRAS (Mutation, COAD)","DDX18"
"0.016576985066794946988","25.22320185316481","0.20934715668007222722","0.834608393098446033064874","0.980058291695446781588","-5.57965435878409988","DDX27","KRAS (Mutation, COAD)","DDX27"
"0.025255822015683548898","23.50809237352922","0.41788234118369893544","0.676940167522640967590064","0.958693410028074954887","-5.52253893104724813","DNAAF5","KRAS (Mutation, COAD)","DNAAF5"
"-0.053447833215212625646","23.67372811215022","-0.77230395006527252644","0.441778372420959741795343","0.926310935670752289006","-5.33892381023640361","DNAJC1","KRAS (Mutation, COAD)","DNAJC1"
"0.067844120343377056770","25.76030622093975","0.83157591473065584076","0.407654146503694470027312","0.926310935670752289006","-5.29766556319913295","DNAJC19","KRAS (Mutation, COAD)","DNAJC19"
"0.286003534250561131103","25.49756653404562","3.40710198322540769311","0.000951077344319283413815","0.265687088086667910769","-0.83704453171491355","EHHADH","KRAS (Mutation, COAD)","EHHADH"
"0.149694438689536468701","24.55613110571481","4.00097304183471802475","0.000121984464376318841239","0.101092325661144427640","0.81967524994589969","EIF2B1","KRAS (Mutation, COAD)","EIF2B1"
"0.244440312262486969530","28.73366237862287","3.43344346337360972754","0.000872272821079018143876","0.265687088086667910769","-0.76770871921555095","ETFA","KRAS (Mutation, COAD)","ETFA"
"0.232941438937576350554","27.51433808032268","3.42854141401781653542","0.000886456299338317680811","0.265687088086667910769","-0.78064243949051537","ETFB","KRAS (Mutation, COAD)","ETFB"
"-0.096055628019087180292","24.58192716171623","-0.61682359684435927871","0.538770232166808971108196","0.936509753321120297365","-5.43282673169368291","FCER1G","KRAS (Mutation, COAD)","FCER1G"
"0.253467652345342742137","26.97064925987410","4.18424947192718743594","0.000062082684626139802942","0.101092325661144427640","1.36794190139568173","FHL2","KRAS (Mutation, COAD)","FHL2"
"-0.037807844667256063076","26.86140471116649","-0.35527280455757193067","0.723142736390698481763195","0.969197688820474856364","-5.54366649748016993","FSCN1","KRAS (Mutation, COAD)","FSCN1"
"0.371253271784937055600","23.21144313075506","3.38547628959627067147","0.001020728820801059975529","0.265687088086667910769","-0.89366452877199531","GALNT6","KRAS (Mutation, COAD)","GALNT6"
"0.118076057180044102779","26.25200127740469","3.00325002598017043454","0.003383999962205102868956","0.333036277599253971449","-1.84777950168824034","GCN1","KRAS (Mutation, COAD)","GCN1"
"-0.000005401563115015051","26.48492165158406","-0.00008234507181247244","0.999934464214486284916461","0.999934464214486284916","-5.59881088788883474","GNG5","KRAS (Mutation, COAD)","GNG5"
"0.594103122716813203397","25.98467262642219","3.98610478353336405988","0.000128748670036824534478","0.101092325661144427640","0.77592135050417976","GPX2","KRAS (Mutation, COAD)","GPX2"
"0.088634845735082734564","26.37828760510034","0.79913627716596036255","0.426128835390580440467545","0.926310935670752289006","-5.32061850590439356","HIBADH","KRAS (Mutation, COAD)","HIBADH"
"-0.261651428558597132223","24.45811818173385","-2.20085003442814253205","0.030075983650545728975700","0.588138755458981976609","-3.53808235908424873","HK3","KRAS (Mutation, COAD)","HK3"
"0.199305351756038362510","23.95132074321877","3.01163785076780898819","0.003299623564066154687846","0.333036277599253971449","-1.82781729450472064","HPCAL1","KRAS (Mutation, COAD)","HPCAL1"
"0.222623720565056970599","27.84433801881590","2.43255072183817411258","0.016792207759192757238198","0.502874093864250637509","-3.09618407064128887","HSD17B10","KRAS (Mutation, COAD)","HSD17B10"
"-0.086883913183338989938","23.52540212851257","-0.61650453114583270153","0.538979869973474912114852","0.936509753321120297365","-5.43299803173681184","HSPA4L","KRAS (Mutation, COAD)","HSPA4L"
"0.189755942585968284675","26.79235988692690","1.81778427048736324068","0.072128417191163710087132","0.665818388429551211161","-4.18091898219721259","HSPH1","KRAS (Mutation, COAD)","HSPH1"
"0.037754259461280526011","25.97282738755480","0.44043871045919247287","0.660581746394171664960027","0.956192566357017437184","-5.51409212440551588","HTATIP2","KRAS (Mutation, COAD)","HTATIP2"
"0.061730325030538324427","22.91806021473912","1.38111822020172492209","0.170359214989952351126945","0.805108838182572394970","-4.77385105983956759","IRAK4","KRAS (Mutation, COAD)","IRAK4"
"0.251856277790025728791","23.28944727961577","3.38226297638172113125","0.001031478274141130104663","0.265687088086667910769","-0.90205416023061602","IRF6","KRAS (Mutation, COAD)","IRF6"
"-0.227317157356004884150","26.17385052939488","-1.88447953068539542087","0.062440292284724668858686","0.656300483115022648128","-4.07706596078212158","ITGB2","KRAS (Mutation, COAD)","ITGB2"
"0.270684445918277560850","22.58169298987495","2.16591693294483933485","0.032724174654514610882661","0.589079203662174255562","-3.60129607060403423","KHDRBS3","KRAS (Mutation, COAD)","KHDRBS3"
"0.402497685663341542295","30.99891751167836","3.67980626573209779195","0.000380335394952639965858","0.190620522956877785914","-0.10007757384888993","KRT18","KRAS (Mutation, COAD)","KRT18"
"0.301310960219954182548","31.83825262283058","3.04758575313654356265","0.002959586625074833200755","0.333036277599253971449","-1.74175673463913405","KRT8","KRAS (Mutation, COAD)","KRT8"
"0.096915199957777531381","23.43666614151310","1.19112240754312748159","0.236459896866443586294082","0.848260879245532395387","-4.98351123790245953","LYRM4","KRAS (Mutation, COAD)","LYRM4"
"-0.032517399368213517619","25.55179237313081","-0.64679489749979091062","0.519264859075419416001296","0.934726599254486756330","-5.41634415132746749","MAP2K1","KRAS (Mutation, COAD)","MAP2K1"
"-0.052935811175800040473","24.84608129387444","-0.56307809096721039843","0.574657627367530343676094","0.941572653443564555609","-5.46044162370404873","ME1","KRAS (Mutation, COAD)","ME1"
"0.272910826002675577229","23.99777728656574","3.59798620531460722205","0.000503156614915368453206","0.190620522956877785914","-0.32558416591236128","MMAB","KRAS (Mutation, COAD)","MMAB"
"-0.012202898987556665134","26.90786361286469","-0.07493912996976967444","0.940414704101390386270509","0.989974093756120665510","-5.59635564312962153","MMP12","KRAS (Mutation, COAD)","MMP12"
"0.092128424856259272246","24.94039123810220","1.14612896636885497337","0.254510802162876359489019","0.857532090188853346469","-5.02877752626917918","MRE11","KRAS (Mutation, COAD)","MRE11"
"0.138998119861557967170","26.80259435322590","1.77754071863541218690","0.078556983192326471088229","0.665818388429551211161","-4.24190623420632740","MTCH2","KRAS (Mutation, COAD)","MTCH2"
"-0.040263412775672691168","24.63084544231636","-0.86422265048220947570","0.389559428591993328616638","0.916147930576268754166","-5.27365895506573956","MYO1E","KRAS (Mutation, COAD)","MYO1E"
"0.050948669035740579147","22.48753753953427","0.70917676250536199056","0.479885354315979340000808","0.930727225173074379505","-5.37955595978460099","NDUFAF7","KRAS (Mutation, COAD)","NDUFAF7"
"0.167562933077469722321","21.28609063244947","1.58518366579725156207","0.116121021361220530532243","0.753923003319406537237","-4.51576499081807015","NEK3","KRAS (Mutation, COAD)","NEK3"
"-0.030268489525091979431","24.90593369585033","-0.64523732091954155710","0.520269340994068407724171","0.935896418396133245032","-5.41721981491487359","NELFCD","KRAS (Mutation, COAD)","NELFCD"
"-0.086687048838026470321","24.06103730728274","-1.82364972960288951320","0.071229030253037728392940","0.665257393241157735098","-4.17192448614496758","NUDCD2","KRAS (Mutation, COAD)","NUDCD2"
"0.030297333135436588236","24.61965907267309","0.69281246405163110502","0.490052945969986053498246","0.932729654729693047344","-5.38953039808765944","NUP153","KRAS (Mutation, COAD)","NUP153"
"0.060892118353923052609","24.55586403983227","1.76610830017229525346","0.080467254162803633632528","0.672422069121714982565","-4.25900017604111536","OGT","KRAS (Mutation, COAD)","OGT"
"0.156405161769519907011","25.83690395260813","2.98639564618403641205","0.003559605869393081371832","0.333036277599253971449","-1.88775508483811771","OPA1","KRAS (Mutation, COAD)","OPA1"
"0.038855962683410183445","24.41421228821626","0.79040110987121936503","0.431187099598790202215071","0.926310935670752289006","-5.32664538653510267","OSBPL8","KRAS (Mutation, COAD)","OSBPL8"
"-0.019270550281031972872","23.92604776632574","-0.48004114090764959943","0.632259470565631365168713","0.955648376781097486088","-5.49819308848639210","OSBPL9","KRAS (Mutation, COAD)","OSBPL9"
"-0.066596339667420068054","25.16992818326744","-0.63198823784389024372","0.528854614226829999878987","0.936509753321120297365","-5.42458383568324543","P4HA1","KRAS (Mutation, COAD)","P4HA1"
"0.040820745068000263700","30.04655935725030","0.63012322367545914314","0.530068976625954868531210","0.936509753321120297365","-5.42560828226716207","P4HB","KRAS (Mutation, COAD)","P4HB"
"0.087261592778038021834","23.57018514665904","1.21614665837413626903","0.226827347968197562400050","0.847081176398516877413","-4.95760533802280090","PAK1IP1","KRAS (Mutation, COAD)","PAK1IP1"
"-0.013467528825152896843","24.65104874542094","-0.25812853066172436467","0.796844772865416217655365","0.974806041000982670397","-5.56969045072730573","PAPSS1","KRAS (Mutation, COAD)","PAPSS1"
"-0.103004412501437769834","23.66795230234803","-1.46553097509747920490","0.145952134928254456669450","0.795378280554762895349","-4.67118814173458041","PCM1","KRAS (Mutation, COAD)","PCM1"
"-0.061352693787618761689","25.71556869188716","-0.83041458092698117177","0.408307059299657604256595","0.926310935670752289006","-5.29850279232352150","PDP1","KRAS (Mutation, COAD)","PDP1"
"0.061776404468464107822","24.73067137631394","0.98278069489294261896","0.328116492478886967454343","0.887780528909363209067","-5.17885282621140242","PDS5B","KRAS (Mutation, COAD)","PDS5B"
"-0.047424779397825744809","26.40394514724325","-0.54371140230344239264","0.587865164544921992018089","0.942169797435514100314","-5.46978032997660435","PFKP","KRAS (Mutation, COAD)","PFKP"
"0.202407657532646112486","28.62086249112641","3.27495881061502513987","0.001457891624361838493751","0.268761128806948079717","-1.17870006056159937","PHB1","KRAS (Mutation, COAD)","PHB1"
"0.177561025373861980370","28.44331869457936","3.21817267253420746798","0.001745519643917852912682","0.268761128806948079717","-1.32230558932125764","PHB2","KRAS (Mutation, COAD)","PHB2"
"0.011068455837175861234","22.90709123188318","0.21617150503309748300","0.829299859960665575187022","0.980058291695446781588","-5.57838540427524254","PIP4K2B","KRAS (Mutation, COAD)","PIP4K2B"
"-0.036519663850214101330","23.88281763253163","-0.69686111558885277528","0.487526503252454501691204","0.932729654729693047344","-5.38708408201025879","PLCG1","KRAS (Mutation, COAD)","PLCG1"
"0.030814735322991282374","25.65894848433004","0.41397684172894178012","0.679788588761493839385253","0.959276625267645566275","-5.52395653944483644","PNPT1","KRAS (Mutation, COAD)","PNPT1"
"-0.099478767334030493430","25.13409013809837","-0.93652413727225525264","0.351287514577408477300935","0.891345275233363487644","-5.21726180239861037","POFUT1","KRAS (Mutation, COAD)","POFUT1"
"0.013761672733796359580","24.97440234139951","0.23165697207106375477","0.817283681180329013571395","0.977703821974219122737","-5.57535515926344782","PPP3CA","KRAS (Mutation, COAD)","PPP3CA"
"0.102980972819132432505","24.33279914248178","2.12924387385925184546","0.035720124563613370183290","0.589079203662174255562","-3.66668171707033563","PRP4K","KRAS (Mutation, COAD)","PRP4K"
"-0.029129677923339869494","23.92889715733940","-0.45177994407692900758","0.652417981296397053725400","0.956107727683025654386","-5.50967812975929760","RAB22A","KRAS (Mutation, COAD)","RAB22A"
"0.089544812315917710066","24.80234106640314","3.01575478684883924174","0.003258925340236153676832","0.333036277599253971449","-1.81800293958567316","RAB3GAP1","KRAS (Mutation, COAD)","RAB3GAP1"
"0.106783758771108239216","24.83107549244291","1.17283119255758716548","0.243684132221532040452061","0.853059657793131642656","-5.00211707503263092","RAD50","KRAS (Mutation, COAD)","RAD50"
"-0.008153645638493856040","28.08584659843140","-0.10350979858043438120","0.917768242097705133630825","0.989239177455797924488","-5.59412676842526224","RALY","KRAS (Mutation, COAD)","RALY"
"0.149795330531702575172","23.61342915057340","2.98201136272174149866","0.003606645425574266702190","0.333036277599253971449","-1.89812395128283340","RASA1","KRAS (Mutation, COAD)","RASA1"
"0.015550197281520183878","24.15630940610293","0.17665490430219163431","0.860141167579999144088276","0.986000251783856418442","-5.58516928132246537","ROMO1","KRAS (Mutation, COAD)","ROMO1"
"-0.608078028426604078049","24.69978706044919","-2.53570288261494969362","0.012790252768022918050672","0.481503823436185807161","-2.88705474815796093","RPL22L1","KRAS (Mutation, COAD)","RPL22L1"
"-0.038836502151575302832","25.68815064862683","-0.54269341479077148893","0.588563329033291560143937","0.942169797435514100314","-5.47026222950940344","RPRD1B","KRAS (Mutation, COAD)","RPRD1B"
"0.108299996041843371586","26.06232893204474","1.71744171278235424616","0.089032214749374408158111","0.684193028770023081719","-4.33061715504493705","SAE1","KRAS (Mutation, COAD)","SAE1"
"0.131764978851649061653","25.33883841727449","3.61057569590917371016","0.000482079608272613813636","0.190620522956877785914","-0.29112685941892291","SART3","KRAS (Mutation, COAD)","SART3"
"0.116665339829257419524","24.00466370056276","3.25272274087852464319","0.001564790001082002690938","0.268761128806948079717","-1.23516544005921336","SCYL2","KRAS (Mutation, COAD)","SCYL2"
"0.234467247655317123645","25.20113087349164","3.85098093266146523916","0.000209037000865265376647","0.127878385279326101109","0.38342606076408448","SELENOH","KRAS (Mutation, COAD)","SELENOH"
"0.062440366532719338011","23.28632052708103","0.96118560290061560991","0.338805893201594487962325","0.890359687586110060131","-5.19700980153318337","SEPHS2","KRAS (Mutation, COAD)","SEPHS2"
"0.065990590731587417395","25.80986362880383","1.28328951304644278686","0.202393312910081335509460","0.827037904594008055348","-4.88552880749287510","SEPTIN11","KRAS (Mutation, COAD)","SEPTIN11"
"0.201818579691874333548","25.57180566165905","0.68370730359000264631","0.495760784754043948296953","0.932729654729693047344","-5.39498049864632634","SERPINB5","KRAS (Mutation, COAD)","SERPINB5"
