"x","gene","r","pvalue","p_adjusted","var_name"
"var","A1BG","-0.032422747619520422835","0.75382652700958485692","0.9816649695815994","FOS (RNAseq, COAD)"
"var","A2M","0.078730478549560556356","0.44577495455374827049","0.9356719275555025","FOS (RNAseq, COAD)"
"var","AAAS","0.049785839452311922426","0.63001298425349405719","0.9623232037879526","FOS (RNAseq, COAD)"
"var","AACS","0.032703638779195375041","0.75176260984485310246","0.9808387663504962","FOS (RNAseq, COAD)"
"var","AAGAB","-0.094885109163244607533","0.35779280824091530544","0.9114463175890068","FOS (RNAseq, COAD)"
"var","AAK1","-0.010654751735212769637","0.91793899497919606567","0.9963925077759280","FOS (RNAseq, COAD)"
"var","AAMDC","0.018708555818416357230","0.85643016210983546888","0.9952713298963924","FOS (RNAseq, COAD)"
"var","AAMP","-0.170597267254043560847","0.09654985178354275055","0.8653908787059919","FOS (RNAseq, COAD)"
"var","AAR2","-0.021467939168599927541","0.83553308857799768461","0.9935634406920734","FOS (RNAseq, COAD)"
"var","AARS1","-0.208672887081115365771","0.04131995307671659790","0.8653908787059919","FOS (RNAseq, COAD)"
"var","AARS2","-0.045211344270325026784","0.66182137882562730447","0.9707115659483886","FOS (RNAseq, COAD)"
"var","AASDHPPT","-0.157198293585617987489","0.12612246795423340262","0.8653908787059919","FOS (RNAseq, COAD)"
"var","AASS","-0.021071652221565637109","0.83852754858635614177","0.9947079007190346","FOS (RNAseq, COAD)"
"var","AATF","-0.121952461182887592073","0.23654896873130060175","0.8993167685989781","FOS (RNAseq, COAD)"
"var","ABAT","-0.059185669842542115715","0.56677682253420580416","0.9534480924342312","FOS (RNAseq, COAD)"
"var","ABCA8","0.017596888806996783400","0.86487784456204674921","0.9956010602572446","FOS (RNAseq, COAD)"
"var","ABCB1","0.105767201322055942603","0.30507651555027404111","0.9070316810635422","FOS (RNAseq, COAD)"
"var","ABCB10","-0.166538278661784222567","0.10486610674752923356","0.8653908787059919","FOS (RNAseq, COAD)"
"var","ABCB7","-0.012971720171098159030","0.90017780126577284783","0.9963925077759280","FOS (RNAseq, COAD)"
"var","ABCC1","0.064054051538270512234","0.53524795963071358784","0.9484019147979547","FOS (RNAseq, COAD)"
"var","ABCC3","0.120179397256833631058","0.24348479221035745912","0.8993167685989781","FOS (RNAseq, COAD)"
"var","ABCD3","-0.185543699676703116586","0.07031356570584430810","0.8653908787059919","FOS (RNAseq, COAD)"
"var","ABCE1","0.013632892023552896366","0.89511807239876062248","0.9963925077759280","FOS (RNAseq, COAD)"
"var","ABCF1","-0.176887812078127537596","0.08469711778761662702","0.8653908787059919","FOS (RNAseq, COAD)"
"var","ABCF3","0.036740160188877567238","0.72230263587310394868","0.9765639525252447","FOS (RNAseq, COAD)"
"var","ABHD10","-0.077223669440302622480","0.45455633397934847029","0.9356719275555025","FOS (RNAseq, COAD)"
"var","ABHD11","-0.010204706521697633897","0.92139386349691876354","0.9963925077759280","FOS (RNAseq, COAD)"
"var","ABHD12","-0.001583224622114219778","0.98778552471092029297","0.9993540609547781","FOS (RNAseq, COAD)"
"var","ABHD14B","-0.038024910470329555123","0.71300809242080842587","0.9765639525252447","FOS (RNAseq, COAD)"
"var","ABHD16A","-0.161551093011566754276","0.11583828267978765747","0.8653908787059919","FOS (RNAseq, COAD)"
"var","ABI1","-0.000496959458799005132","0.99616585716295846797","0.9993540609547781","FOS (RNAseq, COAD)"
"var","ABI3","-0.006673439805718011167","0.94854800357974744518","0.9969805829893817","FOS (RNAseq, COAD)"
"var","ABI3BP","0.120526243670114052708","0.24211706572401073267","0.8993167685989781","FOS (RNAseq, COAD)"
"var","ABLIM1","-0.058367050001401597770","0.57216318208948413471","0.9534480924342312","FOS (RNAseq, COAD)"
"var","ABR","-0.095368526492747268675","0.35533770838218858845","0.9114463175890068","FOS (RNAseq, COAD)"
"var","ABRACL","-0.062666879313573342625","0.54414232692042308059","0.9484019147979547","FOS (RNAseq, COAD)"
"var","ABRAXAS2","-0.100408002489519795897","0.33036999891556062536","0.9087019870508559","FOS (RNAseq, COAD)"
"var","ACAA1","0.121896363198198312561","0.23676628352153877843","0.8993167685989781","FOS (RNAseq, COAD)"
"var","ACAA2","0.066006161992995054932","0.52285466024812976560","0.9473201876276356","FOS (RNAseq, COAD)"
"var","ACACA","0.065602944855743194896","0.52540261899257389988","0.9473201876276356","FOS (RNAseq, COAD)"
"var","ACAD10","0.180372237496451898187","0.07864827795361362117","0.8653908787059919","FOS (RNAseq, COAD)"
"var","ACAD8","-0.050232954438664066676","0.62693870921511163363","0.9622824467228197","FOS (RNAseq, COAD)"
"var","ACAD9","0.058944392192516688322","0.56836189426324901230","0.9534480924342312","FOS (RNAseq, COAD)"
"var","ACADM","-0.059228135455191115166","0.56649806096789923071","0.9534480924342312","FOS (RNAseq, COAD)"
"var","ACADS","0.149217514977929927023","0.14677642007658198153","0.8653908787059919","FOS (RNAseq, COAD)"
"var","ACADSB","-0.153687864334743462535","0.13491469990630952647","0.8653908787059919","FOS (RNAseq, COAD)"
"var","ACADVL","0.083871241755744979640","0.41654202889817781852","0.9266210475358061","FOS (RNAseq, COAD)"
"var","ACAP2","0.040445311756063653807","0.69561203128129500683","0.9751491557407539","FOS (RNAseq, COAD)"
"var","ACAT1","-0.012014918448058058836","0.90750690752321827581","0.9963925077759280","FOS (RNAseq, COAD)"
"var","ACAT2","-0.118750179455279478158","0.24917696460074434395","0.8993167685989781","FOS (RNAseq, COAD)"
"var","ACBD3","-0.168862370098658842732","0.10003853394486293682","0.8653908787059919","FOS (RNAseq, COAD)"
"var","ACBD5","-0.158828448254197313050","0.12219197456696466453","0.8653908787059919","FOS (RNAseq, COAD)"
"var","ACIN1","-0.046328773115301466468","0.65399299096262597519","0.9707115659483886","FOS (RNAseq, COAD)"
"var","ACLY","0.085419416166469516738","0.40796145260787530784","0.9266210475358061","FOS (RNAseq, COAD)"
"var","ACO1","0.115328496095833829549","0.26317430671568331491","0.9003195076991082","FOS (RNAseq, COAD)"
"var","ACO2","-0.034618998337470292814","0.73773625843296719573","0.9785061533998459","FOS (RNAseq, COAD)"
"var","ACOT11","-0.080677970713266933256","0.43456756341034308289","0.9303471808093696","FOS (RNAseq, COAD)"
"var","ACOT13","0.046880673565557091920","0.65014024046651441857","0.9707115659483886","FOS (RNAseq, COAD)"
"var","ACOT7","0.018923860369115020480","0.85479587705328285985","0.9952713298963924","FOS (RNAseq, COAD)"
"var","ACOT8","-0.064150954440879925933","0.53462933633239528852","0.9484019147979547","FOS (RNAseq, COAD)"
"var","ACOT9","-0.036430821102138938317","0.72454665115700933598","0.9774428035932884","FOS (RNAseq, COAD)"
"var","ACOX1","0.042164302574547590785","0.68335159802905809379","0.9738514466138831","FOS (RNAseq, COAD)"
"var","ACOX3","-0.054309992695218745062","0.59920465521618659910","0.9556943490016762","FOS (RNAseq, COAD)"
"var","ACP1","-0.142585165182322476385","0.16579728814085317734","0.8714053228943411","FOS (RNAseq, COAD)"
"var","ACP2","0.065304669775505835849","0.52729145462696669355","0.9473201876276356","FOS (RNAseq, COAD)"
"var","ACP6","-0.180254418129455418196","0.07884699915517856539","0.8653908787059919","FOS (RNAseq, COAD)"
"var","ACSF2","-0.103695859389606653833","0.31469845330033940911","0.9070316810635422","FOS (RNAseq, COAD)"
"var","ACSF3","-0.044536299683063586274","0.66656830270961675566","0.9707115659483886","FOS (RNAseq, COAD)"
"var","ACSL1","-0.001238834916229351575","0.99044232653172437075","0.9993540609547781","FOS (RNAseq, COAD)"
"var","ACSL3","-0.151103169144460119933","0.14168070506425195498","0.8653908787059919","FOS (RNAseq, COAD)"
"var","ACSL4","-0.088062345019029070192","0.39355517643110826675","0.9221335620385761","FOS (RNAseq, COAD)"
"var","ACSL5","-0.000099934062074735308","0.99922898567720375151","0.9998418842576642","FOS (RNAseq, COAD)"
