"logFC","AveExpr","t","pvalue","p_adjusted","B","gene"
"0.67959645848921824","27.91183511497047","5.454439706952510","0.0000003637458572404303","0.001780172225334666","5.5570645468012634","TSPAN8"
"0.25346765234534274","26.97064925987410","4.184249471927187","0.0000620826846261398029","0.101092325661144428","1.3679419013956817","FHL2"
"0.13614493402656791","28.40788644884069","4.012939261547706","0.0001167888752393692688","0.101092325661144428","0.8549693538084151","UBE2N"
"0.14969443868953647","24.55613110571481","4.000973041834718","0.0001219844643763188412","0.101092325661144428","0.8196752499458997","EIF2B1"
"0.59410312271681320","25.98467262642219","3.986104783533364","0.0001287486700368245345","0.101092325661144428","0.7759213505041798","GPX2"
"0.23446724765531712","25.20113087349164","3.850980932661465","0.0002090370008652653766","0.127878385279326101","0.3834260607640845","SELENOH"
"0.40249768566334154","30.99891751167836","3.679806265732098","0.0003803353949526399659","0.190620522956877786","-0.1000775738488899","KRT18"
"0.16875060144022669","24.46192132246911","3.641787880511464","0.0004333722913382757804","0.190620522956877786","-0.2053202519978541","SKIC3"
"0.13176497885164906","25.33883841727449","3.610575695909174","0.0004820796082726138136","0.190620522956877786","-0.2911268594189229","SART3"
"0.27291082600267558","23.99777728656574","3.597986205314607","0.0005031566149153684532","0.190620522956877786","-0.3255841659123613","MMAB"
"0.09832071068710491","26.82547592150516","3.447589261721308","0.0008325318437029126167","0.265687088086667911","-0.7303078343215805","CAND1"
"0.24444031226248697","28.73366237862287","3.433443463373610","0.0008722728210790181439","0.265687088086667911","-0.7677087192155509","ETFA"
"0.23294143893757635","27.51433808032268","3.428541414017817","0.0008864562993383176808","0.265687088086667911","-0.7806424394905154","ETFB"
"0.28600353425056113","25.49756653404562","3.407101983225408","0.0009510773443192834138","0.265687088086667911","-0.8370445317149136","EHHADH"
"0.37125327178493706","23.21144313075506","3.385476289596271","0.0010207288208010599755","0.265687088086667911","-0.8936645287719953","GALNT6"
"0.25185627779002573","23.28944727961577","3.382262976381721","0.0010314782741411301047","0.265687088086667911","-0.9020541602306160","IRF6"
"0.11598898331202534","26.41590233397712","3.286552552594174","0.0014049036873102309624","0.268761128806948080","-1.1491410720913278","USP5"
"0.20240765753264611","28.62086249112641","3.274958810615025","0.0014578916243618384938","0.268761128806948080","-1.1787000605615994","PHB1"
"0.11666533982925742","24.00466370056276","3.252722740878525","0.0015647900010820026909","0.268761128806948080","-1.2351654400592134","SCYL2"
"0.17756102537386198","28.44331869457936","3.218172672534207","0.0017455196439178529127","0.268761128806948080","-1.3223055893212576","PHB2"
"0.23206521715009032","25.03417001912379","3.216033534096366","0.0017573265471643520486","0.268761128806948080","-1.3276768943693309","BCAT2"
"0.23378546131509381","24.38912842123106","3.175181708841189","0.0019976129111906239938","0.296252048102027710","-1.4297164194595995","TXNDC9"
"0.12421206657621298","26.23866781825899","3.056398150368103","0.0028813351956826285805","0.333036277599253971","-1.7205342748421324","TWF1"
"0.30131096021995418","31.83825262283058","3.047585753136544","0.0029595866250748332008","0.333036277599253971","-1.7417567346391341","KRT8"
"0.08954481231591771","24.80234106640314","3.015754786848839","0.0032589253402361536768","0.333036277599253971","-1.8180029395856732","RAB3GAP1"
