"logFC","AveExpr","t","pvalue","p_adjusted","B","gene","var_name"
"-0.18680939141835040118","25.98246849726900","-1.3298243487104099980","0.186638689386325745678","0.58425260755140462","-5.05428025953905991","A1BG","APC (Mutation, COAD)"
"-0.31830337587284773804","28.18025324198026","-2.6298612466595647774","0.009908715787035992165","0.19207051702507003","-2.76575037316622740","A2M","APC (Mutation, COAD)"
"-0.08468329361062743033","24.20542925967780","-1.5788254347194610183","0.117573132762790591443","0.49525367642542889","-4.72473859205464830","AAAS","APC (Mutation, COAD)"
"0.04273924448559540679","23.81247915405494","0.5188234181424198344","0.605044250105014391750","0.87321927455439119","-5.74466726340654610","AACS","APC (Mutation, COAD)"
"0.01702687917965306497","23.63288276416518","0.2262195935400114766","0.821498062478418167309","0.94996129331226409","-5.84599238533090215","AAGAB","APC (Mutation, COAD)"
"0.00976105464544119172","22.97811305219108","0.1844356006780604185","0.854049852650569762957","0.95892296964978752","-5.85397784016864708","AAK1","APC (Mutation, COAD)"
"0.12817844917445953001","24.73951934441171","1.4077454902058903485","0.162345600538047057926","0.56136865327764074","-4.95695517334329683","AAMDC","APC (Mutation, COAD)"
"-0.13793934920587602733","23.92552039914710","-2.1523910495377971408","0.033802583580095968419","0.31998035597870339","-3.76565762662635173","AAMP","APC (Mutation, COAD)"
"0.11475812899782766863","23.15765426689675","1.7685230268104050744","0.080060440050133421797","0.43445952585993852","-4.43790377260641300","AAR2","APC (Mutation, COAD)"
"0.07347605299764836673","26.73859506501251","1.2491095161363987565","0.214576906624219354569","0.61161291847345922","-5.14946784507218958","AARS1","APC (Mutation, COAD)"
"0.05218914483532799409","24.68778844979802","0.9639950999601872850","0.337402381938139983575","0.71112521079850999","-5.43931638001155449","AARS2","APC (Mutation, COAD)"
"0.00050512223400289713","25.62577394238626","0.0081394526161277358","0.993522143642439847788","0.99821337938536236","-5.86978217951988501","AASDHPPT","APC (Mutation, COAD)"
"0.10485401974449004570","22.63215904740073","1.2840459182545278516","0.202129429035836444273","0.59919319220042355","-5.10897242422932063","AASS","APC (Mutation, COAD)"
"0.10302140251918956437","22.93785070940632","1.3664853757949679824","0.174889067752734189698","0.57168115279472376","-5.00915235308367279","AATF","APC (Mutation, COAD)"
"0.23138588466227005824","23.59316471672603","1.2951741305068131815","0.198278970064476506296","0.59619008243167804","-5.09584721846293842","ABAT","APC (Mutation, COAD)"
"0.16566440464987053360","21.97455696376356","1.3143697285888280568","0.191765560116397365542","0.59021529868419809","-5.07295042019722686","ABCA8","APC (Mutation, COAD)"
"0.57517871456843749911","22.51756101091606","3.7867250656638384854","0.000262227744911276619","0.05833375379980854","0.33002438583887805","ABCB1","APC (Mutation, COAD)"
"-0.14269895939258603335","23.04997409151621","-2.1266566812402718512","0.035940038808997681885","0.32155493588891165","-3.81448145622266876","ABCB10","APC (Mutation, COAD)"
"0.17666573793084694444","24.07394377956316","2.1989826988752678716","0.030212530410164389894","0.30299205702324700","-3.67591568469605479","ABCB7","APC (Mutation, COAD)"
"0.06352888023270963913","23.30997804607425","1.0815979952709384726","0.282064579994608044533","0.67222773297974014","-5.32857720169571358","ABCC1","APC (Mutation, COAD)"
"-0.12840651957384352500","23.57559580785801","-1.2155656991941696798","0.227047545508671150261","0.62706265125212135","-5.18733283640137088","ABCC3","APC (Mutation, COAD)"
"-0.00270874065614634674","25.39600575638240","-0.0362297503638059071","0.971172277150108342880","0.99203493991808112","-5.86920188434021384","ABCD3","APC (Mutation, COAD)"
"0.03751887808043719019","26.30887373794273","0.6482563406704529019","0.518323215291393024629","0.82509893012323354","-5.67459786401432265","ABCE1","APC (Mutation, COAD)"
"0.11598199885557392008","25.08523317754637","2.6879481480627731571","0.008438068264181926292","0.17902450963911601","-2.63228154002820558","ABCF1","APC (Mutation, COAD)"
"0.02880517370145696532","23.72116466537841","0.7183096530322438111","0.474261918363444667790","0.80404774477269125","-5.63025133087032081","ABCF3","APC (Mutation, COAD)"
"0.04181430086949333713","25.65836203320085","0.5695587399081646351","0.570269975374882220898","0.85715640647563685","-5.71904005467170862","ABHD10","APC (Mutation, COAD)"
