"categorical","continuous","p_value","test_method","effect_size","n_groups","n","p_adjusted","significant","var1_feature","var2_feature","method"
"COAD_Tumor_Stage_Clinical","COAD_ATF3_RNAseq","0.1580120722354507","Kruskal-Wallis","0.02174006859014174","4","105","0.1580120722354507",FALSE,"Tumor_Stage (Clinical, COAD)","ATF3 (RNAseq, COAD)","Kruskal-Wallis"
