"ID","Description","NES","pvalue","qvalue","size","leadingEdge","var_name"
"Epithelial mesenchymal transition","Epithelial mesenchymal transition","2.8202773971536437","0.000000000000000570474493581445725471018424016","0.0000000000000268123011983279497873911579971","121","DAB2,LAMA2,CAP2,CALD1,ITGA5,FERMT2,MYLK,COL5A3,TGM2,LAMC1,FLNA,VIM,ABI3BP,CXCL12,TPM2,PLOD2,MYL9,ACTA2,DST,COL6A3,NID2,SGCD,ELN,PDGFRB,WIPF1,NNMT,MMP14,PDLIM4,DPYSL3,TPM1,GREM1,FGF2,COL16A1,TAGLN,COL6A2,ITGB1,THY1,RHOB,CDH11,LGALS1,COL1A2,COL5A1,SGCB,COL4A1,COL4A2,TPM4,COL12A1,ITGAV,DCN,TIMP3,SERPINH1,MGP,FN1,LUM,MATN2,POSTN,SPARC,COL1A1,FSTL1,FAP,LOXL2,SNTB1,VCAN,COL3A1,MFAP5,BGN,BASP1,VCAM1,IGFBP3,NTM,FBN1,MMP2,PLOD1","ATF3 (RNAseq, COAD)"
"Oxidative phosphorylation","Oxidative phosphorylation","-2.4670321726656632","0.000000000000006929672068674025864223237762862","0.0000000000001628472936138396145145637818059","170","IDH1,ATP5ME,FH,AFG3L2,ATP5PO,HSPA9,FDX1,ATP5MG,ATP5PD,MRPS12,COX5B,COX5A,PRDX3,TIMM9,OAT,UQCRQ,SDHB,ATP5F1A,ACADM,DLST,GOT2,UQCRB,BDH2,MRPL34,SUCLG1,ATP5F1B,MDH2,ACADSB,SDHA,COX7B,ISCU,IMMT,ATP5PF,UQCRC1,ATP5PB,OPA1,ATP5F1C,TIMM50,IDH2,HTRA2,TOMM22,TIMM17A,TOMM70,RHOT2,MRPS22,ECH1,ECHS1,MGST3,COX7A2L,COX6A1,ATP1B1,VDAC1,MTX2,COX4I1,ATP5F1E,NDUFB5,ATP5F1D,SUCLA2,HADHA,HADHB,NDUFB1,NNT,MRPS11,PDHA1,LRPPRC,COX6C,DLD,HCCS,GLUD1,PDHB,GPI,IDH3A,MRPS15,SLC25A12,UQCRC2,SLC25A3,RHOT1,COX6B1,ACO2,VDAC2,ETFA,IDH3B,HSD17B10","ATF3 (RNAseq, COAD)"
"Myogenesis","Myogenesis","2.5069906577158654","0.000000000426458130732236601823545721890698808","0.0000000066811773814717067102034280250567183","77","DTNA,LAMA2,MYLK,CD36,FHL1,MYH11,SORBS1,MYO1C,TPM2,DMD,PFKM,PDLIM7,LSP1,COL6A3,SGCD,SMTN,DES,GNAO1,ACTA1,CRYAB,LDB3,ITGA7,PYGM,FGF2,TAGLN,COL6A2,ITGB1,SORBS3,NCAM1,GSN,PRNP,SVIL,AKT2,COL4A2,SOD3,IGFBP7,CNN3,HSPB8,PTGIS,COL15A1,CDH13,SPARC,COL1A1","ATF3 (RNAseq, COAD)"
"Coagulation","Coagulation","2.4698016860223295","0.000000001809336669624236179857148616647189582","0.0000000212597058680847749582251313919117885","73","VWF,F12,PECAM1,C3,CRIP2,FGA,APOC1,F9,SERPING1,PLEK,APOC3,APOA1,PLG,KLKB1,F2,ITIH1,HRG,MMP14,CSRP1,CPN1,C8G,A2M,C1QA,C1S,GSN,C8A,CTSH,CFH,C8B,TIMP3,MMP9,PROS1,FN1,SPARC,SERPINA1,CPB2","ATF3 (RNAseq, COAD)"
"Heme metabolism","Heme metabolism","2.3351280349927315","0.000000080194291200703259182493317074741367989","0.0000006977350054328967668835679259708992817","74","SPTB,SPTA1,ANK1,EPB42,GYPA,SLC4A1,SNCA,HBD,DMTN,FBXO7,ALAD,EPB41,C3,UBAC1,BCAM,TNS1,PICALM,RNF123,BLVRB,ADD1,BPGM,MPP1,CLIC2","ATF3 (RNAseq, COAD)"
"Complement","Complement","2.2402018148170049","0.000000089072553885050657286574110095556111588","0.0000006977350054328967668835679259708992817","98","DOCK10,WAS,C3,CD36,APOC1,F5,CPM,SERPING1,PLEK,GNG2,PLG,KLKB1,F2,ITIH1,DOCK9,MMP14,CSRP1,GNB4,C4BPB,LIPA,C1QA,C1S,CTSH,LCP2,COL4A2,CFH,S100A9,EHD1,FCN1,FN1,RBSN,CDH13,CTSL,SERPINA1,MMP12,S100A12,ATOX1,C1R,VCPIP1,GNAI3,C1QC,USP15,C2,APOA4,CLU,CASP7,LRP1,LAP3,ANG,PFN1,CASP10,CP,LGMN,C9,GMFB,TIMP2,ITGAM","ATF3 (RNAseq, COAD)"
"Apical junction","Apical junction","2.1386966403778818","0.000000536154915201199423597741046398912345694","0.0000035998972877794821164168515004178061645","102","MPZL1,VWF,PARVA,EVL,PECAM1,VCL,YWHAH,RSU1,MSN,MYL9,VAV2,ZYX,CD34,FYB1,ACTA1,ACTN1,NEXN,COL16A1,FLNC,PTPRC,ITGB1,THY1,CDH11,NEGR1,SORBS3,CADM3,ARPC2,MAP3K20,RRAS,TIAL1,CD276,AKT2,ACTG2,ACTB,THBS3,MMP9,ARHGEF6,CNN2,IKBKG,MYH10,GRB7,WASL,JAM3,VASP,VCAN,RAC2,CTNND1,ICAM1,CALB2","ATF3 (RNAseq, COAD)"
"MYC targets V1","MYC targets V1","-1.7988173659193765","0.000013807937013965442096916254322014339095404","0.0000811216299570469742252071254640100050892","182","PSMC6,PSMD1,PABPC4,PSMC4,C1QBP,PHB1,PSMD3,PSMD7,PSMA1,PSMA7,COX5A,TUFM,PRDX3,PSMD8,PSMA6,BUB3,SNRPG,GOT2,AIMP2,CCT5,PSMD14,EPRS1,HSPD1,CCT2,CLNS1A,TOMM70,SSB,SRSF3,SNRPD2,CAD,VDAC1,ERH,YWHAE,RUVBL2,MRPS18B,GSPT1,IMPDH2,RPS2,DDX18,PPM1G,MRPL23,CCT3,PRPS2,RRP9,FBL,PSMB3,NPM1,PA2G4,SLC25A3,EIF1AX,PSMA4,RNPS1,XPO1,NOLC1,G3BP1,HSPE1,CCT7,RPL14,SYNCRIP,PCBP1,NOP56,RPL18,NDUFAB1,PRPF31,EIF2S2,SNRPD3,NHP2,SRPK1,RPLP0,ACP1,SF3A1,RPS5,HNRNPR,NME1,EIF3J,RPL6,TRA2B,PSMB2,SERBP1,RAN,RPS6,HNRNPU,PHB2,PWP1,DUT,RPL34,CTPS1,LSM7,LSM2,HDAC2,RSL1D1,SNRPA1,SRSF2,DHX15,PTGES3,HNRNPC,SNRPA,EIF4A1,KPNA2,CYC1,POLE3,UBA2,DEK","ATF3 (RNAseq, COAD)"
"KRAS signaling up","KRAS signaling up","1.9905282499246493","0.000123784814020237737440185976645068421930773","0.0006464318065501304397604820373146594647551","54","PPBP,DNMBP,PECAM1,PLVAP,ENG,DOCK2,SERPINA3,AKAP12,EPB41L3,LCP1,PIGR,BPGM,GUCY1A1,F13A1,SPON1,AKT2,CFH,MMP9,PTBP2,SPARCL1,ABCB1","ATF3 (RNAseq, COAD)"
"UV response down","UV response down","1.7941966830472127","0.001211780809179732742997259720141300931572914","0.0056953698031447438920871206846641143783927","59","RBPMS,SDC2,DAB2,CAV1,CAP2,ATP2B4,LPAR1,LAMC1,KCNMA1,VAV2,PDGFRB,MAP1B,COL1A2,PRKAR2B,ATRX,COL1A1,NIPBL,PDLIM5,COL3A1,MGMT,NEK7","ATF3 (RNAseq, COAD)"
