"ID","Description","NES","pvalue","qvalue","size","leadingEdge","var_name"
"Hypoxia","Hypoxia","1.6921354719222399","0.002211807448562527929347698574247260694392025","0.0094504500074944364912399308309431944508106","81","GPC4,SDC2,DTNA,CAV1,CAVIN1,CSRP2,TGM2,STBD1,CAVIN3,ISG20,AKAP12,SRPX,PYGM,COL5A1,GBE1,TES,DCN,PCK1,P4HA2,PGM2,NDRG1,FBP1,BGN,PLIN2,PGM1,PDK1,GLRX,CDKN1B,IGFBP3,PGK1,LXN,AMPD3","ATF3 (RNAseq, COAD)"
"MYC targets V2","MYC targets V2","-1.7613973609248801","0.002762564641550942917680444566030928399413824","0.0108200448460745255602200032285509223584086","45","PHB1,SORD,RCL1,AIMP2,DCTPP1,HSPD1,TFB2M,NDUFAF4,LAS1L,TBRG4,RRP12,DDX18,UNG,RRP9,NPM1,PA2G4,MPHOSPH10,NOLC1,HSPE1,NOP56,NOP2","ATF3 (RNAseq, COAD)"
"Fatty acid metabolism","Fatty acid metabolism","-1.4729906796182743","0.006972264404869506562723024956085282610729337","0.0234068876449190568789227029355970444157720","114","IDH1,FH,MIX23,METAP1,D2HGDH,MCEE,ECI2,CRAT,ALDH3A2,CPOX,HIBCH,ACADM,DLST,SUCLG1,MDH2,GPD2,SDHA,CPT2,ECH1,ECHS1,SMS,UGDH,S100A10,SUCLG2,HMGCS2,EPHX1,BCKDHB,SUCLA2,HADHB,HSP90AA1,BPHL,PDHA1,GCDH,DLD,HCCS,CRYZ,PDHB,HADH,ACO2,ACAT2,IDH3B,HSD17B10","ATF3 (RNAseq, COAD)"
"Allograft rejection","Allograft rejection","1.4637795464504051","0.021136514949399168999955023195980174932628870","0.0614752980668575241263162922678020549938083","68","WAS,CFP,HCLS1,FLNA,IKBKB,F2,FYB1,IL16,PTPRC,THY1,PRKCB,TAP2,STAB1,LCP2,CD74,MMP9,ELANE,HLA-DRA","ATF3 (RNAseq, COAD)"
"mTORC1 signaling","MTORC1 signaling","-1.3887707271755840","0.021467945321158077992551582724445324856787920","0.0614752980668575241263162922678020549938083","137","IDH1,PSMC6,PSMC2,TUBA4A,PSMC4,RAB1A,HSPA9,SORD,USO1,SHMT2,M6PR,UCHL5,CACYBP,YKT6,CCT6A,PSMD14,IMMT,EPRS1,HSPD1,CD9,PSMD13,SLC2A1,PFKL,SQSTM1,FDXR,MTHFD2,GSR,SLC1A5,PDAP1,UNG,NMT1,PHGDH,RRP9,MAP2K3,GPI,RPA1,SDF2L1,PSMA4,TOMM40,HSPE1,CALR,PSMA3,RPN1,ME1,GMPS,EIF2S2","ATF3 (RNAseq, COAD)"
"IL-2/STAT5 signaling","IL-2/STAT5 signaling","1.4154919017737277","0.023543731174541178419179487946166773326694965","0.0614752980668575241263162922678020549938083","64","TGM2,ITIH5,CD48,MYO1C,COL6A1,CD81,RHOB,SNX9,PRNP,GBP4,GSTO1,GLIPR2,HUWE1,ITGAV,GUCY1B1,ABCB1,FGL2,MAPKAPK2,NDRG1,HOPX,P2RX4,FAH,PLIN2","ATF3 (RNAseq, COAD)"
"Estrogen response late","Estrogen response late","-1.4392385055739385","0.031146476152656341757074542897498758975416422","0.0722987569568312449241886952222557738423347","81","SFN,KRT19,LLGL2,GALE,TPD52L1,IMPA2,SORD,FLNB,ALDH3A2,LAMC2,TFF3,ST14,WFS1,DCXR,MAPK13,PKP3,SCARB1,IDH2,LSR,CD9,SLC27A2,PRSS23","ATF3 (RNAseq, COAD)"
"Hedgehog signaling","Hedgehog signaling","1.5693518114861422","0.033339512900001762318868969714458216913044453","0.0722987569568312449241886952222557738423347","12","PLG,L1CAM,THY1,CRMP1,DPYSL2,NRP2","ATF3 (RNAseq, COAD)"
"Angiogenesis","Angiogenesis","1.5819799042964031","0.033841971341495476199856540233668056316673756","0.0722987569568312449241886952222557738423347","18","VAV2,ITGAV,LUM,POSTN,FSTL1,VCAN,COL3A1,APOH,PRG2,SERPINA5,NRP1,COL5A2,VTN,PTK2","ATF3 (RNAseq, COAD)"
"IFN-alpha response","IFN-alpha response","1.4199599978437478","0.036338716100808188258497466449625790119171143","0.0742573763799123931494960970667307265102863","54","IRF9,ISG20,HLA-C,STAT2,C1S,TRIM14,GBP4,PARP12,PROCR,CD74,TDRD7,UBE2L6,MOV10,UBA7,OAS1,IFI30,NUB1","ATF3 (RNAseq, COAD)"
"Estrogen response early","Estrogen response early","-1.3566415922624020","0.061769616026711188228048854398366529494524002","0.1209654980523094114364113238480058498680592","65","SFN,KRT19,LAD1,TTC39A,TPD52L1,FLNB,ABLIM1,CANT1,TFF3,WFS1,SCARB1,PODXL,KRT8,SLC2A1,SLC27A2,PRSS23,ESRP2,B4GALT1,RRP12,THSD4,ZNF185,SLC16A1","ATF3 (RNAseq, COAD)"
"Inflammatory response","Inflammatory response","1.3249606638731550","0.095343680709534361916723810281837359070777893","0.1792461197339245970727716894543846137821674","37","ITGA5,LPAR1,CD48,PTPRE,MMP14,STAB1,LCP2,ICAM1,MSR1,P2RX4,ATP2A2,GNAI3,RELA","ATF3 (RNAseq, COAD)"
"IL-6/JAK2/STAT3 signaling","IL-6/JAK2/STAT3 signaling","1.3566666084850740","0.107623318385650229567218616466561798006296158","0.1945498447740600378441655493588768877089024","20","CD36,IRF9,A2M,PTPN1,STAT2,CD38","ATF3 (RNAseq, COAD)"
"IFN-gamma response","IFN-gamma response","1.2266474687191957","0.122891566265060245277673800501361256465315819","0.2139223560910308019611392182923736982047558","89","IRF9,SERPING1,ISG20,BPGM,PTPN1,STAT2,C1S,TRIM14,GBP4,PARP12,MX2,LCP2,CD38,CD74,CFH,TDRD7,RIGI,UBE2L6,FGL2,C1R,IFI30,ICAM1,HLA-DRB1,SAMHD1,VCAM1","ATF3 (RNAseq, COAD)"
"KRAS signaling down","KRAS signaling down","1.2503989106706788","0.194748358862144421710382857781951315701007843","0.3268990309471709876376621650706510990858078","15","COL2A1,ITIH3,COPZ2,MACROH2A2,SYNPO,AKR1B10,IDUA,UGT2B17,CAMK1D","ATF3 (RNAseq, COAD)"
"Apical surface","Apical surface","1.1944981212004104","0.222222222222222209886410837498260661959648132","0.3601532567049808286618883812479907646775246","13","GSTM3,SLC34A3,SRPX,THY1,HSPB1","ATF3 (RNAseq, COAD)"
"Apoptosis","Apoptosis","1.1285145238905518","0.233890214797136036795066615923133213073015213","0.3664280031821797734004064750479301437735558","78","CAV1,ISG20,PDGFRB,F2,CDK2,GSTM1,ADD1,RHOB,GSN,HSPB1,CD38,DCN,TIMP3,LUM,MGMT,PEA15,BGN,CDKN1B,RELA,MMP2,BCAP31,LMNA,DPYD,CLU,CASP7,FAS,TOP2A,CD44,TIMP2,PPT1,DNAJC3,PTK2,TAP1,ENO2,CASP1","ATF3 (RNAseq, COAD)"
"Adipogenesis","Adipogenesis","-1.0743576542880646","0.301164725457570725541955880544264800846576691","0.4456896551724137678363035774964373558759689","131","IDH1,PREB,ATP5PO,ATL2,CRAT,SCP2,PRDX3,UQCRQ,SDHB,HIBCH,ACADM,DBT,SUCLG1,MDH2,GPD2,COX7B,IMMT,SCARB1,UQCRC1,CPT2,CMPK1,ECH1,SOWAHC,PFKL,ECHS1,MGST3,COX6A1,PTCD3,SLC1A5,PEX14,SAMM50,NMT1,MCCC1,SQOR,DLD,SLC25A1,AK2,SLC27A1,HADH,AGPAT3,IDH3A","ATF3 (RNAseq, COAD)"
"Glycolysis","Glycolysis","-1.0910669998326148","0.303448275862068961306050596249406225979328156","0.4456896551724137678363035774964373558759689","108","IDH1,DSC2,PSMC4,COG2,GALE,QSOX1,RARS1,ALDH7A1,TFF3,GOT2,HAX1,MDH2,GMPPB,B3GNT3,PKP2,SAP30,CLDN3,PFKP,AGL,B4GALT1,SDC1,GMPPA,AK3,UGP2,ME2,PKM,KDELR3,DLD,GFUS,FAM162A,CAPN5,GYS1,PMM2,SLC25A13,GALK1,ME1","ATF3 (RNAseq, COAD)"
"Unfolded protein response","Unfolded protein response","-1.0536448870023389","0.346801346801346777048991043557180091738700867","0.4939291908988878709863001859048381447792053","76","PREB,HSPA9,PDIA6,SHC1,KIF5B,WFS1,ARFGAP1,PARN,RPS14,EXOC2,MTHFD2,ALDH18A1,KDELR3,RRP9,NPM1,PDIA5,NOLC1,CALR,NOP56,EEF2,NHP2,LSM4","ATF3 (RNAseq, COAD)"
"TNF-alpha signaling via NF-kB","TNF-alpha signaling via NF-kB","1.0680044958517703","0.369230769230769251265655839233659207820892334","0.5104072398190045989352370270353276282548904","31","PLEK,PTPRE,RHOB,RIGI,EHD1,TUBB2A,DNAJB4,PDLIM5,ICAM1,NFKB2,MARCKS,RELA,TNC,CD44,PTX3,TNFAIP2","ATF3 (RNAseq, COAD)"
"DNA repair","DNA repair","-1.0323817944321942","0.391666666666666662965923251249478198587894440","0.5171654929577464976375722471857443451881409","86","CANT1,RPA2,DCTN4,ADRM1,GTF3C5,NT5C3A,DGUOK,RALA,IMPDH2,GMPR2,SDCBP,POLR2G,AK3,NELFE,GTF2B,RPA3,POLR1D,SF3A3,VPS37B,DAD1,APRT,TSG101,POLB,RNMT,UMPS,GTF2F1,NME1,RFC3,MRPL40,NME3,DUT,ALYREF,NUDT9,RFC5,RFC2","ATF3 (RNAseq, COAD)"
"Androgen response","Androgen response","-1.0407227105511663","0.396126760563380309054792860479210503399372101","0.5171654929577464976375722471857443451881409","51","KRT19,SORD,VAPA,ADRM1,TPD52,STK39,KRT8,NGLY1,SMS,GSR,B4GALT1,RRP12,PA2G4,INPP4B,RPS6KA3","ATF3 (RNAseq, COAD)"
"Reactive oxygen species pathway","Reactive oxygen species pathway","0.9718287669735116","0.484848484848484861942097268183715641498565674","0.6158886158886158757042039724183268845081329","32","LSP1,PRNP,ATOX1,PRDX2,MPO,GCLC,PRDX4,GLRX,PDLIM1,MBP","ATF3 (RNAseq, COAD)"
"TGF-beta signaling","TGF-beta signaling","0.9175434049314474","0.601789709172259490443934737413655966520309448","0.7443188508183209428636928350897505879402161","19","ENG,FNTA,FKBP1A,RAB31,PPP1CA,RHOA,THBS1","ATF3 (RNAseq, COAD)"
"Bile acid metabolism","Bile acid metabolism","-0.8942329115902513","0.632058287795992712609915997745702043175697327","0.7617112699079912063737651806150097399950027","40","IDH1,SCP2,ABCD3,SLC35B2,GSTK1,IDH2,SLC27A2,FDXR,NPC1,PECR,PEX1,SULT1B1","ATF3 (RNAseq, COAD)"
"Xenobiotic metabolism","Xenobiotic metabolism","0.8891545673641498","0.698296836982968405216354312869952991604804993","0.8204987834549879455181553566944785416126251","90","ITIH4,CD36,BLVRB,PLG,ITIH1,HRG,SERPINA6,PTGR1,ADH1C,SSR3,APOE,GSTO1,CES1,PROS1,DDAH2,PDLIM5,ACP2,HSD17B2,GCLC,FBP1,FAH,ARPP19,ATP2A2,TKFC","ATF3 (RNAseq, COAD)"
"Mitotic spindle","Mitotic spindle","-0.8701401632376674","0.730103806228373675146769983257399871945381165","0.8369482656764283268202575527539011090993881","103","ARHGAP27,TUBA4A,ARF6,ABR,PPP4R2,FLNB,ARHGAP5,KIF5B,RALBP1,CD2AP,BCR,ARFIP2,DLG1,SPTBN1,RHOT2,YWHAE,ABI1,NF1,RAB3GAP1,SPTAN1,TBCD,CKAP5,WASF2,ARL8A,LRPPRC,CDC27","ATF3 (RNAseq, COAD)"
"Spermatogenesis","Spermatogenesis","-0.7553076215816066","0.826958105646630192708812501223292201757431030","0.9254054991759909087889468537468928843736649","25","TSN,STAM2,ZC3H14,AGFG1,CLPB","ATF3 (RNAseq, COAD)"
"UV response up","UV response up","0.8069674645598677","0.880778588807785922654147725552320480346679688","0.9424061433447098456994694970489945262670517","84","COL2A1,AGO2,APOM,TGFBRAP1,MMP14,CDK2,RXRB,C4BPB,RHOB,PDLIM3,H2AX,HSPA2,DDX21,ABCB1,CDC34,ICAM1,WIZ,FEN1,ARRB2","ATF3 (RNAseq, COAD)"
"PI3K/AKT/mTOR signaling","PI3K/AKT/mTOR signaling","-0.7671387435022541","0.882252559726962481967404983151936903595924377","0.9424061433447098456994694970489945262670517","61","SFN,RPTOR,RALB,MAP2K6,MAPK9,RPS6KA1,SLC2A1,SQSTM1","ATF3 (RNAseq, COAD)"
"G2M checkpoint","G2M checkpoint","-0.7012106785838375","0.953333333333333365899875389004591852426528931","0.9831829368334701335641057085013017058372498","86","DTYMK,UPF1,PRMT5,RPA2,BUB3,KIF5B,CHMP1A,CUL3","ATF3 (RNAseq, COAD)"
"E2F targets","E2F targets","0.7377987909233503","0.962264150943396234794136034906841814517974854","0.9831829368334701335641057085013017058372498","103","PSIP1,SMC3,PRPS1,H2AX,HMGB3,SMC1A,CBX5,POLD1,TMPO,PDS5B,DNMT1,NBN,PRKDC,RAD50,CNOT9,HNRNPD,PRDX4,HMGA1,RAD21,CDKN1B,MAD2L1,CDKN2C,MRE11,EIF2S1,NASP,IPO7,DCK,TOP2A,EXOSC8,SMC4,RBBP7,MKI67,LIG1,CTCF,NCAPD2,MCM6,UBR7","ATF3 (RNAseq, COAD)"
"Cholesterol homeostasis","Cholesterol homeostasis","-0.6034997570445606","0.985239852398523963117327184590976685285568237","0.9852398523985239631173271845909766852855682","38","PCYT2,MVK,CD9,ALCAM,ECH1,FDPS,S100A11,ETHE1,ACAT2,HSD17B7,IDI1,DHCR7,CTNNB1,ALDOC,LGALS3","ATF3 (RNAseq, COAD)"
"IFN-gamma response","IFN-gamma response","-3.0882668765186185","0.000000000000000000074047452866848837995406374","0.0000000000000000034802302847418953737470374","89","PARP14,OAS3,RNF213,NMI,IFI35,ISG15,WARS1,OAS2,FAS,PFKP,MX1,DDX60,IFIT3,UPP1,ADAR,GZMA,UBE2L6,PSMB9,ISG20,BST2,PSME2,PSMB10,STAT1,TAP1,RIPK1,MTHFD2,IFIT1,ICAM1,STAT3,PSMB8,GBP4,TRIM21,TAPBP,CASP7,PSMA3,LCP2,TNFAIP2,PTPN6,IRF9,MVP,PSME1,HLA-A,VAMP8,PSMB2,TXNIP,TRIM26,RIGI,STAT2,CD74,PML,EIF2AK2,CASP3,TDRD7,SAMHD1,LAP3,CMPK2,TOR1B,CD38,PARP12","JUN (RNAseq, COAD)"
"Oxidative phosphorylation","Oxidative phosphorylation","2.4781775965724018","0.000000000000016513965670139437080507020630773","0.0000000000003880781932482767556146968804029","170","TIMM10,ABCB7,PDHB,SUCLA2,PDHA1,NDUFS7,PDP1,MTX2,TOMM70,NDUFS8,HSD17B10,HADHA,DLAT,MRPL15,SLC25A6,HADHB,TIMM13,MRPL11,DECR1,NDUFA3,UQCRC2,IMMT,ACAA2,LRPPRC,ALDH6A1,VDAC3,OPA1,SUCLG1,UQCRB,UQCRQ,UQCRC1,UQCR10,MRPS30,PDHX,ETFB,NDUFS3,MRPS15,NDUFS2,CPT1A,NDUFC2,NDUFB3,UQCRFS1,MGST3,CS,NDUFA8,CYB5R3,ISCU,NDUFA2,MFN2,PMPCA,NDUFAB1,SLC25A3,SLC25A5,VDAC1,HTRA2,UQCRH,NDUFS1,SLC25A12,AIFM1,GOT2,ACAT1,RHOT1,NDUFV1,IDH3G,SURF1,COX4I1,MRPS22,MDH2,MRPS11,NDUFA9,TOMM22,ETFA,NDUFA5,IDH3A,DLD,BDH2,CYC1,COX7A2L,GLUD1,SLC25A20,NDUFV2,NNT,IDH3B,OGDH,COX7B,ACAA1,SLC25A11,NDUFB1,NDUFB7,TIMM9,COX6B1,NDUFB4,NDUFS4,MAOB,ECH1,ACO2,NDUFS6,SUPV3L1,TIMM50,COX7C,MDH1,NDUFB5,SLC25A4,ECI1,COX6A1,PRDX3,COX6C,MRPS12","JUN (RNAseq, COAD)"
"IFN-alpha response","IFN-alpha response","-2.8052293857623152","0.000000000014785302249158604344704031187144266","0.0000000002316364019034847906297822626477123","54","PARP14,PARP9,NMI,IFI35,ISG15,WARS1,MX1,DDX60,IFIT3,ADAR,UBE2L6,PSMB9,ISG20,BST2,PSME2,GBP2,TAP1,UBA7,PSMB8,GBP4,TRIM21,PSMA3,IRF9,PSME1,TXNIP,TRIM26,STAT2,CD74,EIF2AK2,TDRD7,MOV10,LAP3,CMPK2,PARP12","JUN (RNAseq, COAD)"
"Allograft rejection","Allograft rejection","-2.4776650583670388","0.000000001984380356090586513838774386769142621","0.0000000233164691840643911240152927680235884","68","WARS1,GALNT1,FAS,LYN,GZMA,BCL10,GBP2,PSMB10,HLA-E,CSK,STAT1,NCF4,IL18,TAP1,ICAM1,FYB1,TAPBP,LCP2,EIF3A,PTPN6,PTPRC,ITGB2,IL16,TPD52,HLA-A,TAP2,CD74,MMP9,WAS,EGFR,AARS1,ITGAL,HCLS1,TIMP1,PRKCB,NCK1,EIF3D,ELANE,CTSS,NME1,AKT1","JUN (RNAseq, COAD)"
"Adipogenesis","Adipogenesis","2.0751154395796689","0.000000152796842612137208997430339214862460295","0.0000014362903205540897275181537462440672925","131","COQ9,ATP1B3,MTCH2,COQ5,DLAT,MRPL15,SAMM50,DECR1,HADH,CAVIN1,IMMT,SORBS1,ACAA2,SUCLG1,MYLK,UQCRQ,UQCRC1,ALDH2,UQCR10,PTCD3,ETFB,NDUFS3,SLC25A1,ACOX1,LPCAT3,YWHAG,FAH,MGST3,CS,SNCG,HIBCH,NDUFAB1,CAVIN2,LIPE,LAMA4,TST,ITIH5,ITGA7,FABP4,AIFM1,IDH3G,MCCC1,BCL2L13,DBT,DHCR7,MDH2,COL4A1,NDUFA5,IDH3A,HSPB8,DLD,CYC1,CD151,CD36,CPT2,EPHX2,PLIN2,COX7B,RAB34,NDUFB7,MTARC2,ECH1,APLP2,ACO2","JUN (RNAseq, COAD)"
"UV response down","UV response down","2.0870365323398632","0.000013662776999533240244728664325446487737281","0.0001070250864963437104505211694416288992215","59","SDC2,VAV2,ADD3,MIOS,NIPBL,MRPS31,BCKDHB,ATRX,DMAC2L,CAP2,DAB2,EFEMP1,FBLN5,RBPMS,CAV1,ATP2B4,MAP1B,PDGFRB,LTBP1,PDLIM5,FHL2,SRI,CDKN1B,KCNMA1,LAMC1,COL3A1,ANXA4","JUN (RNAseq, COAD)"
"mTORC1 signaling","MTORC1 signaling","-1.8230801501974212","0.000030906590840245854346236137333292504081328","0.0002075156813559364554506309064052516077936","137","HSPA5,SDF2L1,WARS1,ME1,CACYBP,USO1,HSP90B1,PSMC2,UCHL5,SQSTM1,TXNRD1,CALR,SSR1,MTHFD2,HK2,IDH1,CORO1A,ASNS,MCM4,HMGCS1,SHMT2,PSAT1,RRM2,PSMA3,M6PR,MCM2,EPRS1,G6PD,MAP2K3,ITGB2,GLRX,SYTL2,GOT1,NHERF1,ENO1,CTSC,PHGDH,P4HA1,RDH11,PSMC4,HMBS,PSMC6,SEC11A,DHFR,ERO1A,ACSL3,RPA1,TBK1,NMT1,IDI1,GPI,CYP51A1,PITPNB,PSMD13,ACLY,RAB1A,SLC2A1,ATP6V1D,PSMA4","JUN (RNAseq, COAD)"
"Glycolysis","Glycolysis","-1.7760152609601394","0.000283128427340372564990217396641014602209907","0.0014785595649997233889255676686502738448326","108","KDELR3,HSPA5,GMPPB,HDLBP,PFKP,GNE,GMPPA,ME1,SAP30,PYGL,ISG20,COPB2,SLC16A3,GYS1,HK2,CDK1,AGL,IDH1,QSOX1,CD44,PKM,GALE,ME2,TFF3,G6PD,GLRX,GFUS,GOT1,DSC2,PRPS1,ENO1,P4HA1,P4HA2,PSMC4,EGFR,FKBP4,B4GALT1,PLOD1,NOL3,STMN1,ERO1A","JUN (RNAseq, COAD)"
"Myogenesis","Myogenesis","1.7876087275748005","0.000458553427396773028053289511518642029841430","0.0021552011087648333294286562278330166009255","77","FHL1,EIF4A2,SORBS3,CDH13,DAPK2,SORBS1,DES,DTNA,PDLIM7,MYLK,FGF2,SOD3,TPM2,LDB3,SMTN,CNN3,MYH11,GSN,TAGLN,SGCD,CRYAB,ITGA7,GNAO1,DMD,PRNP,CKB,SVIL,HSPB8,COL4A2,PC,CD36,BIN1,LAMA2,ITGB1,IGFBP7,COL3A1,NCAM1,PTGIS,ACTA1","JUN (RNAseq, COAD)"
