"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","SMAD3","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","12.6","4","5","Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=7); GTEx--Coexpression(rank=209); Enrichr--Queries(rank=271); ARCHS4--Coexpression(rank=853)","45","rank=4; score=4.0863; p=8.1977e-05","rank=12; score=4.3358; direction=Activated","rank=12; score=131.68; p=2.2567e-18; adjP=5.6041e-16","rank=29; score=2.3116; p=0.0048798","rank=6; score=4.6666; p=3.0624e-06; direction=Activated"
"2","SMAD4","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","15.2","6","5","Literature--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=153); Enrichr--Queries(rank=1271); ARCHS4--Coexpression(rank=1468); GTEx--Coexpression(rank=1505)","370","rank=9; score=3.5239; p=0.00029932","rank=31; score=3.3275; direction=Activated","rank=6; score=47.705; p=9.5276e-06; adjP=0.00037699","rank=22; score=2.5965; p=0.0025323","rank=8; score=4.1219; p=3.7584e-05; direction=Activated"
"3","TP53","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","18.2","1","5","Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=20); GTEx--Coexpression(rank=492); ARCHS4--Coexpression(rank=614); Enrichr--Queries(rank=1020)","65","rank=1; score=8.6716; p=2.1303e-09","rank=3; score=6.1658; direction=Activated","rank=3; score=74.519; p=1.3654e-10; adjP=2.543e-08","rank=2; score=5.3392; p=4.5797e-06","rank=82; score=2.1209; p=0.033932; direction=Activated"
"4","ESR1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.0","3","6","ENCODE--ChIP-seq(rank=14); Literature--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=18); ARCHS4--Coexpression(rank=163); Enrichr--Queries(rank=430); GTEx--Coexpression(rank=735)","229","rank=3; score=4.2797; p=5.2523e-05","rank=28; score=3.5513; direction=Activated","rank=15; score=79.382; p=1.0837e-06; adjP=3.8444e-05","rank=5; score=5.1264; p=7.4752e-06","rank=134; score=1.8188; p=0.06894; direction=Activated"
"5","GATA3","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.2","16","6","ENCODE--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=9); Literature--ChIP-seq(rank=35); Enrichr--Queries(rank=50); GTEx--Coexpression(rank=70); ARCHS4--Coexpression(rank=88)","116","rank=16; score=2.9039; p=0.0012476","rank=38; score=2.9904; direction=Activated","rank=26; score=12.92; p=0.00045085; adjP=0.0038939","rank=71; score=1.2744; p=0.053156","rank=45; score=2.6188; p=0.0088231; direction=Activated"
"6","ETS1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","41.8","2","6","ENCODE--ChIP-seq(rank=69); Enrichr--Queries(rank=153); Literature--ChIP-seq(rank=160); ARCHS4--Coexpression(rank=174); ReMap--ChIP-seq(rank=222); GTEx--Coexpression(rank=312)","376","rank=2; score=4.6133; p=2.4363e-05","rank=99; score=1.8982; direction=Activated","rank=52; score=39.036; p=0.00039247; adjP=0.0082961","rank=12; score=3.4062; p=0.00039248","rank=44; score=2.6369; p=0.0083676; direction=Activated"
"7","KLF4","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","50.4","6","5","ARCHS4--Coexpression(rank=23); GTEx--Coexpression(rank=24); ReMap--ChIP-seq(rank=44); Literature--ChIP-seq(rank=48); Enrichr--Queries(rank=57)","50","rank=21; score=2.6724; p=0.0021261","rank=26; score=3.6353; direction=Activated","rank=27; score=98.558; p=2.6939e-05; adjP=0.0012623","rank=6; score=4.5696; p=2.694e-05","rank=172; score=1.6494; p=0.099074; direction=Activated"
"8","STAT1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","50.6","5","6","ENCODE--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=56); Literature--ChIP-seq(rank=100); ARCHS4--Coexpression(rank=193); GTEx--Coexpression(rank=253); Enrichr--Queries(rank=876)","412","rank=5; score=3.9727; p=0.00010648","rank=15; score=4.1212; direction=Activated","rank=127; score=13.609; p=0.029929; adjP=0.080786","rank=63; score=1.3907; p=0.040673","rank=43; score=2.6551; p=0.0079287; direction=Activated"
"9","TP63","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","53.8","13","5","ARCHS4--Coexpression(rank=4); GTEx--Coexpression(rank=6); Literature--ChIP-seq(rank=11); Enrichr--Queries(rank=16); ReMap--ChIP-seq(rank=27)","7","rank=65; score=1.1747; p=0.066883","rank=42; score=2.7923; direction=Activated","rank=13; score=47.634; p=4.7801e-10; adjP=7.1223e-08","rank=69; score=1.3611; p=0.043538","rank=80; score=2.1379; p=0.032523; direction=Activated"
"10","ATF2","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","60.8","13","5","ENCODE--ChIP-seq(rank=98); ReMap--ChIP-seq(rank=223); ARCHS4--Coexpression(rank=1228); GTEx--Coexpression(rank=1304); Enrichr--Queries(rank=1347)","1571","rank=74; score=0.99818; p=0.10042","rank=67; score=2.3673; direction=Activated","rank=56; score=59.381; p=0.00068085; adjP=0.012189","rank=13; score=3.1669; p=0.00068087","rank=94; score=2.0368; p=0.04167; direction=Activated"
