"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ENRICHR","TRRUST","CollecTRI"
"1","E2F4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.333333333333333","1","6","ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=3); Enrichr--Queries(rank=156); ARCHS4--Coexpression(rank=637); GTEx--Coexpression(rank=1140)","32","rank=1; score=1160.4; p=8.2834e-73; adjP=8.6148e-71","rank=2; score=5.8804; p=1.317e-06","rank=1; score=8.6709; p=4.2871e-18; direction=Repressed"
"2","E2F1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","2.000000000000000","1","6","GTEx--Coexpression(rank=5); ReMap--ChIP-seq(rank=5); Enrichr--Queries(rank=8); ARCHS4--Coexpression(rank=9); ENCODE--ChIP-seq(rank=36); Literature--ChIP-seq(rank=37)","11","rank=3; score=71.973; p=6.5657e-14; adjP=9.8355e-12","rank=1; score=7.4828; p=3.2903e-08","rank=2; score=6.376; p=1.8177e-10; direction=Repressed"
"3","TP53","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","5.666666666666667","3","5","ARCHS4--Coexpression(rank=22); Literature--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=136); Enrichr--Queries(rank=206); GTEx--Coexpression(rank=228)","47","rank=6; score=32.248; p=1.8565e-05; adjP=0.0022464","rank=3; score=4.7313; p=1.8567e-05","rank=8; score=3.7784; p=0.00015785; direction=Repressed"
"4","E2F3","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","15.666666666666666","5","3","ARCHS4--Coexpression(rank=27); Enrichr--Queries(rank=30); GTEx--Coexpression(rank=845)","59","rank=11; score=88.677; p=0.00037124; adjP=0.026952","rank=5; score=3.4303; p=0.00037125","rank=31; score=2.508; p=0.012142; direction=Repressed"
"5","BRCA1","ENRICHR;TRRUST;CollecTRI","3","ENRICHR;TRRUST;CollecTRI","27.666666666666668","10","0","",NA,"rank=17; score=19.747; p=0.0028707; adjP=0.10421","rank=10; score=2.542; p=0.0028708","rank=56; score=2.154; p=0.031243; direction=Repressed"
"6","USF1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","36.666666666666664","6","5","ReMap--ChIP-seq(rank=32); ENCODE--ChIP-seq(rank=77); GTEx--Coexpression(rank=400); ARCHS4--Coexpression(rank=552); Enrichr--Queries(rank=857)","411","rank=15; score=27.482; p=0.00056096; adjP=0.033938","rank=6; score=3.2511; p=0.00056098","rank=89; score=1.9023; p=0.057133; direction=Activated"
"7","CTNNB1","ENRICHR;TRRUST;CollecTRI","3","ENRICHR;TRRUST;CollecTRI","37.000000000000000","12","0","",NA,"rank=32; score=27.87; p=0.005104; adjP=0.14481","rank=12; score=2.2921; p=0.0051041","rank=67; score=2.0718; p=0.038283; direction=Activated"
"8","GATA6","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","42.333333333333336","19","5","Literature--ChIP-seq(rank=56); ReMap--ChIP-seq(rank=180); Enrichr--Queries(rank=215); ARCHS4--Coexpression(rank=351); GTEx--Coexpression(rank=1393)","559","rank=57; score=41.491; p=0.0097755; adjP=0.11528","rank=19; score=2.0099; p=0.0097756","rank=51; score=2.2173; p=0.026603; direction=Activated"
"9","FOXM1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","46.333333333333336","2","6","ENCODE--ChIP-seq(rank=1); Enrichr--Queries(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ARCHS4--Coexpression(rank=6)","2","rank=2; score=5254.4; p=9.5523e-72; adjP=7.1547e-69","rank=46; score=1.2382; p=0.057784","rank=91; score=1.8933; p=0.05832; direction=Repressed"
"10","PPARA","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","46.666666666666664","24","3","ARCHS4--Coexpression(rank=620); Enrichr--Queries(rank=889); GTEx--Coexpression(rank=1166)","1148","rank=91; score=13.53; p=0.015854; adjP=0.19237","rank=24; score=1.7999; p=0.015854","rank=25; score=2.7365; p=0.0062106; direction=Activated"
