"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","VIPER","CollecTRI"
"1","E2F4","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.000000000000000","1","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=2); Enrichr--Queries(rank=61); ARCHS4--Coexpression(rank=178); GTEx--Coexpression(rank=540)","19","rank=1; score=60.023; p=9.4804e-61","rank=1; score=13.275; direction=Repressed","rank=1; score=14.003; p=1.4862e-44; direction=Repressed"
"2","E2F1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","2.000000000000000","2","6","Literature--ChIP-seq(rank=3); Enrichr--Queries(rank=6); ENCODE--ChIP-seq(rank=7); GTEx--Coexpression(rank=7); ReMap--ChIP-seq(rank=8); ARCHS4--Coexpression(rank=11)","12","rank=2; score=20.597; p=2.5274e-21","rank=2; score=7.2988; direction=Repressed","rank=2; score=5.5779; p=2.4347e-08; direction=Repressed"
"3","E2F3","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6.666666666666667","3","3","ARCHS4--Coexpression(rank=18); Enrichr--Queries(rank=29); GTEx--Coexpression(rank=839)","36","rank=9; score=4.7625; p=1.7279e-05","rank=8; score=4.7963; direction=Repressed","rank=3; score=4.9645; p=6.8867e-07; direction=Repressed"
"4","MYC","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","8.333333333333334","6","6","Literature--ChIP-seq(rank=5); ENCODE--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=31); Enrichr--Queries(rank=111); ARCHS4--Coexpression(rank=118); GTEx--Coexpression(rank=271)","111","rank=11; score=3.4535; p=0.00035194","rank=6; score=4.9303; direction=Repressed","rank=8; score=3.3817; p=0.00072036; direction=Repressed"
"5","FOXM1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","9.666666666666666","4","6","Enrichr--Queries(rank=1); GTEx--Coexpression(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=2); ARCHS4--Coexpression(rank=5)","2","rank=5; score=8.5166; p=3.0434e-09","rank=4; score=5.4883; direction=Repressed","rank=20; score=2.5136; p=0.01195; direction=Repressed"
"6","TFDP1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","15.000000000000000","3","4","GTEx--Coexpression(rank=4); ReMap--ChIP-seq(rank=6); ARCHS4--Coexpression(rank=16); Enrichr--Queries(rank=16)","9","rank=3; score=11.341; p=4.5591e-12","rank=7; score=4.8451; direction=Repressed","rank=35; score=2.1416; p=0.032228; direction=Repressed"
"7","FOXO3","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","29.000000000000000","5","4","Literature--ChIP-seq(rank=19); ARCHS4--Coexpression(rank=417); Enrichr--Queries(rank=627); GTEx--Coexpression(rank=743)","423","rank=22; score=1.4363; p=0.036617","rank=60; score=2.1942; direction=Activated","rank=5; score=3.6661; p=0.00024632; direction=Activated"
"8","E2F5","DoRothEA;VIPER;CollecTRI","4","DoRothEA;ChEA3;VIPER;CollecTRI","30.000000000000000","16","4","ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=58); GTEx--Coexpression(rank=196); ARCHS4--Coexpression(rank=243)","45","rank=16; score=1.6357; p=0.023136","rank=49; score=2.4549; direction=Repressed","rank=25; score=2.4469; p=0.014407; direction=Repressed"
"9","ZFX","DoRothEA;VIPER;CollecTRI","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","35.000000000000000","5","5","ReMap--ChIP-seq(rank=41); Literature--ChIP-seq(rank=54); Enrichr--Queries(rank=774); ARCHS4--Coexpression(rank=849); GTEx--Coexpression(rank=986)","499","rank=55; score=0.56657; p=0.27129","rank=5; score=5.1728; direction=Repressed","rank=45; score=1.9461; p=0.051648; direction=Activated"
"10","MYBL2","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.333333333333336","13","6","Enrichr--Queries(rank=3); Literature--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=6); GTEx--Coexpression(rank=10); ReMap--ChIP-seq(rank=10); ENCODE--ChIP-seq(rank=20)","7","rank=13; score=2.0391; p=0.0091387","rank=84; score=1.9101; direction=Repressed","rank=15; score=2.6985; p=0.006965; direction=Repressed"
