"TF","DLD1_HCT15_SW48","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"NFE2L2","-0.240257109601755003","-0.240257109601755003","0.240257109601755003","Repressed","239","viper","239","0.240257109601755003",NA,NA,"5","ARCHS4--Coexpression(rank=10); Literature--ChIP-seq(rank=31); GTEx--Coexpression(rank=42); ReMap--ChIP-seq(rank=191); Enrichr--Queries(rank=277)","21","0.006143000000000000","ARCHS4 Coexpression,0.006143"
"ATF1","-0.237058896134789865","-0.237058896134789865","0.237058896134789865","Repressed","240","viper","240","0.237058896134789865",NA,NA,"5","ENCODE--ChIP-seq(rank=58); ReMap--ChIP-seq(rank=134); GTEx--Coexpression(rank=847); Enrichr--Queries(rank=1230); ARCHS4--Coexpression(rank=1416)","1256","0.451199999999999990","ReMap ChIP-seq,0.4512"
"ZFX","-0.232490153801202221","-0.232490153801202221","0.232490153801202221","Repressed","241","viper","241","0.232490153801202221",NA,NA,"5","Literature--ChIP-seq(rank=151); ReMap--ChIP-seq(rank=279); ARCHS4--Coexpression(rank=432); GTEx--Coexpression(rank=1077); Enrichr--Queries(rank=1106)","860","0.265400000000000025","ARCHS4 Coexpression,0.2654"
"SPI1","0.231656992206237450","0.231656992206237450","0.231656992206237450","Activated","242","viper","242","0.231656992206237450",NA,NA,"6","ENCODE--ChIP-seq(rank=30); ReMap--ChIP-seq(rank=30); Literature--ChIP-seq(rank=38); GTEx--Coexpression(rank=383); ARCHS4--Coexpression(rank=386); Enrichr--Queries(rank=551)","361","0.101000000000000006","ReMap ChIP-seq,0.101"
"CTCFL","0.195151470326966892","0.195151470326966892","0.195151470326966892","Activated","243","viper","243","0.195151470326966892",NA,NA,"5","ENCODE--ChIP-seq(rank=110); ReMap--ChIP-seq(rank=283); Enrichr--Queries(rank=582); ARCHS4--Coexpression(rank=1221); GTEx--Coexpression(rank=1350)","1196","0.414499999999999980","Enrichr Queries,0.4145"
"BACH1","0.180192573030314218","0.180192573030314218","0.180192573030314218","Activated","244","viper","244","0.180192573030314218",NA,NA,"6","Literature--ChIP-seq(rank=25); ENCODE--ChIP-seq(rank=79); Enrichr--Queries(rank=80); ReMap--ChIP-seq(rank=147); ARCHS4--Coexpression(rank=309); GTEx--Coexpression(rank=552)","215","0.056980000000000003","Enrichr Queries,0.05698"
"SP2","0.178829658675933589","0.178829658675933589","0.178829658675933589","Activated","245","viper","245","0.178829658675933589",NA,NA,"5","ENCODE--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=291); Enrichr--Queries(rank=506); ARCHS4--Coexpression(rank=719); GTEx--Coexpression(rank=724)","1093","0.360399999999999998","Enrichr Queries,0.3604"
"KLF13","-0.175784457126089422","-0.175784457126089422","0.175784457126089422","Repressed","246","viper","246","0.175784457126089422",NA,NA,"4","ReMap--ChIP-seq(rank=33); ARCHS4--Coexpression(rank=264); Enrichr--Queries(rank=531); GTEx--Coexpression(rank=1081)","396","0.111100000000000004","ReMap ChIP-seq,0.1111"
"CREB3","0.168822847924205321","0.168822847924205321","0.168822847924205321","Activated","247","viper","247","0.168822847924205321",NA,NA,"4","ReMap--ChIP-seq(rank=73); Enrichr--Queries(rank=141); ARCHS4--Coexpression(rank=370); GTEx--Coexpression(rank=461)","358","0.100400000000000003","Enrichr Queries,0.1004"
"SOX13","0.160584946464868955","0.160584946464868955","0.160584946464868955","Activated","248","viper","248","0.160584946464868955",NA,NA,"4","ReMap--ChIP-seq(rank=28); Enrichr--Queries(rank=235); GTEx--Coexpression(rank=629); ARCHS4--Coexpression(rank=694)","340","0.094280000000000003","ReMap ChIP-seq,0.09428"
"HNF1A","-0.141310824312437522","-0.141310824312437522","0.141310824312437522","Repressed","249","viper","249","0.141310824312437522",NA,NA,"3","ARCHS4--Coexpression(rank=214); GTEx--Coexpression(rank=398); Enrichr--Queries(rank=908)","458","0.131399999999999989","ARCHS4 Coexpression,0.1314"
"HINFP","-0.125871067227041639","-0.125871067227041639","0.125871067227041639","Repressed","250","viper","250","0.125871067227041639",NA,NA,"3","ReMap--ChIP-seq(rank=68); GTEx--Coexpression(rank=330); ARCHS4--Coexpression(rank=630)","704","0.205399999999999999","GTEx Coexpression,0.2054"
"TP73","0.121941030725050886","0.121941030725050886","0.121941030725050886","Activated","251","viper","251","0.121941030725050886",NA,NA,"3","GTEx--Coexpression(rank=311); Enrichr--Queries(rank=597); ARCHS4--Coexpression(rank=920)","668","0.193500000000000005","GTEx Coexpression,0.1935"
"ELF5","-0.113132019217794796","-0.113132019217794796","0.113132019217794796","Repressed","252","viper","252","0.113132019217794796",NA,NA,"5","Literature--ChIP-seq(rank=132); ReMap--ChIP-seq(rank=159); Enrichr--Queries(rank=206); ARCHS4--Coexpression(rank=244); GTEx--Coexpression(rank=882)","513","0.146699999999999997","Enrichr Queries,0.1467"
"RFX5","0.109504705748638534","0.109504705748638534","0.109504705748638534","Activated","253","viper","253","0.109504705748638534",NA,NA,"5","ENCODE--ChIP-seq(rank=67); ReMap--ChIP-seq(rank=189); Enrichr--Queries(rank=420); ARCHS4--Coexpression(rank=754); GTEx--Coexpression(rank=1165)","939","0.299099999999999921","Enrichr Queries,0.2991"
"PGR","-0.108565307819889573","-0.108565307819889573","0.108565307819889573","Repressed","254","viper","254","0.108565307819889573",NA,NA,"4","ReMap--ChIP-seq(rank=20); ARCHS4--Coexpression(rank=271); Enrichr--Queries(rank=471); GTEx--Coexpression(rank=575)","246","0.067339999999999997","ReMap ChIP-seq,0.06734"
"NFE2L1","0.108287265853740683","0.108287265853740683","0.108287265853740683","Activated","255","viper","255","0.108287265853740683",NA,NA,"4","ReMap--ChIP-seq(rank=161); GTEx--Coexpression(rank=334); Enrichr--Queries(rank=911); ARCHS4--Coexpression(rank=1435)","712","0.207800000000000012","GTEx Coexpression,0.2078"
"GATA2","-0.085205842911660737","-0.085205842911660737","0.085205842911660737","Repressed","256","viper","256","0.085205842911660737",NA,NA,"6","ENCODE--ChIP-seq(rank=18); Literature--ChIP-seq(rank=20); Enrichr--Queries(rank=161); ReMap--ChIP-seq(rank=230); GTEx--Coexpression(rank=275); ARCHS4--Coexpression(rank=1406)","407","0.114699999999999996","Enrichr Queries,0.1147"
"SP4","0.054812159923967069","0.054812159923967069","0.054812159923967069","Activated","257","viper","257","0.054812159923967069",NA,NA,"5","ENCODE--ChIP-seq(rank=109); ReMap--ChIP-seq(rank=217); Enrichr--Queries(rank=1067); GTEx--Coexpression(rank=1154); ARCHS4--Coexpression(rank=1432)","1559","0.718099999999999961","GTEx Coexpression,0.7181"
"XBP1","0.044834070648437287","0.044834070648437287","0.044834070648437287","Activated","258","viper","258","0.044834070648437287",NA,NA,"4","ReMap--ChIP-seq(rank=276); ARCHS4--Coexpression(rank=701); GTEx--Coexpression(rank=747); Enrichr--Queries(rank=800)","1223","0.430599999999999983","ARCHS4 Coexpression,0.4306"
"ZEB1","0.033900790994840564","0.033900790994840564","0.033900790994840564","Activated","259","viper","259","0.033900790994840564",NA,NA,"5","ENCODE--ChIP-seq(rank=65); ReMap--ChIP-seq(rank=234); GTEx--Coexpression(rank=248); ARCHS4--Coexpression(rank=397); Enrichr--Queries(rank=614)","536","0.154299999999999993","GTEx Coexpression,0.1543"
"SPIB","0.014752392157260851","0.014752392157260851","0.014752392157260851","Activated","260","viper","260","0.014752392157260851",NA,NA,"4","ReMap--ChIP-seq(rank=34); ARCHS4--Coexpression(rank=274); Enrichr--Queries(rank=426); GTEx--Coexpression(rank=867)","405","0.114500000000000005","ReMap ChIP-seq,0.1145"
"MXI1","0.013906024873039826","0.013906024873039826","0.013906024873039826","Activated","261","viper","261","0.013906024873039826",NA,NA,"5","ENCODE--ChIP-seq(rank=72); Enrichr--Queries(rank=205); ReMap--ChIP-seq(rank=243); ARCHS4--Coexpression(rank=321); GTEx--Coexpression(rank=519)","511","0.145999999999999991","Enrichr Queries,0.146"
"TGIF2","-0.009003735909376982","-0.009003735909376982","0.009003735909376982","Repressed","262","viper","262","0.009003735909376982",NA,NA,"4","ReMap--ChIP-seq(rank=114); Enrichr--Queries(rank=344); GTEx--Coexpression(rank=864); ARCHS4--Coexpression(rank=1022)","803","0.244999999999999996","Enrichr Queries,0.245"
"SNAI2","-0.004324432544169051","-0.004324432544169051","0.004324432544169051","Repressed","263","viper","263","0.004324432544169051",NA,NA,"4","ARCHS4--Coexpression(rank=110); Enrichr--Queries(rank=136); ReMap--ChIP-seq(rank=175); GTEx--Coexpression(rank=546)","247","0.067570000000000005","ARCHS4 Coexpression,0.06757"
