Data_Type,Dataset_ID,Plot_Category,Analysis_Name,GeneSet_Name,GSEA_Result_File,Pathway ID,Name,pvalue,DEG number,DEG Density,Intersecton size,DEGs in Intersection,Result,Reciprocal pvalue,Filtered,Versus,Versus Name,Is Reciprocal,Top Genes
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_REACTOME,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_REACTOME/gsea_result.csv,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,1.24e-08,103,0.6059,0,0,1.0,0.0,keep,itself,,True,"FOS,RPS6KA2,IRF3,JUN,NFKBIA,TAB1,MAPK8,BIRC2,NFKB2,IKBIP,NLRX1,TNIP2,DNM1,MAPK7,SARM1,IKBKB,CREB1,RBSN,NFKB1,UBB"
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_REACTOME,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_REACTOME/gsea_result.csv,REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,2.61e-08,73,0.6697,0,0,1.0,0.0,keep,itself,,True,"FOS,RPS6KA2,IRF3,JUN,NFKBIA,TAB1,MAPK8,BIRC2,NFKB2,IKBIP,NLRX1,TNIP2,MAPK7,SARM1,IKBKB,CREB1,NFKB1,UBB,TRAF3,RELA"
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_REACTOME,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_REACTOME/gsea_result.csv,REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,3.96e-08,231,0.7857,0,0,1.0,0.0,keep,itself,,True,"SNRNP70,SRSF4,NXF1,RBM5,POLR2A,DNAJC8,PRPF31,IK,CPSF7,ACIN1,SRSF5,THOC1,BUD13,DHX16,SNIP1,SRSF11,FYTTD1,LENG1,UBB,PPP1R8"
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_REACTOME,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_REACTOME/gsea_result.csv,REACTOME_CILIUM_ASSEMBLY,REACTOME_CILIUM_ASSEMBLY,5.89e-08,116,0.5771,0,0,1.0,0.0,keep,itself,,True,"DCTN1,HAUS1,SDCCAG8,ACTR1A,BBS9,EXOC7,CSNK1E,TUBA1A,MARK4,IFT27,B9D1,PKD1,CSNK1D,BBS1,CEP164,WDR19,INPP5E,CEP162,IFT20,CEP89"
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_REACTOME,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_REACTOME/gsea_result.csv,REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,9.96e-08,71,0.6514,93,60,0.7247,0.9513,keep,REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,False,"FOS,RPS6KA2,JUN,NFKBIA,TAB1,MAPK8,NFKB2,IKBIP,NLRX1,TNIP2,MAPK7,IKBKB,CREB1,RBSN,NFKB1,UBB,RELA,NOD1,IKBKG,TLR4"
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_REACTOME,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_REACTOME/gsea_result.csv,REACTOME_MRNA_SPLICING,REACTOME_MRNA_SPLICING,1.08e-07,160,0.7547,0,0,1.0,0.0,keep,itself,,True,"SNRNP70,SRSF4,RBM5,POLR2A,DNAJC8,PRPF31,IK,ACIN1,SRSF5,BUD13,DHX16,SNIP1,SRSF11,LENG1,PPP1R8,DDX5,CWF19L2,SF3A1,FAM50A,SF1"
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_REACTOME,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_REACTOME/gsea_result.csv,REACTOME_RHO_GTPASE_CYCLE,REACTOME_RHO_GTPASE_CYCLE,9.14e-07,249,0.5533,0,0,1.0,0.0,keep,itself,,True,"PLD2,STK10,WDR6,DLC1,UBXN11,MYO9B,ARHGEF2,ARHGAP31,TNFAIP1,PLEKHG2,NISCH,STX5,POTEE,CAPZB,RAPGEF1,ARAP1,ARHGAP29,WASF2,WDR81,DLG5"
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_REACTOME,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_REACTOME/gsea_result.csv,REACTOME_DEATH_RECEPTOR_SIGNALING,REACTOME_DEATH_RECEPTOR_SIGNALING,9.89e-07,115,0.7468,0,0,1.0,0.0,keep,itself,,True,"ARHGEF2,PLEKHG2,NFKBIA,TAB1,MAPK8,BIRC2,MADD,MIB2,ARHGEF37,ARHGEF3,IKBKB,NFKB1,USP4,OBSCN,UBB,ITSN1,RELA,RHOA,RASGRF2,IKBKG"
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_REACTOME,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_REACTOME/gsea_result.csv,REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE,1.24e-06,71,0.6174,97,64,0.0295,0.4102,exclude,REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,False,"FOS,RPS6KA2,JUN,NFKBIA,TAB1,MAPK8,NFKB2,IKBIP,NLRX1,TNIP2,MAPK7,IKBKB,CREB1,NFKB1,UBB,RELA,NOD1,TIRAP,IKBKG,TLR4"
ngs,GSE50760,ATF3_correlation,Primary_tumor,CP_REACTOME,results/ngs/GSE50760/tables/ATF3_function/Primary_tumor/GSEA/CP_REACTOME/gsea_result.csv,REACTOME_DIGESTION,REACTOME_DIGESTION,1.56e-06,21,0.913,0,0,1.0,0.0,keep,itself,,True,"AMY2B,TREH,PIR,AMY1A,CLPS,AMY1B,CHIA,LCT,AMY1C,AMY2A,SI,PNLIPRP3,MGAM,GUCA2B,GUCY2C,PNLIPRP1,ALPI,GUCA2A,CHIT1,CEL"
