Heatmap_Rank,term_id,term_name,p_value,term_size,intersection_size,intersection,Input_Order,Pathway_Gene_Source,Pathway_Gene_Count,Filtered,Versus,Versus Name,Result,Reciprocal pvalue,DEGs in Intersection,Is Reciprocal,GSEA_Rank,Neg_Log10_P,Pathway_Label_Clean,Pathway_Label,Heatmap_Cluster_Rank
1,BIOCARTA_GABA_PATHWAY,BIOCARTA_GABA_PATHWAY,0.0002148561197237,9,8,"GABRA2,GABARAP,GPHN,NSF,UBQLN1,GABRA5,GABRA3,GABRA1",0,GMT,10,keep,itself,,1.0,0.0,0,True,1,3.6678522718409905,GABA PATHWAY,GABA PATHWAY,1
2,BIOCARTA_MAPK_PATHWAY,BIOCARTA_MAPK_PATHWAY,0.002033164917826,81,43,"RAPGEF2,MAP3K12,SHC1,MAPK12,RPS6KA1,RAF1,MAP2K3,MAP2K2,MAPK13,MAPK11,NFKBIA,MAP3K11,MAP3K10,MAP3K5,JUN,HRAS,MKNK2,FOS,ELK1,CEBPA,MAP4K4,MAPKAPK2,RPS6KA5,MAP3K6,MAP3K14,RPS6KA4,TRADD,MAPKAPK5,MAPKAPK3,TRAF2,TGFBR1,TGFB3,TGFB1,STAT1,RPS6KB2,RPS6KA2,RELA,MAP4K2,MAP2K7,MAPK10,MAPK7,MAPK4,MAPK3",8,GMT,81,keep,itself,,1.0,0.0,0,True,2,2.6918273926374576,MAPK PATHWAY,MAPK PATHWAY,2
3,BIOCARTA_CDMAC_PATHWAY,BIOCARTA_CDMAC_PATHWAY,0.0054268708639062,16,13,"RAF1,CUZD1,NFKBIA,JUN,HRAS,FOS,PLCB1,RELA,MAPK3,PRKCB,PRKCA,NFKB1,MYC",5,GMT,16,keep,BIOCARTA_PDGF_PATHWAY,BIOCARTA_PDGF_PATHWAY,0.5,0.1702,7,False,8,2.2654505126309927,CDMAC PATHWAY,CDMAC PATHWAY,3
4,BIOCARTA_BARRESTIN_SRC_PATHWAY,BIOCARTA_BARRESTIN_SRC_PATHWAY,0.003754845128788,16,7,"RAF1,MAP2K2,KCNA2,HRAS,PLCB1,FGR,DNM1",3,GMT,17,keep,itself,,1.0,0.0,0,True,6,2.4254079710698915,BARRESTIN SRC PATHWAY,BARRESTIN SRC PATHWAY,4
5,BIOCARTA_BARR_MAPK_PATHWAY,BIOCARTA_BARR_MAPK_PATHWAY,0.0325869932077402,13,5,"RAF1,MAP2K2,KCNA2,PLCB1,DNM1",25,GMT,14,keep,itself,,1.0,0.0,0,True,24,1.4869557099101007,BARR MAPK PATHWAY,BARR MAPK PATHWAY,5
6,BIOCARTA_PDGF_PATHWAY,BIOCARTA_PDGF_PATHWAY,0.0034835136204774,28,19,"SHC1,RAF1,PIK3CG,PDGFA,JUN,HRAS,FOS,ELK1,STAT5A,STAT3,STAT1,SRF,RASA1,MAPK3,PRKCB,PRKCA,PLCG1,PIK3R1,PIK3CA",7,GMT,28,keep,BIOCARTA_IL2_PATHWAY,BIOCARTA_IL2_PATHWAY,0.9484,0.1563,8,False,5,2.457982487042255,PDGF PATHWAY,PDGF PATHWAY,6
7,BIOCARTA_EGF_PATHWAY,BIOCARTA_EGF_PATHWAY,0.0255520556534245,27,19,"SHC1,RAF1,JUN,HRAS,FOS,ELK1,STAT5A,STAT3,STAT1,SRF,RASA1,MAPK3,PRKCB,PRKCA,PLCG1,PIK3R1,PIK3CA,JAK1,GRB2",21,GMT,27,keep,BIOCARTA_TPO_PATHWAY,BIOCARTA_TPO_PATHWAY,0.0267,0.0145,16,True,23,1.5925741552933805,EGF PATHWAY,EGF PATHWAY,7
8,BIOCARTA_TPO_PATHWAY,BIOCARTA_TPO_PATHWAY,0.0123104504880384,24,17,"STAT5B,SHC1,RAF1,PIK3CG,JUN,HRAS,FOS,STAT5A,STAT3,STAT1,RASA1,MAPK3,PRKCB,PRKCA,PLCG1,PIK3R1,PIK3CA",11,GMT,24,keep,BIOCARTA_PDGF_PATHWAY,BIOCARTA_PDGF_PATHWAY,0.0593,0.0441,16,True,12,1.9097260542263201,TPO PATHWAY,TPO PATHWAY,8
9,BIOCARTA_IGF1_PATHWAY,BIOCARTA_IGF1_PATHWAY,0.012877235295783,21,16,"SHC1,RAF1,PIK3CG,JUN,HRAS,FOS,ELK1,SRF,RASA1,PTPN11,MAPK3,PIK3R1,PIK3CA,IGF1R,IGF1,GRB2",14,GMT,21,keep,BIOCARTA_TPO_PATHWAY,BIOCARTA_TPO_PATHWAY,0.5573,0.296,11,False,14,1.890177368705184,IGF1 PATHWAY,IGF1 PATHWAY,9
10,BIOCARTA_IL3_PATHWAY,BIOCARTA_IL3_PATHWAY,0.0047614998970654,14,6,"STAT5B,SHC1,RAF1,IL3RA,HRAS,FOS",6,GMT,15,keep,BIOCARTA_MAPK_PATHWAY,BIOCARTA_MAPK_PATHWAY,0.2308,0.5699,4,False,7,2.322256220722482,IL3 PATHWAY,IL3 PATHWAY,10
