"sig_names","p.value","statistic","p.adj","log10pvalue","stars","Method_Source","p.value.label","p.adj.label","Significance","Adjusted_Significance"
"Mph_05_IL1B","0.0000000013331341996234078503975489544009641607047456091095227748156","0.279344583077483610","0.0000000096729737275000742960491824482156808517885338005726225674","8.87512613023929831","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"DC_06_STMN1","0.0000000016920313705914722920781655905037021980774625262711197137833","0.277643872473457454","0.0000000119562508788696582463678447401378424075346629251725971699","8.77159158931799254","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TMEscoreA_CIR","0.0000000017244592613754314460268771239418936214171651499782456085086","0.277507943019188075","0.0000000119562508788696582463678447401378424075346629251725971699","8.76334706094798754","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Chemokines_Li_et_al","0.0000000018250171410955137113701098378515559617074615061937947757542","0.277101683385012898","0.0000000120776635397830920394663569285113868811976090000825934112","8.73873305216737783","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"PPAGs","0.0000000018353838554038930950188149808640844518059509482554858550429","0.277061044682190061","0.0000000120776635397830920394663569285113868811976090000825934112","8.73627309280158038","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TIP_Infiltration_of_immune_cells_into_tumors_2","0.0000000018581020830435527328075989096016311374892637786615523509681","0.276972760603643953","0.0000000120776635397830920394663569285113868811976090000825934112","8.73093042980166523","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Mono_like_02_CD16","0.0000000023320147542976954123298293685339829806046907378913601860404","0.275336766178407744","0.0000000148487470069567542933694007643331824741750324392342008650","8.63226870619012310","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Cytokines_Li_et_al","0.0000000027624182612583499169104193910048369864362882708519464358687","0.274109961450559658","0.0000000172374899502521054005800381228943884970306044124299660325","8.55871056369946537","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Mucin_Type_O_Glycan_Biosynthesis","0.0000000032782555589435045322087046096174237086451341838255757465959","0.272863665432642899","0.0000000200552104782426145993322428185551276058617986564058810472","8.48435719368413466","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CellCycle_Reg","0.0000000033947845435746404367904697477100611768818794189428444951773","0.272608622539065371","0.0000000203687072614478409663815933802050173184738923737313598394","8.46918778382999093","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"MDSC_Peng_et_al","0.0000000035046889276174222703209805082624761496390419779345393180847","0.272375746210663905","0.0000000206313763286157677753181936787171824043696233275113627315","8.45535052349320893","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"EV_Cell_2020","0.0000000036952788546593166170533751631191790587571688320167595520616","0.271988213502240839","0.0000000213505000491427173127743758835467291490317620628047734499","8.43235278312294767","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Antigen_Processing_and_Presentation_Li_et_al","0.0000000037825864084416812654116133796469712002874530298868194222450","0.271817123289416374","0.0000000214575810806146283895612413613468438811082705797161906958","8.42221114227879220","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neutrophils_Rooney_et_al","0.0000000044330696230445427157951318196307116670240588973683770745993","0.270651340312828836","0.0000000246985307569624521555470754875100114489328007039148360491","8.35329544788708134","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"BCR_Signaling_Pathway_Li_et_al","0.0000000052308851025899318694361671137123964703263823139423038810492","0.269429631347090193","0.0000000286322131931238391684138648281623962255082460615085437894","8.28142481923067919","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"EMT3","0.0000000061506267085665984789327655896107316380039264913648366928101","0.268227923247631117","0.0000000330861298805651492974581699951092117473194775811862200499","8.21108063020746393","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD4_c5_CTL","0.0000000080241160025793114470558410611378263865844928659498691558838","0.266242232147634428","0.0000000424326134373685651446608444424535289130062665208242833614","8.09560280145873534","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Natural_Killer_Cell_Cytotoxicity_Li_et_al","0.0000000211634194190736437472795075003320630635528232232900336384773","0.258858090668895202","0.0000001082849276082358104645889866450569893885358396801166236401","7.67441416107643537","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Treg_Rooney_et_al","0.0000000211710916157127697448950075882409538330364284774987027049065","0.258855287999735006","0.0000001082849276082358104645889866450569893885358396801166236401","7.67425674847761385","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Eosinophils_Bindea_et_al","0.0000000250321259231016598072531965327863767711846776364836841821671","0.257556378238038286","0.0000001259681175485115715539761885657932261040059529477730393410","7.60150226515546201","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD4_c10_Tn_LEF1_ANKRD55","0.0000000267101337286750400274583470017902842030821375374216586351395","0.257051388212992671","0.0000001322787575134382934693175280088661693866924906615167856216","7.57332393760647271","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_02_S100A12","0.0000000280724898802779368160200524186589920994094882189529016613960","0.256663473322411406","0.0000001356173008971782430545378189679084357521787751466035842896","7.55171906605065946","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Ferroptosis","0.0000000282536043535788017392695290223511572769155009154928848147392","0.256613280065633442","0.0000001356173008971782430545378189679084357521787751466035842896","7.54892614072883283","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Exosome_assembly","0.0000000338422000379258841194856602830470793108474936161655932664871","0.255200225232685207","0.0000001582185550040493428444656615061703064384346362203359603882","7.47054141178922659","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Winter_hypoxia_signature","0.0000000339764204656131582956540002678907930189211583638098090887070","0.255169141083817608","0.0000001582185550040493428444656615061703064384346362203359603882","7.46882237749519273","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Shingolipid_Metabolism","0.0000000501043671402442155761555904469606304019180242903530597686768","0.252098562230720802","0.0000002298906257022969797718504967459773880023021774832159280777","7.30012441899799125","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Glycosphingolipid_Biosynthesis","0.0000000557520533834814768239606210323278112639400205807760357856750","0.251247187776285852","0.0000002520962413861771010867003726257928875043035077396780252457","7.25373913264405701","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Mono_like_03_CD14CD16","0.0000000618980299169014810794082733294563247739006328629329800605774","0.250410591031968277","0.0000002725219283514497063512652466621410951574944192543625831604","7.20832317343277929","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD8_c1_Tex","0.0000000620162080543363076482997757639392677475598247838206589221954","0.250395303745639952","0.0000002725219283514497063512652466621410951574944192543625831604","7.20749479197523790","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD8_c3_Tn","0.0000000691017225520131879134603744042897321975260638282634317874908","0.249526603700032878","0.0000002994407977253904589001786210045175096183811547234654426575","7.16051112649685972","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_03_ISG15","0.0000000727455482440395854588143583104031808517220270005054771900177","0.249112827816746207","0.0000003109124801663062032009863990683617984700504166539758443832","7.13819357872974969","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"MT_exosome","0.0000000786789946819791582529709703629217099063453133567236363887787","0.248480061556806270","0.0000003317276532537499244636706400429781993466349376831203699112","7.10414119789934961","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Co_stimulation_APC_Rooney_et_al","0.0000000947744065156496262571910881196413090066243967157788574695587","0.246971079002147847","0.0000003942615311051024748760680804782197128588450141251087188721","7.02330892647721239","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TIP_Recognition_of_cancer_cells_by_T_cells_1","0.0000001053433491509407429163134987427918876079502297216095030307770","0.246109513023494014","0.0000004302221044764800204711872877449962970786145888268947601318","6.97739287835891719","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_04_TXNIP","0.0000001061766091175928391392505045764949045405955985188484191894531","0.246045179026862293","0.0000004302221044764800204711872877449962970786145888268947601318","6.97397114850920818","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"MDSC_Wang_et_al","0.0000001094508113755849382957904131208337616953940596431493759155273","0.245797015412132475","0.0000004366679544205864227256121568726543458183186885435134172440","6.96078101459277665","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Th2_cells_Bindea_et_al","0.0000001105665653821356553963064237380842236291300650918856263160706","0.245714081883801366","0.0000004366679544205864227256121568726543458183186885435134172440","6.95637618103557109","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"aDC_Bindea_et_al","0.0000001256941336651743578651835471504671914999562432058155536651611","0.244662953554676238","0.0000004902071212941800274379513559230847619119231239892542362213","6.90068499101965660","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TIP_Cancer_antigen_presentation_2","0.0000001384848060884068106122049036932342147565577761270105838775635","0.243865392146734333","0.0000005334229567849743345599958926905870271184539888054132461548","6.85859787276513444","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neu_01_MMP8","0.0000001749338637015226686336247761965889679913743748329579830169678","0.241930988093751853","0.0000006656020179862813939970344473406882457311439793556928634644","6.75712611164686283","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Interferon_Receptor_Li_et_al","0.0000002001314712168212920045777536426356846277485601603984832763672","0.240809410853463690","0.0000007523014339716655770321689436497258895997219951823353767395","6.69868461200796350","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD8_c5_Tisg","0.0000002066078034261504479393779147924914418865682819159701466560364","0.240543157283245379","0.0000007674004127257016864632147706837272949087491724640130996704","6.68485327952057773","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"MC_Review_Exosome1","0.0000002158932579256881013445430695860127734420075285015627741813660","0.240175115864890959","0.0000007924552526213491963560800815380424921841040486469864845276","6.66576091992324660","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Cytotoxic_cells_Bindea_et_al","0.0000002190068690846415389524601095849742904420054401271045207977295","0.240055110667213634","0.0000007945365483070715632057576770230777896131257875822484493256","6.65954226343033184","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Extracellular_vesicle_biogenesis","0.0000002290085776904084128039531002493656153262691077543422579765320","0.239680444758116895","0.0000008212721406828440033200491345033444900991526083089411258698","6.64014825052541724","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD4_c11_Tisg","0.0000002814325047994956883616645207379924897850287379696965217590332","0.237942917272850052","0.0000009978061533800302063292172669028978759797610109671950340271","6.55062574400218089","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TNF_Family_Members_Li_et_al","0.0000002944417413834125313643118142248322754994660499505698680877686","0.237560225538430980","0.0000010322002619283676303710978183758584236784372478723526000977","6.53100062243418122","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Tryptophan_Metabolism","0.0000003396454451578944533650427153870232643839699449017643928527832","0.236346415003961946","0.0000011774375432140340767643831715316693475870124530047178268433","6.46897420517470056","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"T_helper_cells_Bindea_et_al","0.0000003554867236997251163790683629178923652602861693594604730606079","0.235957608355011561","0.0000012188116241133432864079825033720716476182133192196488380432","6.44917661415113663","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"MC_Review_Exosome2","0.0000005411677649699773011787392630600468379498124704696238040924072","0.232341145985940772","0.0000018352645942460100515655459577080144129013206111267209053040","6.26666808035342271","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Amino_Sugar_and_Nucleotide_Sugar_Metabolism","0.0000005513263846410513821727971892072694970465818187221884727478027","0.232179737721124213","0.0000018496110968603015682713017545091283011515770340338349342346","6.25859122313868177","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD4_c9_Tn_TCF7_SLC40A1","0.0000005650295756558809223595919203619875048616449930705130100250244","0.231966480076844089","0.0000018754173149429238449302720717626336011107923695817589759827","6.24792881906909692","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"EMT1","0.0000005779752082674700015997712107540529302696086233481764793395996","0.231769528871314162","0.0000018981922629415857318161591285599065770384186180308461189270","6.23809078985550869","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"DC_01_CLEC9A","0.0000006463978732918772616657847665533331849019305082038044929504395","0.230794200003567040","0.0000021007930881986010474742412879045616591611178591847419738770","6.18950008109968586","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Mph_03_SPP1","0.0000007605861589742806384853109936960979808873162255622446537017822","0.229368405765345257","0.0000024451436086015173787988792597491993774383445270359516143799","6.11885158207430191","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Interleukins_Receptor_Li_et_al","0.0000007680258770607330581208925697478395733241995912976562976837158","0.229282796961906621","0.0000024451436086015173787988792597491993774383445270359516143799","6.11462414705786728","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Polyamine_Biosynthesis","0.0000007805244323651801370762045445550469935369619634002447128295898","0.229140752593105956","0.0000024598345747266280541089636391127726255945162847638130187988","6.10761349788624930","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Cytokine_Receptors_Li_et_al","0.0000008474200596397298419467161711970959458994911983609199523925781","0.228415753038985120","0.0000026439505860759573779242975755110478530696127563714981079102","6.07190125984443174","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Mo_01_CD14","0.0000009229924708909568944827680851694662322870499338023364543914795","0.227660051518154910","0.0000028512242665146390608850793246809018910425947979092597961426","6.03480184162181033","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Macrophages_Bindea_et_al","0.0000010333761993547410864169745076113215986879367846995592117309570","0.226656695958805859","0.0000031609154333203843501519901548757474074591300450265407562256","5.98574154531400282","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD4_c7_Tn_TCEA3","0.0000012113087005407436707845117429549475218664156273007392883300781","0.225237780999431814","0.0000036692069375603110484491443943344535227879532612860202789307","5.91674516333377998","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Purine_Metabolism","0.0000012241346515469542415244447522426618490953842410817742347717285","0.225143382006354392","0.0000036724039546408629363315710703030703143667778931558132171631","5.91217080832814634","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Prostanoid_Biosynthesis","0.0000013917508683910050500495041506110460716172383399680256843566895","0.223989956252882289","0.0000041354882946475581050136544059014909180405084043741226196289","5.85643849904038483","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"DC_04_CD207","0.0000014435900069348232469370121866525380482926266267895698547363281","0.223660133050348653","0.0000042490573789024982300638333398978829791303724050521850585938","5.84055613294952458","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TNF_Family_Members_Receptors_Li_et_al","0.0000014915687752993439431375586809447320035815209848806262016296387","0.223364833636106541","0.0000043492472700317319269920461610734463420158135704696178436279","5.82635671679446165","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD8_c9_Tsen","0.0000015462010746643681679440059800745288498546869959682226181030273","0.223039469225418702","0.0000044668031045859523910568009141819345586554845795035362243652","5.81073402921533955","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TIP_Priming_and_activation_1","0.0000015929563124232483418838334995881744760026776930317282676696777","0.222769648621723743","0.0000045596547658353530675396508842212028866924811154603958129883","5.79779613476615285","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Inositol_Phosphate_Metabolism","0.0000017699755856963483766189403414981207163236831547692418098449707","0.221812537103517865","0.0000049793152848550144133100980869954810259514488279819488525391","5.75203272407349342","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Exosomal_secretion","0.0000017714871686503416662737848963349307496173423714935779571533203","0.221804766066300951","0.0000049793152848550144133100980869954810259514488279819488525391","5.75166198902910164","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TIP_Recognition_of_cancer_cells_by_T_cells_2","0.0000022008493694510251438361484593864147996100655291229486465454102","0.219819966724673410","0.0000061309375291849980401997707857297825739806285127997398376465","5.65740968041568681","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TIP_Priming_and_activation_2","0.0000027722493816589727764522488318021942177438177168369293212890625","0.217688664222399436","0.0000076289804769365389636127591788117285886983154341578483581543","5.55716770472153510","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Neutrophils_Bindea_et_al","0.0000027875120973421967986995931992888486661286151502281427383422852","0.217637706601305020","0.0000076289804769365389636127591788117285886983154341578483581543","5.55478323917335715","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Pantothenate_and_CoA_Biosynthesis","0.0000030169424779317202544193666363669947827474970836192369461059570","0.216902260734859853","0.0000081850961140408412590420070276131525588425574824213981628418","5.52043297015480672","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"MHC_Class_I_Rooney_et_al","0.0000031102704609460533140253245265594017610055743716657161712646484","0.216618299391311220","0.0000083655550328893849509025171240494955782196484506130218505859","5.50720184422419123","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Type_I_IFN_Reponse_Rooney_et_al","0.0000049538908892406424840874207271568252508586738258600234985351562","0.212231739973451072","0.0000132103757046417127262111571028846412900747964158654212951660","5.30505356309587217","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"ADP_Ribosylation","0.0000063565048525852415998733252466834642291360069066286087036132812","0.209843993243019444","0.0000168070297797169107968488777071769391113775782287120819091797","5.19678161713099129","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"TMEscoreA_plus","0.0000065002719657161596797248850898576222334668273106217384338378906","0.209628442505790075","0.0000168919433522682711421285944863868166976317297667264938354492","5.18706847247423930","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"CD8_c13_Tn_TCF7","0.0000065343645634737878297583317521723955678680795244872570037841797","0.209577994460906580","0.0000168919433522682711421285944863868166976317297667264938354492","5.18479663914613464","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Normal_mucosa_Bindea_et_al","0.0000065510421334117341306247338239554522942853509448468685150146484","0.209553407408728520","0.0000168919433522682711421285944863868166976317297667264938354492","5.18368960736864359","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"ICB_resistance_Peng_et_al","0.0000069160735644076091693604156629415768975377432070672512054443359","0.209029690457930656","0.0000176870078040588062768222188392286398084252141416072845458984","5.16014039590037399","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Exhausted_CD8_Danaher_et_al","0.0000077880563570497648778409582881465667014708742499351501464843750","0.207878175615249572","0.0000197550697837359896195247310757281411497388035058975219726562","5.10857091443665290","****","IOBR::batch_cor","<0.001","<0.001","***","***"
