"TF","Mean_Selected_Rank","Best_Selected_Rank","Worst_Selected_Rank","DoRothEA_Rank","ChEA3_Rank","CollecTRI_Rank","DoRothEA_P_Value","CollecTRI_P_Value","DoRothEA_Score","ChEA3_Score","CollecTRI_Score","CheA3_Library_Count","Consensus_Rank"
"ATF3","11.00000000000000","1","30","30","1","2","0.00958110104757053070156925","0.0000004631644808549380","2.0185845795010700","0.000614300000000000","5.04097561828391960","6","1"
"NFKB1","13.66666666666667","13","15","13","13","15","0.00038167298434932698473349","0.0012265142546192299433","3.4183085792786700","0.003686000000000000","3.23264138585407990","4","2"
"FOS","27.00000000000000","6","67","6","8","67","0.00011864759431574599412608","0.0143513457862772999402","3.9257410630596898","0.002489000000000000","2.44834677222943986","5","3"
"JUN","30.33333333333334","2","78","2","11","78","0.00000061863780753591099448","0.0240371862789208988465","6.2085635419751402","0.003367000000000000","2.25653435477729003","6","4"
"FOSL1","36.00000000000000","13","50","50","45","13","0.03199519281570410017545569","0.0008201044193144770142","1.4949152682564499","0.012109999999999999","3.34591868577793994","5","5"
"RELA","37.66666666666666","14","68","14","68","31","0.00040339648330942501786717","0.0045846682230328197200","3.3942678921568898","0.018290000000000001","2.83485365457723004","6","6"
"NR3C1","50.66666666666666","6","109","109","37","6","0.23243093631042999192004572","0.0002366321062126080111","0.6337060683008670","0.009828000000000000","3.67630982944089002","6","7"
"EGR1","51.33333333333334","24","102","24","28","102","0.00525964560719440962777149","0.0450532316684265007889","2.2790435174479700","0.007467000000000000","2.00415712564032988","6","8"
"RELB","56.66666666666666","21","90","59","21","90","0.04384781537233960191368709","0.0367542619875715972921","1.3580520395926501","0.005698000000000000","2.08848328116846993","4","9"
"FOSL2","62.33333333333334","49","87","49","51","87","0.02663143389841239952464669","0.0348889633407104965412","1.5746054495053701","0.013469999999999999","2.10964478950777012","5","10"
"STAT3","67.00000000000000","22","143","22","143","36","0.00340435491965486013848929","0.0068338443119658398225","2.4679651690303199","0.038080000000000003","2.70483442367420013","6","11"
"KLF5","67.66666666666667","10","161","10","32","161","0.00028341015946761700721943","0.0913311155523169049264","3.5475845855577099","0.008547000000000001","1.68841748921566004","5","12"
"NFKB2","71.33333333333333","33","109","72","109","33","0.07900871242945800565493641","0.0056074040836686196362","1.1023250156537501","0.029200000000000000","2.76989688998714989","4","13"
"CEBPD","72.33333333333333","14","140","63","140","14","0.05029052550491500128693190","0.0010191800301914799142","1.2985138262463900","0.037470000000000003","3.28517788767940022","5","14"
"BATF","73.00000000000000","65","85","85","69","65","0.13564491122908900466725868","0.0130234799602930995110","0.8675964943209670","0.018429999999999998","2.48312658210296000","5","15"
"IRF4","74.33333333333333","40","132","51","40","132","0.03230308609938239983172537","0.0657610768443256943350","1.4907559850401599","0.010440000000000000","1.84004877473266992","5","16"
"BACH1","78.33333333333333","17","191","27","191","17","0.00733940357541588983547598","0.0017555888720689699720","2.1343392308782101","0.052209999999999999","3.12873780421330006","6","17"
"ETV4","78.33333333333333","25","168","25","168","42","0.00636494919725000014160132","0.0075351909391832899363","2.1962050583798498","0.044870000000000000","2.67221697208713005","4","18"
"KLF6","81.66666666666667","5","179","5","61","179","0.00004841581043995950295322","0.1189703760405270011047","4.3150127940254004","0.015970000000000002","1.55910987820547997","4","19"
"MAFK","82.00000000000000","18","142","142","18","86","0.37649221478451799782760645","0.0341411450904959973274","0.4242439998380000","0.004986000000000000","2.11840071842603006","5","20"
"BCL6","83.00000000000000","30","134","134","85","30","0.33861012695901598901215834","0.0044618116916779202233","0.4703000574005900","0.022400000000000000","2.84352065787583008","5","21"
"SMAD3","85.66666666666667","18","139","18","100","139","0.00154088706557611995404122","0.0687951366266520009107","2.8122291903500001","0.026939999999999999","1.81976278970831995","5","22"
"TCF7L2","89.66666666666667","7","186","7","76","186","0.00013311300354059600950518","0.1273500930855349932980","3.8757795171017499","0.020199999999999999","1.52463527814601996","6","23"
"NFE2L2","89.66666666666667","17","137","115","17","137","0.25247451065990300644870103","0.0682290595463450055824","0.5977824608662290","0.004914000000000000","1.82349099608069998","5","24"
"HNF4A","95.33333333333333","90","98","98","90","98","0.17668782641987698656116379","0.0418646179315870989313","0.7527933718333570","0.023650000000000001","2.03486341645935020","6","25"
"TP53","95.66666666666666","11","239","11","239","37","0.00029648528956077897789090","0.0068657740729022500442","3.5279968497569398","0.067070000000000005","2.70328552501687014","5","26"
"NFIC","101.33333333333333","83","126","95","126","83","0.16521618360866199837211354","0.0302156398535010015105","0.7819474139908500","0.033900000000000000","2.16725205871924009","5","27"
