"Query Name","Rank","TF","Score","Library","Overlapping_Genes"
"INTERSECT_DLD1_HCT15","1","DDIT3","3.667","ARCHS4 Coexpression,5;Enrichr Queries,5;GTEx Coexpression,1","DUSP5,ZFAND2A,ARRDC3,IFRD1,PLA2G4C,SLC2A3,SLC3A2,IRS2,CLU,DHRS3,HERPUD1,GPNMB,SESN2,BHLHE40,NUPR1,CHAC1,UPP1,APOE,CD68,ATF3,DDR2,HBEGF"
"INTERSECT_DLD1_HCT15","2","JUN","17.500","Literature ChIP-seq,24;ARCHS4 Coexpression,27;ENCODE ChIP-seq,3;Enrichr Queries,38;ReMap ChIP-seq,11;GTEx Coexpression,2","TNXB,SELPLG,PHF1,ZFAND2A,GUCA1B,SLC3A2,IRS2,SLC2A3,CLU,HERPUD1,AKAP12,CMYA5,BDKRB1,UPP1,LY6G6C,APOE,APOL3,DUSP5,SLC2A14,LAMB3,NOS3,GLYCTK,SPHK1,ARRDC3,IFRD1,GREB1,PLA2G4C,OSGIN1,SDCBP2,DHRS3,SLPI,AXL,DDIT3,KRT15,BHLHE40,ESAM,NUPR1,ATF3,ABCG1,HBEGF,DDR2"
"INTERSECT_DLD1_HCT15","3","ATF3","18.000","Literature ChIP-seq,5;ARCHS4 Coexpression,1;ENCODE ChIP-seq,48;Enrichr Queries,1;ReMap ChIP-seq,48;GTEx Coexpression,5","SELPLG,ZFAND2A,PHF1,SLC3A2,IRS2,SLC2A3,PRDM1,CLU,HERPUD1,RND1,AKAP12,GABRR2,GPNMB,SESN2,APOE,CHAC1,UPP1,DUSP5,AOC2,LAMB3,GPX3,SPHK1,ARRDC3,IFRD1,PLA2G4C,SDCBP2,DHRS3,HOPX,SGO1,AXL,DDIT3,BHLHE40,LCN2,RPL22L1,NOTUM,NUPR1,CD68,ABCG1,ATF3,HBEGF,DDR2"
"INTERSECT_DLD1_HCT15","4","NR4A1","21.250","ARCHS4 Coexpression,10;Enrichr Queries,17;ReMap ChIP-seq,55;GTEx Coexpression,3","TNXB,SELPLG,IRS2,SLC2A3,CLU,VSIR,HERPUD1,AKAP12,MDK,MYB,APOE,DUSP5,GPX3,ARRDC3,GREB1,IFRD1,DHRS3,DDIT3,BHLHE40,CASS4,LCN2,DCHS1,NUPR1,CD68,ATF3,HBEGF,DDR2"
"INTERSECT_DLD1_HCT15","5","NR1D1","29.670","ARCHS4 Coexpression,25;Enrichr Queries,6;GTEx Coexpression,58","IRS2,PRSS22,CLDN1,CLU,HERPUD1,AKAP12,GPNMB,TRIM29,LY6G6C,CHAC1,UPP1,APOE,DUSP5,UNC13A,GPX3,ARRDC3,OSGIN1,HOPX,DHRS3,DDIT3,BHLHE40,LCN2,NUPR1,ATF3,DDR2,HBEGF"
"INTERSECT_DLD1_HCT15","6","FOXQ1","36.000","ARCHS4 Coexpression,75;Enrichr Queries,21;GTEx Coexpression,12","DUSP5,LAMB3,GPX3,IRS2,PRDM1,PRSS22,CLDN1,SDCBP2,CLU,HOPX,DHRS3,AKAP12,SLPI,GPNMB,TRIM29,BHLHE40,LCN2,LY6G6C,NUPR1,APOE,NOTUM,ATF3,DDR2,HBEGF"
"INTERSECT_DLD1_HCT15","7","FOSB","43.330","ARCHS4 Coexpression,11;Enrichr Queries,28;GTEx Coexpression,91","DUSP5,GPX3,PHF1,ARRDC3,IFRD1,IRS2,SLC2A3,CLU,AKAP12,GPNMB,DDIT3,BHLHE40,LCN2,LY6G6C,NUPR1,APOE,ATF3,HBEGF,DDR2"
"INTERSECT_DLD1_HCT15","8","SNAI1","46.330","ARCHS4 Coexpression,3;Enrichr Queries,126;GTEx Coexpression,10","AOC3,DUSP5,STEAP4,SPHK1,OSGIN1,SLC2A3,SLC3A2,PRDM1,RND1,AKAP12,MRC2,AXL,BHLHE40,ESAM,UPP1,CD68,APOL3,ATF3,HBEGF,DDR2"
"INTERSECT_DLD1_HCT15","9","RFX8","49.500","ARCHS4 Coexpression,73;GTEx Coexpression,26","MRC2,ERCC6L,AXL,MYB,MYO7B,RPL22L1,SHCBP1,DDR2"
"INTERSECT_DLD1_HCT15","10","IRF6","51.670","ARCHS4 Coexpression,21;Enrichr Queries,26;GTEx Coexpression,108","DUSP5,LAMB3,GPX3,PRSS22,CLDN1,CLU,SDCBP2,HOPX,DHRS3,AKAP12,SLPI,GPNMB,TRIM29,KRT15,BHLHE40,LCN2,LY6G6C,NUPR1,APOE,ATF3,DDR2"
