"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER"
"1","ARNTL","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST","11.00000000000000","1","4","ARCHS4--Coexpression(rank=12); Enrichr--Queries(rank=101); ReMap--ChIP-seq(rank=119); GTEx--Coexpression(rank=1202)","30","rank=1; score=5.7856; p=1.6385e-06","rank=30; score=0.007371","rank=2; score=4.846; direction=Activated"
"2","HIF1A","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","11.33333333333333","1","5","Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=45); ARCHS4--Coexpression(rank=281); GTEx--Coexpression(rank=367); Enrichr--Queries(rank=686)","23","rank=10; score=2.2438; p=0.0057038","rank=23; score=0.006098","rank=1; score=5.6492; direction=Activated"
"3","JUN","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","31.66666666666666","2","6","GTEx--Coexpression(rank=1); ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=11); ReMap--ChIP-seq(rank=13); Enrichr--Queries(rank=61)","2","rank=71; score=0.58925; p=0.25748","rank=2; score=0.0006223","rank=22; score=2.8985; direction=Activated"
"4","STAT1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","37.33333333333334","10","6","ReMap--ChIP-seq(rank=2); ENCODE--ChIP-seq(rank=33); ARCHS4--Coexpression(rank=84); Literature--ChIP-seq(rank=149); Enrichr--Queries(rank=235); GTEx--Coexpression(rank=914)","27","rank=75; score=0.29109; p=0.51157","rank=27; score=0.006734","rank=10; score=3.3545; direction=Activated"
"5","RELB","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","40.33333333333334","26","4","ARCHS4--Coexpression(rank=16); GTEx--Coexpression(rank=26); Enrichr--Queries(rank=75); ReMap--ChIP-seq(rank=165)","37","rank=26; score=1.5031; p=0.031395","rank=37; score=0.009828","rank=58; score=2.1048; direction=Activated"
"6","FOS","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","41.66666666666666","8","5","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=3); ENCODE--ChIP-seq(rank=9); Enrichr--Queries(rank=40); ARCHS4--Coexpression(rank=44)","8","rank=69; score=0.70225; p=0.19849","rank=8; score=0.001867","rank=48; score=2.3535; direction=Activated"
"7","NR1H2","DoRothEA;ChEA3;VIPER","4","DoRothEA;ChEA3;VIPER;CollecTRI","44.66666666666666","5","4","ReMap--ChIP-seq(rank=6); GTEx--Coexpression(rank=493); Enrichr--Queries(rank=719); ARCHS4--Coexpression(rank=1046)","77","rank=5; score=3.346; p=0.00045083","rank=77; score=0.0202","rank=52; score=2.2145; direction=Activated"
"8","CEBPB","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","46.33333333333334","18","6","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=8); Enrichr--Queries(rank=51); Literature--ChIP-seq(rank=51); GTEx--Coexpression(rank=69); ARCHS4--Coexpression(rank=188)","33","rank=88; score=0; p=1","rank=33; score=0.008475","rank=18; score=2.9738; direction=Activated"
"9","EPAS1","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;TRRUST;CollecTRI","50.00000000000000","23","4","ReMap--ChIP-seq(rank=7); Enrichr--Queries(rank=58); GTEx--Coexpression(rank=580); ARCHS4--Coexpression(rank=1271)","90","rank=23; score=1.5031; p=0.031395","rank=90; score=0.02357","rank=37; score=2.5919; direction=Activated"
"10","MAFF","DoRothEA;ChEA3;VIPER","4","DoRothEA;ChEA3;VIPER;ENRICHR","56.66666666666666","14","5","GTEx--Coexpression(rank=5); ReMap--ChIP-seq(rank=14); Enrichr--Queries(rank=74); ENCODE--ChIP-seq(rank=75); ARCHS4--Coexpression(rank=1619)","14","rank=48; score=1.0088; p=0.097992","rank=14; score=0.003111","rank=108; score=1.5971; direction=Activated"
