"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ENRICHR","TRRUST","CollecTRI"
"1","SP3","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","5.333333333333334","1","3","GTEx--Coexpression(rank=585); ARCHS4--Coexpression(rank=926); Enrichr--Queries(rank=1198)","1086","rank=1; score=65.943; p=5.2237e-05; adjP=0.0080444","rank=1; score=4.282; p=5.2239e-05","rank=14; score=2.5534; p=0.010668; direction=Activated"
"2","ARNT","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","24.333333333333332","5","5","Literature--ChIP-seq(rank=37); ReMap--ChIP-seq(rank=161); Enrichr--Queries(rank=1024); GTEx--Coexpression(rank=1355); ARCHS4--Coexpression(rank=1386)","798","rank=48; score=36.334; p=0.022188; adjP=0.24591","rank=5; score=1.6539; p=0.022188","rank=20; score=2.4291; p=0.015136; direction=Activated"
"3","CUX1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","36.000000000000000","23","6","ENCODE--ChIP-seq(rank=100); Literature--ChIP-seq(rank=105); ReMap--ChIP-seq(rank=138); GTEx--Coexpression(rank=227); Enrichr--Queries(rank=916); ARCHS4--Coexpression(rank=1026)","546","rank=23; score=29.545; p=0.055917; adjP=0.26889","rank=24; score=1.05; p=0.089133","rank=61; score=1.918; p=0.055107; direction=Activated"
"4","NFYB","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","42.000000000000000","7","5","ENCODE--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=124); GTEx--Coexpression(rank=250); Enrichr--Queries(rank=1345); ARCHS4--Coexpression(rank=1533)","600","rank=76; score=12.447; p=0.15075; adjP=0.27312","rank=43; score=0.82174; p=0.15075","rank=7; score=2.8503; p=0.0043684; direction=Activated"
"5","ESR1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","46.000000000000000","18","6","Literature--ChIP-seq(rank=7); ENCODE--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=177); Enrichr--Queries(rank=231); GTEx--Coexpression(rank=497); ARCHS4--Coexpression(rank=1192)","181","rank=26; score=10.035; p=0.058464; adjP=0.26889","rank=18; score=1.2331; p=0.058464","rank=94; score=1.7845; p=0.074344; direction=Activated"
"6","TCF3","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","55.666666666666664","45","6","ENCODE--ChIP-seq(rank=43); Literature--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=63); GTEx--Coexpression(rank=1101); Enrichr--Queries(rank=1176); ARCHS4--Coexpression(rank=1442)","770","rank=66; score=12.447; p=0.15075; adjP=0.27312","rank=45; score=0.82174; p=0.15075","rank=56; score=1.9542; p=0.050682; direction=Activated"
"7","IRF9","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","68.666666666666671","25","4","Enrichr--Queries(rank=95); ReMap--ChIP-seq(rank=284); GTEx--Coexpression(rank=333); ARCHS4--Coexpression(rank=346)","287","rank=141; score=29.545; p=0.089133; adjP=0.26889","rank=25; score=1.05; p=0.089133","rank=40; score=2.0823; p=0.037311; direction=Activated"
"8","EPAS1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","70.666666666666671","21","4","GTEx--Coexpression(rank=86); Enrichr--Queries(rank=133); ReMap--ChIP-seq(rank=159); ARCHS4--Coexpression(rank=177)","228","rank=162; score=20.965; p=0.11015; adjP=0.26889","rank=29; score=0.95801; p=0.11015","rank=21; score=2.4278; p=0.015193; direction=Activated"
"9","SPI1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","73.333333333333329","18","6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=42); ReMap--ChIP-seq(rank=99); Enrichr--Queries(rank=621); GTEx--Coexpression(rank=686); ARCHS4--Coexpression(rank=798)","78","rank=18; score=8.6525; p=0.0083554; adjP=0.53998","rank=81; score=0.28782; p=0.51544","rank=121; score=1.6537; p=0.098181; direction=Activated"
"10","CIITA","ENRICHR;TRRUST;CollecTRI","3","ENRICHR;TRRUST;CollecTRI","75.666666666666671","1","0","",NA,"rank=119; score=2.063; p=0.38051; adjP=0.99118","rank=107; score=0; p=1","rank=1; score=3.5984; p=0.00032012; direction=Activated"
