"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"E2F4","14.672646542004953218","-14.672646542004953218","0.0000000000000000000000000000000000000000000000009650625392240894","HVL_CRC29=-14.67","Repressed","1","collectri","1","14.672646542004953218",NA,"6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=2); Enrichr--Queries(rank=90); ARCHS4--Coexpression(rank=820); GTEx--Coexpression(rank=971)","16","0.006098000000000000","Literature ChIP-seq,0.006098"
"E2F1","7.047364636237156255","-7.047364636237156255","0.0000000000018233805869610843460628380779559121823048262189814750","HVL_CRC29=-7.047","Repressed","2","collectri","2","7.047364636237156255",NA,"6","ENCODE--ChIP-seq(rank=3); Enrichr--Queries(rank=4); Literature--ChIP-seq(rank=4); GTEx--Coexpression(rank=7); ARCHS4--Coexpression(rank=14); ReMap--ChIP-seq(rank=98)","10","0.002849000000000000","Enrichr Queries,0.002849"
"MYC","7.026519917164743667","-7.026519917164743667","0.0000000000021174836657209222306946951802224219665003734913710787","HVL_CRC29=-7.027","Repressed","3","collectri","3","7.026519917164743667",NA,"6","Literature--ChIP-seq(rank=7); ENCODE--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=63); Enrichr--Queries(rank=70); ARCHS4--Coexpression(rank=224); GTEx--Coexpression(rank=643)","165","0.042680000000000003","Literature ChIP-seq,0.04268"
"E2F3","5.195513493597446519","-5.195513493597446519","0.0000002041555263866132792927726713472225128498394042253494262695","HVL_CRC29=-5.196","Repressed","4","collectri","4","5.195513493597446519",NA,"3","ARCHS4--Coexpression(rank=17); Enrichr--Queries(rank=25); GTEx--Coexpression(rank=1247)","33","0.010440000000000000","ARCHS4 Coexpression,0.01044"
"IRF9","4.794661428318175211","4.794661428318175211","0.0000016294980284388150201259869154224446674561477266252040863037","HVL_CRC29=4.795","Activated","5","collectri","5","4.794661428318175211",NA,"4","Enrichr--Queries(rank=97); GTEx--Coexpression(rank=136); ARCHS4--Coexpression(rank=157); ReMap--ChIP-seq(rank=222)","267","0.069089999999999999","Enrichr Queries,0.06909"
"CIITA","4.063964919727081515","4.063964919727081515","0.0000482460801292841675170890158863556962387519888579845428466797","HVL_CRC29=4.064","Activated","6","collectri","6","4.063964919727081515",NA,"0","",NA,NA,NA
"HIVEP2","3.759948260143474386","3.759948260143474386","0.0001699485022505007713721630890901792554359417408704757690429688","HVL_CRC29=3.76","Activated","7","collectri","7","3.759948260143474386",NA,"3","ARCHS4--Coexpression(rank=449); Enrichr--Queries(rank=506); GTEx--Coexpression(rank=753)","927","0.275799999999999990","ARCHS4 Coexpression,0.2758"
"ARID1A","3.711732926932395316","3.711732926932395316","0.0002058451202954391832337238676942092752142343670129776000976562","HVL_CRC29=3.712","Activated","8","collectri","8","3.711732926932395316",NA,"0","",NA,NA,NA
"NFATC3","3.559369578738110995","3.559369578738110995","0.0003717460879966803105611816704367811325937509536743164062500000","HVL_CRC29=3.559","Activated","9","collectri","9","3.559369578738110995",NA,"3","ARCHS4--Coexpression(rank=687); Enrichr--Queries(rank=872); GTEx--Coexpression(rank=1034)","1215","0.421999999999999986","ARCHS4 Coexpression,0.422"
"FOXO3","3.515652947803120654","3.515652947803120654","0.0004386740045873458652796184065181250844034366309642791748046875","HVL_CRC29=3.516","Activated","10","collectri","10","3.515652947803120654",NA,"4","Literature--ChIP-seq(rank=111); Enrichr--Queries(rank=621); ARCHS4--Coexpression(rank=953); GTEx--Coexpression(rank=1158)","1252","0.442300000000000026","Enrichr Queries,0.4423"
