"sig_names","p.value","statistic","p.adj","log10pvalue","stars","Method_Source","p.value.label","p.adj.label","Significance","Adjusted_Significance"
"Myeloid_dendritic_cells_MCPcounter","0.00006126693179560414","0.18675038154518794","0.000477998226915990","4.2127738682824303","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"Endothelial_cells_MCPcounter","0.00009559964538319801","0.18187755902803435","0.000477998226915990","4.0195437186904890","****","IOBR::batch_cor","<0.001","<0.001","***","***"
"NK_cells_MCPcounter","0.00102497159454386201","0.15344613652056266","0.003416571981812873","2.9892881702216862","**","IOBR::batch_cor","0.001","0.003","**","**"
"Cytotoxic_lymphocytes_MCPcounter","0.00212757801947012926","0.14365666793211426","0.005318945048675323","2.6721145051309945","**","IOBR::batch_cor","0.002","0.005","**","**"
"Monocytic_lineage_MCPcounter","0.00387896471034335265","0.13513426059217853","0.007757929420686705","2.4112841714628117","**","IOBR::batch_cor","0.004","0.008","**","**"
"Neutrophils_MCPcounter","0.01106779905151467937","0.11900668309200654","0.017340294712501859","1.9559387345699877","*","IOBR::batch_cor","0.011","0.017","*","*"
"B_lineage_MCPcounter","0.01244777370869116183","0.11708265071353409","0.017340294712501859","1.9049083154347226","*","IOBR::batch_cor","0.012","0.017","*","*"
"Fibroblasts_MCPcounter","0.01387223577000148804","0.11528486584132307","0.017340294712501859","1.8578535386149448","*","IOBR::batch_cor","0.014","0.017","*","*"
"T_cells_MCPcounter","0.12913301016544873057","0.07124843623800267","0.143481122406054151","0.8889627251992805","+","IOBR::batch_cor","0.129","0.143","ns","ns"
"CD8_T_cells_MCPcounter","0.21158156460612084770","0.05867566238537720","0.211581564606120848","0.6745221756662809","+","IOBR::batch_cor","0.212","0.212","ns","ns"
